date,state,cases_new,cases_import,cases_recovered,population,daily
29/3/2021,Perak,5,0,23,2510300,2098
29/3/2021,Perlis,0,0,0,254900,813
29/3/2021,Pulau Pinang,164,0,188,1773600,1149
29/3/2021,Sabah,34,0,32,3908500,3500
29/3/2021,Sarawak,192,0,215,2816500,4306
29/3/2021,Selangor,219,2,245,6538000,4161
29/3/2021,Terengganu,4,0,23,1259300,3046
29/3/2021,W.P. Kuala Lumpur,57,6,72,1773700,4098
29/3/2021,W.P. Labuan,1,0,6,99600,30
29/3/2021,W.P. Putrajaya,1,0,1,110000,403
30/3/2021,Johor,96,1,39,3781000,2976
30/3/2021,Kedah,41,0,32,2185100,3277
30/3/2021,Kelantan,44,0,34,1906700,1735
30/3/2021,Melaka,6,0,10,932700,1241
30/3/2021,Negeri Sembilan,39,0,33,1128800,2827
30/3/2021,Pahang,16,0,2,1678700,1118
30/3/2021,Perak,44,0,15,2510300,2744
30/3/2021,Perlis,1,0,0,254900,1072
30/3/2021,Pulau Pinang,194,0,207,1773600,1481
30/3/2021,Sabah,41,0,82,3908500,3368
30/3/2021,Sarawak,153,1,201,2816500,5129
30/3/2021,Selangor,401,2,374,6538000,5431
30/3/2021,Terengganu,2,0,37,1259300,2928
30/3/2021,W.P. Kuala Lumpur,53,4,81,1773700,5059
30/3/2021,W.P. Labuan,1,0,1,99600,24
30/3/2021,W.P. Putrajaya,1,0,0,110000,370
31/3/2021,Johor,86,0,159,3781000,1971
31/3/2021,Kedah,37,0,27,2185100,3400
31/3/2021,Kelantan,57,0,41,1906700,1341
31/3/2021,Melaka,41,0,8,932700,1621
31/3/2021,Negeri Sembilan,32,0,41,1128800,2697
31/3/2021,Pahang,36,0,10,1678700,939
31/3/2021,Perak,31,0,28,2510300,1716
31/3/2021,Perlis,1,0,1,254900,677
31/3/2021,Pulau Pinang,200,0,106,1773600,2151
31/3/2021,Sabah,69,0,39,3908500,3191
31/3/2021,Sarawak,176,0,141,2816500,4874
31/3/2021,Selangor,661,0,397,6538000,5405
31/3/2021,Terengganu,2,0,3,1259300,2422
31/3/2021,W.P. Kuala Lumpur,42,2,67,1773700,4316
31/3/2021,W.P. Labuan,8,0,2,99600,131
31/3/2021,W.P. Putrajaya,3,0,0,110000,408
1/4/2021,Johor,165,0,145,3781000,4331
1/4/2021,Kedah,32,0,61,2185100,2884
1/4/2021,Kelantan,27,0,55,1906700,829
1/4/2021,Melaka,9,0,8,932700,1686
1/4/2021,Negeri Sembilan,34,0,11,1128800,1446
1/4/2021,Pahang,14,0,5,1678700,2062
1/4/2021,Perak,31,0,76,2510300,4678
1/4/2021,Perlis,0,0,1,254900,1153
1/4/2021,Pulau Pinang,190,0,166,1773600,2933
1/4/2021,Sabah,86,0,61,3908500,2279
1/4/2021,Sarawak,238,1,411,2816500,4409
1/4/2021,Selangor,237,10,231,6538000,6818
1/4/2021,Terengganu,6,0,3,1259300,846
1/4/2021,W.P. Kuala Lumpur,101,9,134,1773700,5088
1/4/2021,W.P. Labuan,7,0,8,99600,109
1/4/2021,W.P. Putrajaya,1,0,1,110000,748
2/4/2021,Johor,103,1,123,3781000,1192
2/4/2021,Kedah,21,0,49,2185100,615
2/4/2021,Kelantan,66,0,54,1906700,84
2/4/2021,Melaka,22,0,66,932700,1395
2/4/2021,Negeri Sembilan,31,0,20,1128800,1590
2/4/2021,Pahang,57,0,22,1678700,2559
2/4/2021,Perak,14,0,84,2510300,6256
2/4/2021,Perlis,1,0,0,254900,855
2/4/2021,Pulau Pinang,139,0,181,1773600,3151
2/4/2021,Sabah,63,0,44,3908500,1462
2/4/2021,Sarawak,217,3,232,2816500,2707
2/4/2021,Selangor,455,1,466,6538000,4989
2/4/2021,Terengganu,8,0,14,1259300,0
2/4/2021,W.P. Kuala Lumpur,88,20,82,1773700,3165
2/4/2021,W.P. Labuan,4,0,4,99600,142
2/4/2021,W.P. Putrajaya,5,1,1,110000,278
3/4/2021,Johor,83,0,142,3781000,1691
3/4/2021,Kedah,20,0,37,2185100,447
3/4/2021,Kelantan,64,0,62,1906700,0
3/4/2021,Melaka,20,0,12,932700,336
3/4/2021,Negeri Sembilan,25,0,28,1128800,21
3/4/2021,Pahang,35,0,2,1678700,2858
3/4/2021,Perak,494,0,73,2510300,2780
3/4/2021,Perlis,0,0,4,254900,216
3/4/2021,Pulau Pinang,92,0,207,1773600,810
3/4/2021,Sabah,73,1,36,3908500,2575
3/4/2021,Sarawak,290,1,230,2816500,2928
3/4/2021,Selangor,352,2,517,6538000,2473
3/4/2021,Terengganu,4,0,1,1259300,0
3/4/2021,W.P. Kuala Lumpur,67,2,95,1773700,1
3/4/2021,W.P. Labuan,12,1,0,99600,118
3/4/2021,W.P. Putrajaya,7,0,3,110000,0
4/4/2021,Johor,95,0,152,3781000,3160
4/4/2021,Kedah,32,0,33,2185100,1933
4/4/2021,Kelantan,18,0,72,1906700,122
4/4/2021,Melaka,15,0,18,932700,0
4/4/2021,Negeri Sembilan,20,0,42,1128800,0
4/4/2021,Pahang,11,0,27,1678700,852
4/4/2021,Perak,24,0,3,2510300,1427
4/4/2021,Perlis,1,0,0,254900,0
4/4/2021,Pulau Pinang,185,0,154,1773600,561
4/4/2021,Sabah,68,0,70,3908500,2144
4/4/2021,Sarawak,419,0,253,2816500,2551
4/4/2021,Selangor,343,1,259,6538000,543
4/4/2021,Terengganu,6,0,2,1259300,1642
4/4/2021,W.P. Kuala Lumpur,73,5,176,1773700,0
4/4/2021,W.P. Labuan,22,1,5,99600,0
4/4/2021,W.P. Putrajaya,17,0,4,110000,1
5/4/2021,Johor,55,1,82,3781000,3208
5/4/2021,Kedah,34,0,30,2185100,2652
5/4/2021,Kelantan,31,0,83,1906700,1242
5/4/2021,Melaka,25,0,3,932700,567
5/4/2021,Negeri Sembilan,12,0,17,1128800,1265
5/4/2021,Pahang,37,1,65,1678700,749
5/4/2021,Perak,8,0,19,2510300,2125
5/4/2021,Perlis,2,0,0,254900,157
5/4/2021,Pulau Pinang,133,0,206,1773600,2348
5/4/2021,Sabah,65,0,43,3908500,4169
5/4/2021,Sarawak,225,0,226,2816500,1311
5/4/2021,Selangor,327,2,433,6538000,3857
5/4/2021,Terengganu,3,0,5,1259300,1422
5/4/2021,W.P. Kuala Lumpur,88,5,77,1773700,2810
5/4/2021,W.P. Labuan,17,0,5,99600,84
5/4/2021,W.P. Putrajaya,8,0,0,110000,604
6/4/2021,Johor,98,1,223,3781000,2877
6/4/2021,Kedah,27,0,32,2185100,3433
6/4/2021,Kelantan,126,0,34,1906700,1723
6/4/2021,Melaka,7,1,47,932700,1074
6/4/2021,Negeri Sembilan,14,0,22,1128800,2722
6/4/2021,Pahang,11,0,3,1678700,665
6/4/2021,Perak,61,0,12,2510300,2227
6/4/2021,Perlis,0,0,0,254900,173
6/4/2021,Pulau Pinang,110,0,149,1773600,2388
6/4/2021,Sabah,112,0,60,3908500,5824
6/4/2021,Sarawak,385,4,225,2816500,1609
6/4/2021,Selangor,242,5,553,6538000,3612
6/4/2021,Terengganu,9,0,1,1259300,1152
6/4/2021,W.P. Kuala Lumpur,87,10,49,1773700,2593
6/4/2021,W.P. Labuan,8,3,1,99600,107
6/4/2021,W.P. Putrajaya,3,0,1,110000,430
7/4/2021,Johor,102,4,145,3781000,2984
7/4/2021,Kedah,35,0,22,2185100,1948
7/4/2021,Kelantan,38,0,53,1906700,1731
7/4/2021,Melaka,13,0,51,932700,1409
7/4/2021,Negeri Sembilan,30,0,69,1128800,2672
7/4/2021,Pahang,23,0,43,1678700,980
7/4/2021,Perak,24,0,9,2510300,846
7/4/2021,Perlis,0,0,0,254900,30
7/4/2021,Pulau Pinang,93,0,93,1773600,2065
7/4/2021,Sabah,60,1,64,3908500,4882
7/4/2021,Sarawak,332,1,151,2816500,2553
7/4/2021,Selangor,294,0,411,6538000,4770
7/4/2021,Terengganu,10,0,3,1259300,254
7/4/2021,W.P. Kuala Lumpur,84,7,77,1773700,3144
7/4/2021,W.P. Labuan,1,0,2,99600,108
7/4/2021,W.P. Putrajaya,0,0,6,110000,515
8/4/2021,Johor,101,0,61,3781000,3305
8/4/2021,Kedah,31,0,27,2185100,860
8/4/2021,Kelantan,87,0,60,1906700,1131
8/4/2021,Melaka,11,0,38,932700,1078
8/4/2021,Negeri Sembilan,12,0,30,1128800,2562
8/4/2021,Pahang,12,0,14,1678700,867
8/4/2021,Perak,24,0,54,2510300,721
8/4/2021,Perlis,1,0,1,254900,36
8/4/2021,Pulau Pinang,162,0,134,1773600,2339
8/4/2021,Sabah,106,0,59,3908500,3585
8/4/2021,Sarawak,211,1,215,2816500,1428
8/4/2021,Selangor,374,3,431,6538000,4156
8/4/2021,Terengganu,11,0,1,1259300,142
8/4/2021,W.P. Kuala Lumpur,120,13,40,1773700,3861
8/4/2021,W.P. Labuan,3,0,2,99600,158
8/4/2021,W.P. Putrajaya,19,0,8,110000,569
9/4/2021,Johor,103,1,102,3781000,0
9/4/2021,Kedah,40,0,30,2185100,690
9/4/2021,Kelantan,143,0,63,1906700,0
9/4/2021,Melaka,34,1,12,932700,514
9/4/2021,Negeri Sembilan,40,0,37,1128800,816
9/4/2021,Pahang,19,0,22,1678700,2444
9/4/2021,Perak,29,0,19,2510300,3547
9/4/2021,Perlis,0,0,1,254900,1121
9/4/2021,Pulau Pinang,176,0,111,1773600,2379
9/4/2021,Sabah,139,0,53,3908500,2621
9/4/2021,Sarawak,555,1,261,2816500,357
9/4/2021,Selangor,403,2,440,6538000,3788
9/4/2021,Terengganu,29,0,4,1259300,0
9/4/2021,W.P. Kuala Lumpur,135,15,79,1773700,2634
9/4/2021,W.P. Labuan,3,0,11,99600,155
9/4/2021,W.P. Putrajaya,6,0,2,110000,455
10/4/2021,Johor,80,0,74,3781000,628
10/4/2021,Kedah,59,0,23,2185100,726
10/4/2021,Kelantan,171,0,70,1906700,0
10/4/2021,Melaka,6,0,39,932700,207
10/4/2021,Negeri Sembilan,28,0,18,1128800,6
10/4/2021,Pahang,13,0,34,1678700,3194
10/4/2021,Perak,46,0,34,2510300,3507
10/4/2021,Perlis,2,0,0,254900,282
10/4/2021,Pulau Pinang,101,0,126,1773600,2357
10/4/2021,Sabah,131,0,61,3908500,1065
10/4/2021,Sarawak,296,0,384,2816500,2516
10/4/2021,Selangor,415,3,257,6538000,1089
10/4/2021,Terengganu,44,0,5,1259300,0
10/4/2021,W.P. Kuala Lumpur,106,2,97,1773700,0
10/4/2021,W.P. Labuan,2,0,23,99600,0
10/4/2021,W.P. Putrajaya,10,0,3,110000,0
11/4/2021,Johor,67,0,182,3781000,2663
11/4/2021,Kedah,40,0,28,2185100,3402
11/4/2021,Kelantan,98,0,36,1906700,1715
11/4/2021,Melaka,59,0,16,932700,0
11/4/2021,Negeri Sembilan,40,0,21,1128800,0
11/4/2021,Pahang,22,0,9,1678700,3710
11/4/2021,Perak,50,0,26,2510300,2051
11/4/2021,Perlis,0,0,2,254900,0
11/4/2021,Pulau Pinang,113,0,147,1773600,1813
11/4/2021,Sabah,127,0,88,3908500,275
11/4/2021,Sarawak,443,1,323,2816500,3776
11/4/2021,Selangor,535,1,254,6538000,1125
11/4/2021,Terengganu,34,0,7,1259300,2620
11/4/2021,W.P. Kuala Lumpur,96,6,62,1773700,0
11/4/2021,W.P. Labuan,4,0,14,99600,0
11/4/2021,W.P. Putrajaya,11,0,1,110000,0
12/4/2021,Johor,61,1,187,3781000,5028
12/4/2021,Kedah,47,0,27,2185100,4929
12/4/2021,Kelantan,58,0,51,1906700,2370
12/4/2021,Melaka,11,0,4,932700,759
12/4/2021,Negeri Sembilan,63,0,42,1128800,867
12/4/2021,Pahang,32,0,7,1678700,1882
12/4/2021,Perak,21,0,17,2510300,3301
12/4/2021,Perlis,2,0,0,254900,1165
12/4/2021,Pulau Pinang,112,0,120,1773600,1564
12/4/2021,Sabah,109,0,61,3908500,931
12/4/2021,Sarawak,351,0,198,2816500,2198
12/4/2021,Selangor,303,0,296,6538000,5151
12/4/2021,Terengganu,22,0,3,1259300,2711
12/4/2021,W.P. Kuala Lumpur,116,11,32,1773700,6142
12/4/2021,W.P. Labuan,0,0,7,99600,0
12/4/2021,W.P. Putrajaya,9,0,0,110000,223
13/4/2021,Johor,74,0,56,3781000,44
13/4/2021,Kedah,39,0,30,2185100,120
13/4/2021,Kelantan,103,0,38,1906700,1398
13/4/2021,Melaka,17,0,9,932700,0
13/4/2021,Negeri Sembilan,29,0,9,1128800,2050
13/4/2021,Pahang,14,0,16,1678700,777
13/4/2021,Perak,36,0,14,2510300,423
13/4/2021,Perlis,0,0,0,254900,708
13/4/2021,Pulau Pinang,92,0,163,1773600,1651
13/4/2021,Sabah,117,0,86,3908500,618
13/4/2021,Sarawak,607,0,316,2816500,1935
13/4/2021,Selangor,483,3,491,6538000,6338
13/4/2021,Terengganu,13,0,7,1259300,1481
13/4/2021,W.P. Kuala Lumpur,133,6,47,1773700,6222
13/4/2021,W.P. Labuan,3,0,0,99600,0
13/4/2021,W.P. Putrajaya,7,0,8,110000,7
14/4/2021,Johor,84,0,109,3781000,3822
14/4/2021,Kedah,53,0,35,2185100,1387
14/4/2021,Kelantan,226,0,72,1906700,1571
14/4/2021,Melaka,6,0,26,932700,1713
14/4/2021,Negeri Sembilan,51,0,33,1128800,1874
14/4/2021,Pahang,13,0,35,1678700,426
14/4/2021,Perak,56,0,58,2510300,257
14/4/2021,Perlis,3,0,0,254900,676
14/4/2021,Pulau Pinang,92,0,169,1773600,1729
14/4/2021,Sabah,142,1,82,3908500,837
14/4/2021,Sarawak,489,1,238,2816500,1803
14/4/2021,Selangor,517,2,561,6538000,5500
14/4/2021,Terengganu,14,0,3,1259300,767
14/4/2021,W.P. Kuala Lumpur,134,2,44,1773700,6248
14/4/2021,W.P. Labuan,1,0,15,99600,0
14/4/2021,W.P. Putrajaya,8,0,5,110000,7
15/4/2021,Johor,182,0,144,3781000,4630
15/4/2021,Kedah,26,0,13,2185100,788
15/4/2021,Kelantan,221,0,94,1906700,976
15/4/2021,Melaka,53,0,12,932700,0
15/4/2021,Negeri Sembilan,34,0,28,1128800,1378
15/4/2021,Pahang,34,0,20,1678700,660
15/4/2021,Perak,51,0,17,2510300,2482
15/4/2021,Perlis,1,0,1,254900,214
15/4/2021,Pulau Pinang,134,0,131,1773600,1540
15/4/2021,Sabah,202,0,77,3908500,709
15/4/2021,Sarawak,512,0,233,2816500,260
15/4/2021,Selangor,459,0,344,6538000,5420
15/4/2021,Terengganu,57,0,8,1259300,722
15/4/2021,W.P. Kuala Lumpur,171,19,125,1773700,7083
15/4/2021,W.P. Labuan,3,0,7,99600,0
15/4/2021,W.P. Putrajaya,8,0,5,110000,372
16/4/2021,Johor,121,0,88,3781000,48
16/4/2021,Kedah,35,0,50,2185100,376
16/4/2021,Kelantan,164,0,83,1906700,1
16/4/2021,Melaka,28,0,20,932700,2238
16/4/2021,Negeri Sembilan,53,0,33,1128800,603
16/4/2021,Pahang,47,0,51,1678700,717
16/4/2021,Perak,49,0,200,2510300,2435
16/4/2021,Perlis,2,0,2,254900,93
16/4/2021,Pulau Pinang,91,0,102,1773600,876
16/4/2021,Sabah,143,0,119,3908500,484
16/4/2021,Sarawak,960,3,349,2816500,616
16/4/2021,Selangor,590,4,327,6538000,4871
16/4/2021,Terengganu,16,0,7,1259300,0
16/4/2021,W.P. Kuala Lumpur,245,21,79,1773700,5700
16/4/2021,W.P. Labuan,1,1,1,99600,0
16/4/2021,W.P. Putrajaya,6,0,13,110000,470
17/4/2021,Johor,100,0,78,3781000,1873
17/4/2021,Kedah,45,0,29,2185100,504
17/4/2021,Kelantan,225,0,75,1906700,0
17/4/2021,Melaka,9,0,12,932700,1044
17/4/2021,Negeri Sembilan,89,0,32,1128800,0
17/4/2021,Pahang,20,0,29,1678700,2183
17/4/2021,Perak,42,0,333,2510300,910
17/4/2021,Perlis,1,0,0,254900,0
17/4/2021,Pulau Pinang,116,0,125,1773600,287
17/4/2021,Sabah,163,0,90,3908500,263
17/4/2021,Sarawak,512,0,458,2816500,1450
17/4/2021,Selangor,751,1,472,6538000,1087
17/4/2021,Terengganu,0,0,13,1259300,27
17/4/2021,W.P. Kuala Lumpur,252,11,74,1773700,2
17/4/2021,W.P. Labuan,2,0,0,99600,0
17/4/2021,W.P. Putrajaya,4,0,12,110000,1
18/4/2021,Johor,387,2,107,3781000,3598
18/4/2021,Kedah,30,0,38,2185100,537
18/4/2021,Kelantan,332,0,101,1906700,743
18/4/2021,Melaka,15,0,16,932700,306
18/4/2021,Negeri Sembilan,42,0,29,1128800,0
18/4/2021,Pahang,15,0,17,1678700,3
18/4/2021,Perak,35,0,32,2510300,1118
18/4/2021,Perlis,3,0,0,254900,2
18/4/2021,Pulau Pinang,84,0,114,1773600,243
18/4/2021,Sabah,112,0,82,3908500,49
18/4/2021,Sarawak,508,0,469,2816500,1754
18/4/2021,Selangor,431,3,290,6538000,414
18/4/2021,Terengganu,16,0,37,1259300,1071
18/4/2021,W.P. Kuala Lumpur,176,5,82,1773700,0
18/4/2021,W.P. Labuan,6,0,4,99600,0
18/4/2021,W.P. Putrajaya,3,0,9,110000,1
19/4/2021,Johor,115,4,55,3781000,4846
19/4/2021,Kedah,48,0,55,2185100,1782
19/4/2021,Kelantan,290,0,117,1906700,1731
19/4/2021,Melaka,27,0,12,932700,1591
19/4/2021,Negeri Sembilan,91,0,28,1128800,1075
19/4/2021,Pahang,32,0,31,1678700,1850
19/4/2021,Perak,43,0,37,2510300,2192
19/4/2021,Perlis,1,0,3,254900,712
19/4/2021,Pulau Pinang,91,0,119,1773600,2183
19/4/2021,Sabah,125,0,88,3908500,2161
19/4/2021,Sarawak,589,0,358,2816500,2192
19/4/2021,Selangor,457,3,301,6538000,3267
19/4/2021,Terengganu,8,0,34,1259300,1345
19/4/2021,W.P. Kuala Lumpur,153,6,146,1773700,5145
19/4/2021,W.P. Labuan,6,0,2,99600,383
19/4/2021,W.P. Putrajaya,2,0,16,110000,489
20/4/2021,Johor,102,0,163,3781000,1670
20/4/2021,Kedah,44,0,53,2185100,2565
20/4/2021,Kelantan,429,0,105,1906700,2107
20/4/2021,Melaka,19,0,14,932700,1542
20/4/2021,Negeri Sembilan,17,0,86,1128800,1846
20/4/2021,Pahang,17,0,24,1678700,2002
20/4/2021,Perak,34,0,46,2510300,1435
20/4/2021,Perlis,3,0,1,254900,774
20/4/2021,Pulau Pinang,92,0,84,1773600,2522
20/4/2021,Sabah,82,0,83,3908500,2755
20/4/2021,Sarawak,600,1,418,2816500,3570
20/4/2021,Selangor,539,0,371,6538000,4584
20/4/2021,Terengganu,15,0,40,1259300,1273
20/4/2021,W.P. Kuala Lumpur,344,6,100,1773700,4086
20/4/2021,W.P. Labuan,1,0,1,99600,498
20/4/2021,W.P. Putrajaya,3,0,3,110000,1
21/4/2021,Johor,170,0,66,3781000,1074
21/4/2021,Kedah,55,0,27,2185100,2569
21/4/2021,Kelantan,370,0,128,1906700,1271
21/4/2021,Melaka,63,0,14,932700,1613
21/4/2021,Negeri Sembilan,24,0,29,1128800,1143
21/4/2021,Pahang,81,0,13,1678700,2056
21/4/2021,Perak,38,0,26,2510300,297
21/4/2021,Perlis,1,0,1,254900,920
21/4/2021,Pulau Pinang,111,0,72,1773600,2742
21/4/2021,Sabah,172,0,94,3908500,2642
21/4/2021,Sarawak,429,0,464,2816500,4006
21/4/2021,Selangor,526,6,787,6538000,1953
21/4/2021,Terengganu,1,0,31,1259300,1358
21/4/2021,W.P. Kuala Lumpur,291,5,143,1773700,3330
21/4/2021,W.P. Labuan,2,1,3,99600,532
21/4/2021,W.P. Putrajaya,6,0,12,110000,19
22/4/2021,Johor,169,0,133,3781000,1987
22/4/2021,Kedah,91,0,49,2185100,2338
22/4/2021,Kelantan,662,0,192,1906700,1010
22/4/2021,Melaka,42,0,22,932700,1623
22/4/2021,Negeri Sembilan,55,0,61,1128800,1944
22/4/2021,Pahang,29,0,20,1678700,1882
22/4/2021,Perak,49,0,42,2510300,1006
22/4/2021,Perlis,0,0,0,254900,450
22/4/2021,Pulau Pinang,144,0,132,1773600,2533
22/4/2021,Sabah,160,1,159,3908500,2645
22/4/2021,Sarawak,474,0,520,2816500,4976
22/4/2021,Selangor,633,1,905,6538000,2054
22/4/2021,Terengganu,22,0,56,1259300,1237
22/4/2021,W.P. Kuala Lumpur,332,26,238,1773700,2652
22/4/2021,W.P. Labuan,3,1,3,99600,715
22/4/2021,W.P. Putrajaya,10,0,9,110000,361
23/4/2021,Johor,130,0,108,3781000,329
23/4/2021,Kedah,44,0,33,2185100,94
23/4/2021,Kelantan,476,0,99,1906700,84
23/4/2021,Melaka,42,0,28,932700,1656
23/4/2021,Negeri Sembilan,105,0,46,1128800,828
23/4/2021,Pahang,39,0,3,1678700,1645
23/4/2021,Perak,45,0,51,2510300,1368
23/4/2021,Perlis,0,0,2,254900,492
23/4/2021,Pulau Pinang,89,0,128,1773600,2389
23/4/2021,Sabah,82,0,184,3908500,1384
23/4/2021,Sarawak,717,0,619,2816500,4533
23/4/2021,Selangor,748,1,862,6538000,1578
23/4/2021,Terengganu,11,0,17,1259300,0
23/4/2021,W.P. Kuala Lumpur,302,3,153,1773700,1436
23/4/2021,W.P. Labuan,3,0,1,99600,861
23/4/2021,W.P. Putrajaya,14,0,7,110000,196
24/4/2021,Johor,126,1,35,3781000,245
24/4/2021,Kedah,34,0,44,2185100,38
24/4/2021,Kelantan,518,0,128,1906700,1
24/4/2021,Melaka,30,0,105,932700,373
24/4/2021,Negeri Sembilan,27,0,34,1128800,146
24/4/2021,Pahang,22,0,30,1678700,0
24/4/2021,Perak,54,0,33,2510300,1130
24/4/2021,Perlis,1,0,0,254900,0
24/4/2021,Pulau Pinang,134,0,87,1773600,201
24/4/2021,Sabah,132,0,120,3908500,860
24/4/2021,Sarawak,570,1,665,2816500,7514
24/4/2021,Selangor,768,12,823,6538000,46
24/4/2021,Terengganu,50,0,5,1259300,0
24/4/2021,W.P. Kuala Lumpur,240,13,168,1773700,7
24/4/2021,W.P. Labuan,0,0,4,99600,862
24/4/2021,W.P. Putrajaya,11,0,11,110000,0
25/4/2021,Johor,159,0,144,3781000,3096
25/4/2021,Kedah,76,0,54,2185100,1857
25/4/2021,Kelantan,424,0,95,1906700,264
25/4/2021,Melaka,42,0,18,932700,0
25/4/2021,Negeri Sembilan,57,0,64,1128800,0
25/4/2021,Pahang,33,0,7,1678700,571
25/4/2021,Perak,64,0,51,2510300,1161
25/4/2021,Perlis,1,0,0,254900,0
25/4/2021,Pulau Pinang,117,0,150,1773600,67
25/4/2021,Sabah,121,0,102,3908500,192
25/4/2021,Sarawak,595,1,464,2816500,6151
25/4/2021,Selangor,751,1,516,6538000,0
25/4/2021,Terengganu,25,0,5,1259300,1417
25/4/2021,W.P. Kuala Lumpur,217,8,169,1773700,0
25/4/2021,W.P. Labuan,3,0,7,99600,0
25/4/2021,W.P. Putrajaya,5,0,7,110000,0
26/4/2021,Johor,309,0,24,3781000,3849
26/4/2021,Kedah,39,0,31,2185100,1930
26/4/2021,Kelantan,343,0,145,1906700,2676
26/4/2021,Melaka,34,0,37,932700,716
26/4/2021,Negeri Sembilan,112,0,35,1128800,648
26/4/2021,Pahang,34,0,43,1678700,2024
26/4/2021,Perak,45,0,38,2510300,2132
26/4/2021,Perlis,0,0,0,254900,547
26/4/2021,Pulau Pinang,123,0,73,1773600,2631
26/4/2021,Sabah,88,1,178,3908500,1277
26/4/2021,Sarawak,615,0,567,2816500,4094
26/4/2021,Selangor,762,1,439,6538000,5291
26/4/2021,Terengganu,9,0,24,1259300,0
26/4/2021,W.P. Kuala Lumpur,254,2,153,1773700,1504
26/4/2021,W.P. Labuan,2,0,7,99600,649
26/4/2021,W.P. Putrajaya,7,0,9,110000,254
27/4/2021,Johor,220,0,94,3781000,2938
27/4/2021,Kedah,51,0,40,2185100,2916
27/4/2021,Kelantan,484,0,172,1906700,3364
27/4/2021,Melaka,33,0,20,932700,891
27/4/2021,Negeri Sembilan,39,0,67,1128800,1974
27/4/2021,Pahang,35,0,15,1678700,1930
27/4/2021,Perak,38,0,44,2510300,1961
27/4/2021,Perlis,1,0,0,254900,658
27/4/2021,Pulau Pinang,115,0,99,1773600,2607
27/4/2021,Sabah,82,1,140,3908500,2914
27/4/2021,Sarawak,432,0,665,2816500,2510
27/4/2021,Selangor,750,0,456,6538000,5444
27/4/2021,Terengganu,61,0,20,1259300,1785
27/4/2021,W.P. Kuala Lumpur,377,4,178,1773700,1912
27/4/2021,W.P. Labuan,0,0,1,99600,505
27/4/2021,W.P. Putrajaya,15,0,8,110000,304
28/4/2021,Johor,194,0,148,3781000,3362
28/4/2021,Kedah,120,0,34,2185100,2592
28/4/2021,Kelantan,523,0,123,1906700,2576
28/4/2021,Melaka,42,0,57,932700,1505
28/4/2021,Negeri Sembilan,61,0,33,1128800,2023
28/4/2021,Pahang,15,0,35,1678700,3211
28/4/2021,Perak,69,1,46,2510300,2137
28/4/2021,Perlis,1,0,9,254900,1027
28/4/2021,Pulau Pinang,98,0,128,1773600,3880
28/4/2021,Sabah,87,0,189,3908500,3373
28/4/2021,Sarawak,416,1,442,2816500,2080
28/4/2021,Selangor,1019,4,400,6538000,5230
28/4/2021,Terengganu,40,0,9,1259300,1538
28/4/2021,W.P. Kuala Lumpur,440,7,168,1773700,3584
28/4/2021,W.P. Labuan,4,0,0,99600,656
28/4/2021,W.P. Putrajaya,13,0,1,110000,815
29/4/2021,Johor,207,0,182,3781000,3642
29/4/2021,Kedah,105,0,75,2185100,824
29/4/2021,Kelantan,401,0,205,1906700,195
29/4/2021,Melaka,43,0,29,932700,1486
29/4/2021,Negeri Sembilan,111,0,54,1128800,1918
29/4/2021,Pahang,92,0,3,1678700,1
29/4/2021,Perak,91,0,29,2510300,1
29/4/2021,Perlis,1,0,1,254900,0
29/4/2021,Pulau Pinang,158,0,80,1773600,54
29/4/2021,Sabah,131,0,115,3908500,2712
29/4/2021,Sarawak,522,0,504,2816500,1205
29/4/2021,Selangor,1083,0,461,6538000,65
29/4/2021,Terengganu,19,0,21,1259300,0
29/4/2021,W.P. Kuala Lumpur,359,9,178,1773700,4
29/4/2021,W.P. Labuan,0,0,3,99600,376
29/4/2021,W.P. Putrajaya,9,0,3,110000,0
30/4/2021,Johor,160,0,113,3781000,305
30/4/2021,Kedah,136,0,43,2185100,348
30/4/2021,Kelantan,464,0,250,1906700,0
30/4/2021,Melaka,55,0,42,932700,1418
30/4/2021,Negeri Sembilan,136,0,55,1128800,1101
30/4/2021,Pahang,54,0,43,1678700,2394
30/4/2021,Perak,118,0,62,2510300,1749
30/4/2021,Perlis,5,0,2,254900,451
30/4/2021,Pulau Pinang,250,0,55,1773600,3375
30/4/2021,Sabah,89,0,162,3908500,3293
30/4/2021,Sarawak,760,0,874,2816500,2011
30/4/2021,Selangor,1265,0,723,6538000,5623
30/4/2021,Terengganu,37,0,38,1259300,0
30/4/2021,W.P. Kuala Lumpur,255,2,162,1773700,3254
30/4/2021,W.P. Labuan,2,0,4,99600,854
30/4/2021,W.P. Putrajaya,2,0,12,110000,390
1/5/2021,Johor,310,0,102,3781000,5
1/5/2021,Kedah,111,0,51,2185100,510
1/5/2021,Kelantan,442,0,211,1906700,0
1/5/2021,Melaka,54,0,55,932700,0
1/5/2021,Negeri Sembilan,89,0,80,1128800,6
1/5/2021,Pahang,47,0,34,1678700,421
1/5/2021,Perak,64,0,57,2510300,0
1/5/2021,Perlis,0,0,1,254900,0
1/5/2021,Pulau Pinang,133,0,169,1773600,69
1/5/2021,Sabah,64,0,93,3908500,1537
1/5/2021,Sarawak,445,0,567,2816500,2794
1/5/2021,Selangor,759,4,703,6538000,0
1/5/2021,Terengganu,42,0,5,1259300,0
