date,state,cases_new,cases_import,cases_recovered,population,daily
1/5/2021,W.P. Kuala Lumpur,315,12,319,1773700,36
1/5/2021,W.P. Labuan,3,0,2,99600,0
1/5/2021,W.P. Putrajaya,3,0,13,110000,0
2/5/2021,Johor,213,0,411,3781000,6054
2/5/2021,Kedah,101,0,62,2185100,3204
2/5/2021,Kelantan,400,0,548,1906700,0
2/5/2021,Melaka,61,0,30,932700,0
2/5/2021,Negeri Sembilan,73,0,57,1128800,0
2/5/2021,Pahang,45,0,28,1678700,0
2/5/2021,Perak,77,0,35,2510300,1376
2/5/2021,Perlis,4,0,0,254900,0
2/5/2021,Pulau Pinang,145,0,133,1773600,378
2/5/2021,Sabah,115,0,94,3908500,1188
2/5/2021,Sarawak,587,0,466,2816500,3508
2/5/2021,Selangor,1200,1,638,6538000,0
2/5/2021,Terengganu,184,0,8,1259300,3
2/5/2021,W.P. Kuala Lumpur,198,2,182,1773700,0
2/5/2021,W.P. Labuan,7,7,2,99600,0
2/5/2021,W.P. Putrajaya,8,0,4,110000,0
3/5/2021,Johor,205,0,74,3781000,6304
3/5/2021,Kedah,103,0,72,2185100,4715
3/5/2021,Kelantan,401,0,194,1906700,3592
3/5/2021,Melaka,95,1,33,932700,1530
3/5/2021,Negeri Sembilan,97,0,66,1128800,2351
3/5/2021,Pahang,55,0,13,1678700,2406
3/5/2021,Perak,59,0,58,2510300,3211
3/5/2021,Perlis,0,0,1,254900,559
3/5/2021,Pulau Pinang,194,0,99,1773600,2851
3/5/2021,Sabah,57,0,105,3908500,1998
3/5/2021,Sarawak,356,0,460,2816500,2574
3/5/2021,Selangor,637,0,672,6538000,7068
3/5/2021,Terengganu,38,0,13,1259300,3805
3/5/2021,W.P. Kuala Lumpur,200,3,203,1773700,6294
3/5/2021,W.P. Labuan,0,0,1,99600,474
3/5/2021,W.P. Putrajaya,3,0,4,110000,1399
4/5/2021,Johor,336,2,71,3781000,2069
4/5/2021,Kedah,155,0,67,2185100,3995
4/5/2021,Kelantan,296,0,533,1906700,3402
4/5/2021,Melaka,52,0,37,932700,1140
4/5/2021,Negeri Sembilan,95,0,29,1128800,3928
4/5/2021,Pahang,41,0,19,1678700,3620
4/5/2021,Perak,117,0,47,2510300,3819
4/5/2021,Perlis,0,0,1,254900,956
4/5/2021,Pulau Pinang,167,0,78,1773600,3132
4/5/2021,Sabah,89,0,109,3908500,2239
4/5/2021,Sarawak,620,0,389,2816500,2124
4/5/2021,Selangor,675,0,568,6538000,8213
4/5/2021,Terengganu,53,0,18,1259300,3719
4/5/2021,W.P. Kuala Lumpur,408,4,361,1773700,6421
4/5/2021,W.P. Labuan,5,0,1,99600,523
4/5/2021,W.P. Putrajaya,11,0,6,110000,446
5/5/2021,Johor,292,0,270,3781000,3883
5/5/2021,Kedah,124,0,81,2185100,2655
5/5/2021,Kelantan,480,0,491,1906700,3520
5/5/2021,Melaka,43,1,23,932700,2079
5/5/2021,Negeri Sembilan,76,0,20,1128800,3591
5/5/2021,Pahang,49,0,72,1678700,4370
5/5/2021,Perak,65,0,53,2510300,5104
5/5/2021,Perlis,1,0,2,254900,883
5/5/2021,Pulau Pinang,195,0,90,1773600,2841
5/5/2021,Sabah,50,0,73,3908500,3289
5/5/2021,Sarawak,419,1,418,2816500,1711
5/5/2021,Selangor,1548,2,576,6538000,8026
5/5/2021,Terengganu,73,0,15,1259300,2221
5/5/2021,W.P. Kuala Lumpur,313,1,118,1773700,10019
5/5/2021,W.P. Labuan,5,2,0,99600,231
5/5/2021,W.P. Putrajaya,11,0,2,110000,460
6/5/2021,Johor,258,1,151,3781000,6931
6/5/2021,Kedah,112,0,131,2185100,3503
6/5/2021,Kelantan,326,0,496,1906700,3240
6/5/2021,Melaka,82,0,31,932700,905
6/5/2021,Negeri Sembilan,85,0,75,1128800,1949
6/5/2021,Pahang,97,0,28,1678700,4660
6/5/2021,Perak,137,0,30,2510300,5664
6/5/2021,Perlis,3,0,2,254900,702
6/5/2021,Pulau Pinang,305,0,206,1773600,2613
6/5/2021,Sabah,69,0,141,3908500,3099
6/5/2021,Sarawak,391,0,455,2816500,577
6/5/2021,Selangor,1137,9,605,6538000,8996
6/5/2021,Terengganu,58,0,53,1259300,2051
6/5/2021,W.P. Kuala Lumpur,477,6,295,1773700,9411
6/5/2021,W.P. Labuan,2,0,3,99600,523
6/5/2021,W.P. Putrajaya,12,0,7,110000,902
7/5/2021,Johor,327,0,222,3781000,16
7/5/2021,Kedah,209,0,77,2185100,373
7/5/2021,Kelantan,297,0,702,1906700,2
7/5/2021,Melaka,74,0,36,932700,2613
7/5/2021,Negeri Sembilan,188,0,82,1128800,3070
7/5/2021,Pahang,78,0,43,1678700,3345
7/5/2021,Perak,148,0,74,2510300,5705
7/5/2021,Perlis,4,0,0,254900,516
7/5/2021,Pulau Pinang,313,0,171,1773600,2471
7/5/2021,Sabah,153,0,111,3908500,3056
7/5/2021,Sarawak,750,2,703,2816500,7788
7/5/2021,Selangor,1424,0,874,6538000,8908
7/5/2021,Terengganu,87,0,31,1259300,1
7/5/2021,W.P. Kuala Lumpur,436,3,308,1773700,8473
7/5/2021,W.P. Labuan,2,0,6,99600,515
7/5/2021,W.P. Putrajaya,8,0,9,110000,833
8/5/2021,Johor,288,0,73,3781000,2112
8/5/2021,Kedah,183,0,102,2185100,695
8/5/2021,Kelantan,373,0,265,1906700,70
8/5/2021,Melaka,100,0,52,932700,811
8/5/2021,Negeri Sembilan,98,0,115,1128800,385
8/5/2021,Pahang,99,0,19,1678700,2103
8/5/2021,Perak,108,0,55,2510300,4259
8/5/2021,Perlis,1,0,2,254900,0
8/5/2021,Pulau Pinang,363,0,78,1773600,450
8/5/2021,Sabah,63,0,98,3908500,2164
8/5/2021,Sarawak,479,1,526,2816500,7939
8/5/2021,Selangor,1722,0,1045,6538000,3069
8/5/2021,Terengganu,71,0,27,1259300,0
8/5/2021,W.P. Kuala Lumpur,557,4,253,1773700,2539
8/5/2021,W.P. Labuan,2,0,0,99600,416
8/5/2021,W.P. Putrajaya,12,0,9,110000,2
9/5/2021,Johor,365,0,281,3781000,6649
9/5/2021,Kedah,176,0,103,2185100,3393
9/5/2021,Kelantan,254,0,537,1906700,2686
9/5/2021,Melaka,66,0,61,932700,0
9/5/2021,Negeri Sembilan,205,0,60,1128800,0
9/5/2021,Pahang,100,0,32,1678700,1
9/5/2021,Perak,80,0,139,2510300,4397
9/5/2021,Perlis,1,0,0,254900,0
9/5/2021,Pulau Pinang,280,0,131,1773600,243
9/5/2021,Sabah,61,0,71,3908500,827
9/5/2021,Sarawak,454,0,720,2816500,7277
9/5/2021,Selangor,1278,3,795,6538000,1577
9/5/2021,Terengganu,49,0,32,1259300,2803
9/5/2021,W.P. Kuala Lumpur,338,1,247,1773700,2535
9/5/2021,W.P. Labuan,6,2,0,99600,0
9/5/2021,W.P. Putrajaya,20,0,2,110000,0
10/5/2021,Johor,257,0,366,3781000,7027
10/5/2021,Kedah,224,0,106,2185100,3272
10/5/2021,Kelantan,329,0,383,1906700,3352
10/5/2021,Melaka,88,0,50,932700,2453
10/5/2021,Negeri Sembilan,144,0,107,1128800,3169
10/5/2021,Pahang,77,0,27,1678700,5286
10/5/2021,Perak,119,0,47,2510300,5483
10/5/2021,Perlis,3,0,0,254900,1203
10/5/2021,Pulau Pinang,245,0,191,1773600,3148
10/5/2021,Sabah,96,0,102,3908500,2775
10/5/2021,Sarawak,649,1,599,2816500,5741
10/5/2021,Selangor,1149,1,1000,6538000,6168
10/5/2021,Terengganu,93,0,170,1259300,3034
10/5/2021,W.P. Kuala Lumpur,320,3,284,1773700,7536
10/5/2021,W.P. Labuan,3,0,7,99600,771
10/5/2021,W.P. Putrajaya,11,0,15,110000,997
11/5/2021,Johor,384,1,231,3781000,2286
11/5/2021,Kedah,174,0,54,2185100,1847
11/5/2021,Kelantan,321,0,500,1906700,2805
11/5/2021,Melaka,79,0,23,932700,1562
11/5/2021,Negeri Sembilan,126,0,59,1128800,3837
11/5/2021,Pahang,85,0,33,1678700,4974
11/5/2021,Perak,140,0,110,2510300,5138
11/5/2021,Perlis,0,0,0,254900,968
11/5/2021,Pulau Pinang,187,0,170,1773600,3138
11/5/2021,Sabah,50,0,91,3908500,3175
11/5/2021,Sarawak,512,0,508,2816500,3189
11/5/2021,Selangor,1328,0,692,6538000,5906
11/5/2021,Terengganu,93,0,36,1259300,2392
11/5/2021,W.P. Kuala Lumpur,483,4,322,1773700,6015
11/5/2021,W.P. Labuan,3,0,5,99600,889
11/5/2021,W.P. Putrajaya,8,0,14,110000,739
12/5/2021,Johor,348,0,177,3781000,146
12/5/2021,Kedah,226,0,227,2185100,410
12/5/2021,Kelantan,297,0,377,1906700,128
12/5/2021,Melaka,110,0,39,932700,595
12/5/2021,Negeri Sembilan,122,0,76,1128800,647
12/5/2021,Pahang,63,0,16,1678700,2357
12/5/2021,Perak,172,0,85,2510300,36
12/5/2021,Perlis,1,0,3,254900,45
12/5/2021,Pulau Pinang,259,0,248,1773600,1939
12/5/2021,Sabah,70,0,56,3908500,2398
12/5/2021,Sarawak,405,0,535,2816500,370
12/5/2021,Selangor,2082,1,816,6538000,3251
12/5/2021,Terengganu,60,0,41,1259300,933
12/5/2021,W.P. Kuala Lumpur,540,6,413,1773700,3619
12/5/2021,W.P. Labuan,6,0,3,99600,960
12/5/2021,W.P. Putrajaya,4,0,12,110000,282
13/5/2021,Johor,467,0,278,3781000,0
13/5/2021,Kedah,193,0,95,2185100,0
13/5/2021,Kelantan,339,0,295,1906700,0
13/5/2021,Melaka,67,0,54,932700,0
13/5/2021,Negeri Sembilan,100,0,96,1128800,5
13/5/2021,Pahang,56,0,88,1678700,0
13/5/2021,Perak,302,0,34,2510300,0
13/5/2021,Perlis,0,0,2,254900,0
13/5/2021,Pulau Pinang,395,0,311,1773600,0
13/5/2021,Sabah,76,0,51,3908500,0
13/5/2021,Sarawak,395,0,536,2816500,71
13/5/2021,Selangor,1783,1,1059,6538000,35
13/5/2021,Terengganu,148,0,71,1259300,1
13/5/2021,W.P. Kuala Lumpur,521,1,362,1773700,6
13/5/2021,W.P. Labuan,4,1,5,99600,0
13/5/2021,W.P. Putrajaya,9,0,10,110000,0
14/5/2021,Johor,335,0,199,3781000,0
14/5/2021,Kedah,228,0,138,2185100,0
14/5/2021,Kelantan,371,0,484,1906700,0
14/5/2021,Melaka,107,0,53,932700,1
14/5/2021,Negeri Sembilan,124,0,89,1128800,3
14/5/2021,Pahang,178,0,53,1678700,5
14/5/2021,Perak,147,0,144,2510300,0
14/5/2021,Perlis,5,0,4,254900,0
14/5/2021,Pulau Pinang,266,0,447,1773600,0
14/5/2021,Sabah,53,0,99,3908500,0
14/5/2021,Sarawak,533,0,581,2816500,47
14/5/2021,Selangor,1269,0,1506,6538000,12
14/5/2021,Terengganu,165,0,72,1259300,0
14/5/2021,W.P. Kuala Lumpur,306,1,311,1773700,0
14/5/2021,W.P. Labuan,6,0,2,99600,0
14/5/2021,W.P. Putrajaya,20,0,8,110000,0
15/5/2021,Johor,433,0,330,3781000,5
15/5/2021,Kedah,239,0,126,2185100,0
15/5/2021,Kelantan,109,0,579,1906700,4
15/5/2021,Melaka,97,0,78,932700,0
15/5/2021,Negeri Sembilan,190,0,117,1128800,0
15/5/2021,Pahang,116,0,47,1678700,1
15/5/2021,Perak,182,0,103,2510300,0
15/5/2021,Perlis,2,0,0,254900,0
15/5/2021,Pulau Pinang,338,0,197,1773600,0
15/5/2021,Sabah,60,0,101,3908500,1
15/5/2021,Sarawak,324,1,321,2816500,137
15/5/2021,Selangor,1507,0,1033,6538000,977
15/5/2021,Terengganu,119,0,68,1259300,2
15/5/2021,W.P. Kuala Lumpur,398,8,320,1773700,8746
15/5/2021,W.P. Labuan,3,0,0,99600,1022
15/5/2021,W.P. Putrajaya,23,0,12,110000,0
16/5/2021,Johor,224,0,278,3781000,4
16/5/2021,Kedah,363,0,144,2185100,0
16/5/2021,Kelantan,357,0,311,1906700,337
16/5/2021,Melaka,122,0,82,932700,0
16/5/2021,Negeri Sembilan,70,0,112,1128800,0
16/5/2021,Pahang,159,0,49,1678700,1
16/5/2021,Perak,115,0,101,2510300,0
16/5/2021,Perlis,2,0,5,254900,0
16/5/2021,Pulau Pinang,187,0,127,1773600,0
16/5/2021,Sabah,87,0,48,3908500,0
16/5/2021,Sarawak,405,1,527,2816500,0
16/5/2021,Selangor,1275,0,1733,6538000,985
16/5/2021,Terengganu,58,0,72,1259300,1
16/5/2021,W.P. Kuala Lumpur,342,1,379,1773700,8978
16/5/2021,W.P. Labuan,7,0,2,99600,0
16/5/2021,W.P. Putrajaya,7,0,20,110000,0
17/5/2021,Johor,391,1,205,3781000,5038
17/5/2021,Kedah,236,0,174,2185100,2335
17/5/2021,Kelantan,343,0,377,1906700,3447
17/5/2021,Melaka,80,0,57,932700,1328
17/5/2021,Negeri Sembilan,243,0,108,1128800,2885
17/5/2021,Pahang,139,0,58,1678700,3734
17/5/2021,Perak,203,0,164,2510300,3339
17/5/2021,Perlis,0,0,1,254900,1333
17/5/2021,Pulau Pinang,159,1,294,1773600,4455
17/5/2021,Sabah,60,1,104,3908500,3653
17/5/2021,Sarawak,433,0,429,2816500,2882
17/5/2021,Selangor,1650,0,599,6538000,8402
17/5/2021,Terengganu,201,0,76,1259300,3088
17/5/2021,W.P. Kuala Lumpur,297,0,133,1773700,13169
17/5/2021,W.P. Labuan,0,0,4,99600,994
17/5/2021,W.P. Putrajaya,11,0,1,110000,459
18/5/2021,Johor,407,0,345,3781000,6465
18/5/2021,Kedah,244,0,204,2185100,4072
18/5/2021,Kelantan,406,0,245,1906700,5441
18/5/2021,Melaka,127,0,101,932700,1772
18/5/2021,Negeri Sembilan,149,0,126,1128800,3061
18/5/2021,Pahang,152,0,39,1678700,3926
18/5/2021,Perak,160,0,118,2510300,4608
18/5/2021,Perlis,2,0,2,254900,1474
18/5/2021,Pulau Pinang,220,0,240,1773600,3850
18/5/2021,Sabah,95,0,111,3908500,4324
18/5/2021,Sarawak,512,0,538,2816500,10066
18/5/2021,Selangor,1743,3,943,6538000,10406
18/5/2021,Terengganu,156,0,72,1259300,2976
18/5/2021,W.P. Kuala Lumpur,477,2,404,1773700,13687
18/5/2021,W.P. Labuan,6,0,0,99600,938
18/5/2021,W.P. Putrajaya,9,0,9,110000,893
19/5/2021,Johor,699,0,337,3781000,7639
19/5/2021,Kedah,445,0,80,2185100,5287
19/5/2021,Kelantan,441,0,322,1906700,4772
19/5/2021,Melaka,122,0,47,932700,1638
19/5/2021,Negeri Sembilan,189,0,62,1128800,2360
19/5/2021,Pahang,150,0,53,1678700,4817
19/5/2021,Perak,220,0,186,2510300,4236
19/5/2021,Perlis,6,0,0,254900,1750
19/5/2021,Pulau Pinang,183,0,243,1773600,4644
19/5/2021,Sabah,160,0,67,3908500,5189
19/5/2021,Sarawak,323,0,345,2816500,9909
19/5/2021,Selangor,2251,1,1397,6538000,10635
19/5/2021,Terengganu,203,0,35,1259300,3480
19/5/2021,W.P. Kuala Lumpur,660,1,320,1773700,16142
19/5/2021,W.P. Labuan,14,1,8,99600,363
19/5/2021,W.P. Putrajaya,9,0,14,110000,1222
20/5/2021,Johor,615,0,267,3781000,7890
20/5/2021,Kedah,417,0,323,2185100,5499
20/5/2021,Kelantan,426,0,359,1906700,4000
20/5/2021,Melaka,212,0,89,932700,1655
20/5/2021,Negeri Sembilan,291,0,118,1128800,2120
20/5/2021,Pahang,157,0,99,1678700,3087
20/5/2021,Perak,248,0,92,2510300,6530
20/5/2021,Perlis,8,0,0,254900,1053
20/5/2021,Pulau Pinang,362,0,234,1773600,3741
20/5/2021,Sabah,245,0,45,3908500,6168
20/5/2021,Sarawak,608,1,474,2816500,7001
20/5/2021,Selangor,2277,0,1208,6538000,9930
20/5/2021,Terengganu,233,0,114,1259300,3148
20/5/2021,W.P. Kuala Lumpur,655,1,482,1773700,17657
20/5/2021,W.P. Labuan,17,0,4,99600,328
20/5/2021,W.P. Putrajaya,35,0,8,110000,1222
21/5/2021,Johor,406,0,329,3781000,827
21/5/2021,Kedah,434,0,170,2185100,781
21/5/2021,Kelantan,467,0,253,1906700,21
21/5/2021,Melaka,165,0,90,932700,1784
21/5/2021,Negeri Sembilan,370,0,201,1128800,1598
21/5/2021,Pahang,161,0,76,1678700,4285
21/5/2021,Perak,382,0,139,2510300,8900
21/5/2021,Perlis,3,0,4,254900,914
21/5/2021,Pulau Pinang,302,0,280,1773600,3868
21/5/2021,Sabah,144,0,62,3908500,4822
21/5/2021,Sarawak,612,0,507,2816500,5431
21/5/2021,Selangor,2163,0,1806,6538000,10483
21/5/2021,Terengganu,139,0,84,1259300,0
21/5/2021,W.P. Kuala Lumpur,641,2,492,1773700,15927
21/5/2021,W.P. Labuan,84,0,9,99600,133
21/5/2021,W.P. Putrajaya,20,0,6,110000,1164
22/5/2021,Johor,477,0,278,3781000,8319
22/5/2021,Kedah,301,0,217,2185100,766
22/5/2021,Kelantan,613,0,313,1906700,15
22/5/2021,Melaka,175,0,86,932700,506
22/5/2021,Negeri Sembilan,396,0,94,1128800,98
22/5/2021,Pahang,227,0,105,1678700,4335
22/5/2021,Perak,276,0,299,2510300,5143
22/5/2021,Perlis,18,0,3,254900,0
22/5/2021,Pulau Pinang,359,0,345,1773600,1
22/5/2021,Sabah,189,0,55,3908500,3636
22/5/2021,Sarawak,749,0,436,2816500,9849
22/5/2021,Selangor,1647,1,1755,6538000,4483
22/5/2021,Terengganu,185,0,95,1259300,0
22/5/2021,W.P. Kuala Lumpur,654,2,587,1773700,8693
22/5/2021,W.P. Labuan,36,0,8,99600,516
22/5/2021,W.P. Putrajaya,18,0,18,110000,0
23/5/2021,Johor,549,0,309,3781000,7356
23/5/2021,Kedah,422,0,208,2185100,5583
23/5/2021,Kelantan,626,0,364,1906700,3761
23/5/2021,Melaka,209,0,95,932700,2
23/5/2021,Negeri Sembilan,434,0,191,1128800,0
23/5/2021,Pahang,263,0,86,1678700,81
23/5/2021,Perak,279,0,136,2510300,6047
23/5/2021,Perlis,8,0,2,254900,0
23/5/2021,Pulau Pinang,372,4,76,1773600,0
23/5/2021,Sabah,136,0,49,3908500,2221
23/5/2021,Sarawak,663,0,362,2816500,8209
23/5/2021,Selangor,2235,0,1305,6538000,1042
23/5/2021,Terengganu,266,0,52,1259300,2479
23/5/2021,W.P. Kuala Lumpur,447,4,329,1773700,9522
23/5/2021,W.P. Labuan,37,1,5,99600,1
23/5/2021,W.P. Putrajaya,30,0,18,110000,0
24/5/2021,Johor,468,19,236,3781000,7610
24/5/2021,Kedah,348,0,200,2185100,7207
24/5/2021,Kelantan,451,0,144,1906700,4994
24/5/2021,Melaka,329,0,76,932700,2094
24/5/2021,Negeri Sembilan,329,0,138,1128800,3055
24/5/2021,Pahang,257,0,71,1678700,4552
24/5/2021,Perak,231,0,141,2510300,7255
24/5/2021,Perlis,7,0,0,254900,1850
24/5/2021,Pulau Pinang,384,6,391,1773600,4181
24/5/2021,Sabah,184,0,87,3908500,5002
24/5/2021,Sarawak,530,0,357,2816500,11920
24/5/2021,Selangor,2049,0,1192,6538000,14664
24/5/2021,Terengganu,263,0,106,1259300,4532
24/5/2021,W.P. Kuala Lumpur,468,1,293,1773700,14777
24/5/2021,W.P. Labuan,171,0,10,99600,1003
24/5/2021,W.P. Putrajaya,40,0,10,110000,896
25/5/2021,Johor,664,0,411,3781000,8654
25/5/2021,Kedah,336,0,88,2185100,7602
25/5/2021,Kelantan,425,0,302,1906700,5415
25/5/2021,Melaka,258,0,55,932700,2202
25/5/2021,Negeri Sembilan,410,0,127,1128800,5546
25/5/2021,Pahang,211,0,112,1678700,4019
25/5/2021,Perak,218,0,145,2510300,7616
25/5/2021,Perlis,8,0,2,254900,1910
25/5/2021,Pulau Pinang,380,0,265,1773600,4033
25/5/2021,Sabah,266,0,89,3908500,6532
25/5/2021,Sarawak,513,0,496,2816500,9192
25/5/2021,Selangor,2642,1,1151,6538000,15745
25/5/2021,Terengganu,268,0,53,1259300,4836
25/5/2021,W.P. Kuala Lumpur,604,3,481,1773700,15189
25/5/2021,W.P. Labuan,63,0,0,99600,483
25/5/2021,W.P. Putrajaya,23,0,12,110000,1281
26/5/2021,Johor,587,0,390,3781000,319
26/5/2021,Kedah,542,0,433,2185100,2268
26/5/2021,Kelantan,547,0,352,1906700,84
26/5/2021,Melaka,230,0,115,932700,25
26/5/2021,Negeri Sembilan,370,0,113,1128800,1086
26/5/2021,Pahang,171,0,65,1678700,80
26/5/2021,Perak,264,0,205,2510300,302
26/5/2021,Perlis,8,0,2,254900,11
26/5/2021,Pulau Pinang,420,0,171,1773600,7
26/5/2021,Sabah,229,0,81,3908500,2105
26/5/2021,Sarawak,640,3,460,2816500,804
26/5/2021,Selangor,2455,2,1695,6538000,5415
26/5/2021,Terengganu,177,0,63,1259300,0
26/5/2021,W.P. Kuala Lumpur,760,0,505,1773700,9685
26/5/2021,W.P. Labuan,49,0,8,99600,2
26/5/2021,W.P. Putrajaya,29,0,7,110000,0
27/5/2021,Johor,549,1,359,3781000,10388
27/5/2021,Kedah,441,0,327,2185100,8468
27/5/2021,Kelantan,754,0,373,1906700,6656
27/5/2021,Melaka,234,0,58,932700,2639
27/5/2021,Negeri Sembilan,353,0,158,1128800,5580
27/5/2021,Pahang,238,0,57,1678700,6273
27/5/2021,Perak,228,4,128,2510300,8164
27/5/2021,Perlis,6,0,3,254900,2185
27/5/2021,Pulau Pinang,365,1,246,1773600,4760
27/5/2021,Sabah,217,1,134,3908500,7916
27/5/2021,Sarawak,772,0,368,2816500,4262
27/5/2021,Selangor,2675,0,1456,6538000,17787
27/5/2021,Terengganu,282,0,458,1259300,5332
27/5/2021,W.P. Kuala Lumpur,561,2,468,1773700,15911
27/5/2021,W.P. Labuan,170,0,1,99600,428
27/5/2021,W.P. Putrajaya,12,0,4,110000,1420
28/5/2021,Johor,762,0,340,3781000,2054
28/5/2021,Kedah,544,0,373,2185100,1715
28/5/2021,Kelantan,851,0,445,1906700,19
28/5/2021,Melaka,380,0,81,932700,2549
28/5/2021,Negeri Sembilan,520,0,176,1128800,4696
28/5/2021,Pahang,254,0,167,1678700,2889
28/5/2021,Perak,405,0,226,2510300,7778
28/5/2021,Perlis,8,0,3,254900,1427
28/5/2021,Pulau Pinang,421,0,186,1773600,4200
28/5/2021,Sabah,308,0,136,3908500,7884
28/5/2021,Sarawak,698,0,590,2816500,5440
28/5/2021,Selangor,2052,0,1495,6538000,15526
28/5/2021,Terengganu,207,0,151,1259300,17
28/5/2021,W.P. Kuala Lumpur,830,2,416,1773700,15820
28/5/2021,W.P. Labuan,6,0,3,99600,625
28/5/2021,W.P. Putrajaya,44,0,26,110000,1580
29/5/2021,Johor,468,0,448,3781000,10304
29/5/2021,Kedah,468,0,422,2185100,3290
29/5/2021,Kelantan,907,0,496,1906700,64
29/5/2021,Melaka,340,0,69,932700,1290
29/5/2021,Negeri Sembilan,898,0,307,1128800,1220
29/5/2021,Pahang,216,0,135,1678700,1209
29/5/2021,Perak,272,0,274,2510300,6572
29/5/2021,Perlis,19,0,3,254900,0
29/5/2021,Pulau Pinang,345,1,210,1773600,0
29/5/2021,Sabah,265,0,153,3908500,6637
29/5/2021,Sarawak,726,0,556,2816500,14440
29/5/2021,Selangor,2836,2,1799,6538000,10331
29/5/2021,Terengganu,189,0,149,1259300,696
29/5/2021,W.P. Kuala Lumpur,789,3,472,1773700,9300
29/5/2021,W.P. Labuan,253,0,12,99600,616
29/5/2021,W.P. Putrajaya,29,0,22,110000,0
30/5/2021,Johor,433,0,338,3781000,10176
30/5/2021,Kedah,422,0,332,2185100,5509
30/5/2021,Kelantan,612,0,581,1906700,5571
30/5/2021,Melaka,202,0,75,932700,0
30/5/2021,Negeri Sembilan,468,2,265,1128800,438
30/5/2021,Pahang,239,0,162,1678700,100
30/5/2021,Perak,212,0,296,2510300,6343
30/5/2021,Perlis,7,0,18,254900,0
30/5/2021,Pulau Pinang,248,0,329,1773600,2
30/5/2021,Sabah,190,0,131,3908500,2198
30/5/2021,Sarawak,513,0,626,2816500,13229
30/5/2021,Selangor,2477,1,1476,6538000,5037
30/5/2021,Terengganu,214,0,74,1259300,4751
30/5/2021,W.P. Kuala Lumpur,616,1,401,1773700,9315
30/5/2021,W.P. Labuan,133,0,0,99600,0
30/5/2021,W.P. Putrajaya,13,0,17,110000,0
31/5/2021,Johor,489,0,431,3781000,12302
31/5/2021,Kedah,464,0,382,2185100,8947
31/5/2021,Kelantan,695,0,558,1906700,7680
31/5/2021,Melaka,352,0,85,932700,2555
31/5/2021,Negeri Sembilan,253,0,178,1128800,3547
31/5/2021,Pahang,219,0,13,1678700,4959
31/5/2021,Perak,255,0,107,2510300,8131
31/5/2021,Perlis,12,0,7,254900,1994
31/5/2021,Pulau Pinang,328,0,440,1773600,3945
31/5/2021,Sabah,207,0,231,3908500,1423
31/5/2021,Sarawak,654,1,471,2816500,2891
31/5/2021,Selangor,2111,1,1723,6538000,14854
31/5/2021,Terengganu,204,0,234,1259300,4623
31/5/2021,W.P. Kuala Lumpur,387,1,367,1773700,16932
31/5/2021,W.P. Labuan,166,0,1,99600,0
31/5/2021,W.P. Putrajaya,28,0,23,110000,1357
1/6/2021,Johor,431,0,390,3781000,9977
1/6/2021,Kedah,236,0,432,2185100,9189
1/6/2021,Kelantan,531,0,453,1906700,9271
1/6/2021,Melaka,249,0,131,932700,2864
1/6/2021,Negeri Sembilan,397,0,414,1128800,4451
1/6/2021,Pahang,190,0,275,1678700,4856
1/6/2021,Perak,387,0,395,2510300,8219
1/6/2021,Perlis,0,0,2,254900,2019
1/6/2021,Pulau Pinang,400,0,331,1773600,4683
1/6/2021,Sabah,318,0,199,3908500,2447
1/6/2021,Sarawak,703,0,554,2816500,409
1/6/2021,Selangor,2068,2,1711,6538000,16168
1/6/2021,Terengganu,198,0,203,1259300,5209
1/6/2021,W.P. Kuala Lumpur,817,0,528,1773700,17995
1/6/2021,W.P. Labuan,162,0,44,99600,391
1/6/2021,W.P. Putrajaya,18,0,21,110000,1533
2/6/2021,Johor,554,0,526,3781000,9377
2/6/2021,Kedah,283,0,456,2185100,10845
2/6/2021,Kelantan,541,0,341,1906700,8674
2/6/2021,Melaka,209,0,91,932700,2979
2/6/2021,Negeri Sembilan,586,0,202,1128800,3361
2/6/2021,Pahang,237,0,148,1678700,5055
2/6/2021,Perak,224,0,190,2510300,7787
2/6/2021,Perlis,7,0,9,254900,2136
2/6/2021,Pulau Pinang,407,0,306,1773600,4903
2/6/2021,Sabah,254,0,213,3908500,8261
2/6/2021,Sarawak,588,0,456,2816500,547
2/6/2021,Selangor,2728,0,2084,6538000,18574
2/6/2021,Terengganu,224,0,116,1259300,4637
2/6/2021,W.P. Kuala Lumpur,701,2,601,1773700,17059
2/6/2021,W.P. Labuan,159,0,20,99600,796
2/6/2021,W.P. Putrajaya,1,0,18,110000,1679
3/6/2021,Johor,752,55,692,3781000,7765
3/6/2021,Kedah,373,0,461,2185100,10891
3/6/2021,Kelantan,414,0,508,1906700,9389
3/6/2021,Melaka,322,0,161,932700,3736
3/6/2021,Negeri Sembilan,576,0,312,1128800,3589
3/6/2021,Pahang,135,0,150,1678700,5997
3/6/2021,Perak,384,0,429,2510300,8107
3/6/2021,Perlis,5,0,6,254900,2273
3/6/2021,Pulau Pinang,303,0,498,1773600,5420
3/6/2021,Sabah,203,1,201,3908500,9855
3/6/2021,Sarawak,594,0,603,2816500,11786
3/6/2021,Selangor,3125,2,2112,6538000,18522
3/6/2021,Terengganu,127,0,272,1259300,2861
3/6/2021,W.P. Kuala Lumpur,801,6,599,1773700,16393
3/6/2021,W.P. Labuan,62,0,6,99600,947
