date,state,daily
2021-04-13,Perlis,708
2021-04-13,Pulau Pinang,1651
2021-04-13,Sabah,618
2021-04-13,Sarawak,1935
2021-04-13,Selangor,6338
2021-04-13,Terengganu,1481
2021-04-13,W.P. Kuala Lumpur,6222
2021-04-13,W.P. Labuan,0
2021-04-13,W.P. Putrajaya,7
2021-04-14,Johor,3822
2021-04-14,Kedah,1387
2021-04-14,Kelantan,1571
2021-04-14,Melaka,1713
2021-04-14,Negeri Sembilan,1874
2021-04-14,Pahang,426
2021-04-14,Perak,257
2021-04-14,Perlis,676
2021-04-14,Pulau Pinang,1729
2021-04-14,Sabah,837
2021-04-14,Sarawak,1803
2021-04-14,Selangor,5500
2021-04-14,Terengganu,767
2021-04-14,W.P. Kuala Lumpur,6248
2021-04-14,W.P. Labuan,0
2021-04-14,W.P. Putrajaya,7
2021-04-15,Johor,4630
2021-04-15,Kedah,788
2021-04-15,Kelantan,976
2021-04-15,Melaka,0
2021-04-15,Negeri Sembilan,1378
2021-04-15,Pahang,660
2021-04-15,Perak,2482
2021-04-15,Perlis,214
2021-04-15,Pulau Pinang,1540
2021-04-15,Sabah,709
2021-04-15,Sarawak,260
2021-04-15,Selangor,5420
2021-04-15,Terengganu,722
2021-04-15,W.P. Kuala Lumpur,7083
2021-04-15,W.P. Labuan,0
2021-04-15,W.P. Putrajaya,372
2021-04-16,Johor,48
2021-04-16,Kedah,376
2021-04-16,Kelantan,1
2021-04-16,Melaka,2238
2021-04-16,Negeri Sembilan,603
2021-04-16,Pahang,717
2021-04-16,Perak,2435
2021-04-16,Perlis,93
2021-04-16,Pulau Pinang,876
2021-04-16,Sabah,484
2021-04-16,Sarawak,616
2021-04-16,Selangor,4871
2021-04-16,Terengganu,0
2021-04-16,W.P. Kuala Lumpur,5700
2021-04-16,W.P. Labuan,0
2021-04-16,W.P. Putrajaya,470
2021-04-17,Johor,1873
2021-04-17,Kedah,504
2021-04-17,Kelantan,0
2021-04-17,Melaka,1044
2021-04-17,Negeri Sembilan,0
2021-04-17,Pahang,2183
2021-04-17,Perak,910
2021-04-17,Perlis,0
2021-04-17,Pulau Pinang,287
2021-04-17,Sabah,263
2021-04-17,Sarawak,1450
2021-04-17,Selangor,1087
2021-04-17,Terengganu,27
2021-04-17,W.P. Kuala Lumpur,2
2021-04-17,W.P. Labuan,0
2021-04-17,W.P. Putrajaya,1
2021-04-18,Johor,3598
2021-04-18,Kedah,537
2021-04-18,Kelantan,743
2021-04-18,Melaka,306
2021-04-18,Negeri Sembilan,0
2021-04-18,Pahang,3
2021-04-18,Perak,1118
2021-04-18,Perlis,2
2021-04-18,Pulau Pinang,243
2021-04-18,Sabah,49
2021-04-18,Sarawak,1754
2021-04-18,Selangor,414
2021-04-18,Terengganu,1071
2021-04-18,W.P. Kuala Lumpur,0
2021-04-18,W.P. Labuan,0
2021-04-18,W.P. Putrajaya,1
2021-04-19,Johor,4846
2021-04-19,Kedah,1782
2021-04-19,Kelantan,1731
2021-04-19,Melaka,1591
2021-04-19,Negeri Sembilan,1075
2021-04-19,Pahang,1850
2021-04-19,Perak,2192
2021-04-19,Perlis,712
2021-04-19,Pulau Pinang,2183
2021-04-19,Sabah,2161
2021-04-19,Sarawak,2192
2021-04-19,Selangor,3267
2021-04-19,Terengganu,1345
2021-04-19,W.P. Kuala Lumpur,5145
2021-04-19,W.P. Labuan,383
2021-04-19,W.P. Putrajaya,489
2021-04-20,Johor,1670
2021-04-20,Kedah,2565
2021-04-20,Kelantan,2107
2021-04-20,Melaka,1542
2021-04-20,Negeri Sembilan,1846
2021-04-20,Pahang,2002
2021-04-20,Perak,1435
2021-04-20,Perlis,774
2021-04-20,Pulau Pinang,2522
2021-04-20,Sabah,2755
2021-04-20,Sarawak,3570
2021-04-20,Selangor,4584
2021-04-20,Terengganu,1273
2021-04-20,W.P. Kuala Lumpur,4086
2021-04-20,W.P. Labuan,498
2021-04-20,W.P. Putrajaya,1
2021-04-21,Johor,1074
2021-04-21,Kedah,2569
2021-04-21,Kelantan,1271
2021-04-21,Melaka,1613
2021-04-21,Negeri Sembilan,1143
2021-04-21,Pahang,2056
2021-04-21,Perak,297
2021-04-21,Perlis,920
2021-04-21,Pulau Pinang,2742
2021-04-21,Sabah,2642
2021-04-21,Sarawak,4006
2021-04-21,Selangor,1953
2021-04-21,Terengganu,1358
2021-04-21,W.P. Kuala Lumpur,3330
2021-04-21,W.P. Labuan,532
2021-04-21,W.P. Putrajaya,19
2021-04-22,Johor,1987
2021-04-22,Kedah,2338
2021-04-22,Kelantan,1010
2021-04-22,Melaka,1623
2021-04-22,Negeri Sembilan,1944
2021-04-22,Pahang,1882
2021-04-22,Perak,1006
2021-04-22,Perlis,450
2021-04-22,Pulau Pinang,2533
2021-04-22,Sabah,2645
2021-04-22,Sarawak,4976
2021-04-22,Selangor,2054
2021-04-22,Terengganu,1237
2021-04-22,W.P. Kuala Lumpur,2652
2021-04-22,W.P. Labuan,715
2021-04-22,W.P. Putrajaya,361
2021-04-23,Johor,329
2021-04-23,Kedah,94
2021-04-23,Kelantan,84
2021-04-23,Melaka,1656
2021-04-23,Negeri Sembilan,828
2021-04-23,Pahang,1645
2021-04-23,Perak,1368
2021-04-23,Perlis,492
2021-04-23,Pulau Pinang,2389
2021-04-23,Sabah,1384
2021-04-23,Sarawak,4533
2021-04-23,Selangor,1578
2021-04-23,Terengganu,0
2021-04-23,W.P. Kuala Lumpur,1436
2021-04-23,W.P. Labuan,861
2021-04-23,W.P. Putrajaya,196
2021-04-24,Johor,245
2021-04-24,Kedah,38
2021-04-24,Kelantan,1
2021-04-24,Melaka,373
2021-04-24,Negeri Sembilan,146
2021-04-24,Pahang,0
2021-04-24,Perak,1130
2021-04-24,Perlis,0
2021-04-24,Pulau Pinang,201
2021-04-24,Sabah,860
2021-04-24,Sarawak,7514
2021-04-24,Selangor,46
2021-04-24,Terengganu,0
2021-04-24,W.P. Kuala Lumpur,7
2021-04-24,W.P. Labuan,862
2021-04-24,W.P. Putrajaya,0
2021-04-25,Johor,3096
2021-04-25,Kedah,1857
2021-04-25,Kelantan,264
2021-04-25,Melaka,0
2021-04-25,Negeri Sembilan,0
2021-04-25,Pahang,571
2021-04-25,Perak,1161
2021-04-25,Perlis,0
2021-04-25,Pulau Pinang,67
2021-04-25,Sabah,192
2021-04-25,Sarawak,6151
2021-04-25,Selangor,0
2021-04-25,Terengganu,1417
2021-04-25,W.P. Kuala Lumpur,0
2021-04-25,W.P. Labuan,0
2021-04-25,W.P. Putrajaya,0
2021-04-26,Johor,3849
2021-04-26,Kedah,1930
2021-04-26,Kelantan,2676
2021-04-26,Melaka,716
2021-04-26,Negeri Sembilan,648
2021-04-26,Pahang,2024
2021-04-26,Perak,2132
2021-04-26,Perlis,547
2021-04-26,Pulau Pinang,2631
2021-04-26,Sabah,1277
2021-04-26,Sarawak,4094
2021-04-26,Selangor,5291
2021-04-26,Terengganu,0
2021-04-26,W.P. Kuala Lumpur,1504
2021-04-26,W.P. Labuan,649
2021-04-26,W.P. Putrajaya,254
2021-04-27,Johor,2938
2021-04-27,Kedah,2916
2021-04-27,Kelantan,3364
2021-04-27,Melaka,891
2021-04-27,Negeri Sembilan,1974
2021-04-27,Pahang,1930
2021-04-27,Perak,1961
2021-04-27,Perlis,658
2021-04-27,Pulau Pinang,2607
2021-04-27,Sabah,2914
2021-04-27,Sarawak,2510
2021-04-27,Selangor,5444
2021-04-27,Terengganu,1785
2021-04-27,W.P. Kuala Lumpur,1912
2021-04-27,W.P. Labuan,505
2021-04-27,W.P. Putrajaya,304
2021-04-28,Johor,3362
2021-04-28,Kedah,2592
2021-04-28,Kelantan,2576
2021-04-28,Melaka,1505
2021-04-28,Negeri Sembilan,2023
2021-04-28,Pahang,3211
2021-04-28,Perak,2137
2021-04-28,Perlis,1027
2021-04-28,Pulau Pinang,3880
2021-04-28,Sabah,3373
2021-04-28,Sarawak,2080
2021-04-28,Selangor,5230
2021-04-28,Terengganu,1538
2021-04-28,W.P. Kuala Lumpur,3584
2021-04-28,W.P. Labuan,656
2021-04-28,W.P. Putrajaya,815
2021-04-29,Johor,3642
2021-04-29,Kedah,824
2021-04-29,Kelantan,195
2021-04-29,Melaka,1486
2021-04-29,Negeri Sembilan,1918
2021-04-29,Pahang,1
2021-04-29,Perak,1
2021-04-29,Perlis,0
2021-04-29,Pulau Pinang,54
2021-04-29,Sabah,2712
2021-04-29,Sarawak,1205
2021-04-29,Selangor,65
2021-04-29,Terengganu,0
2021-04-29,W.P. Kuala Lumpur,4
2021-04-29,W.P. Labuan,376
2021-04-29,W.P. Putrajaya,0
2021-04-30,Johor,305
2021-04-30,Kedah,348
2021-04-30,Kelantan,0
2021-04-30,Melaka,1418
2021-04-30,Negeri Sembilan,1101
2021-04-30,Pahang,2394
2021-04-30,Perak,1749
2021-04-30,Perlis,451
2021-04-30,Pulau Pinang,3375
2021-04-30,Sabah,3293
2021-04-30,Sarawak,2011
2021-04-30,Selangor,5623
2021-04-30,Terengganu,0
2021-04-30,W.P. Kuala Lumpur,3254
2021-04-30,W.P. Labuan,854
2021-04-30,W.P. Putrajaya,390
2021-05-03,Johor,332
2021-05-03,Kedah,139
2021-05-03,Kelantan,741
2021-05-03,Melaka,573
2021-05-03,Negeri Sembilan,535
2021-05-03,Pahang,2058
2021-05-03,Perak,1018
2021-05-03,Perlis,330
2021-05-03,Pulau Pinang,1029
2021-05-03,Sabah,3071
2021-05-03,Sarawak,1325
2021-05-03,Selangor,2467
2021-05-03,Terengganu,62
2021-05-03,W.P. Kuala Lumpur,252
2021-05-03,W.P. Labuan,164
2021-05-03,W.P. Putrajaya,236
2021-05-04,Johor,3208
2021-05-04,Kedah,2652
2021-05-04,Kelantan,1242
2021-05-04,Melaka,567
2021-05-04,Negeri Sembilan,1265
2021-05-04,Pahang,749
2021-05-04,Perak,2125
2021-05-04,Perlis,157
2021-05-04,Pulau Pinang,2348
2021-05-04,Sabah,4169
2021-05-04,Sarawak,1311
2021-05-04,Selangor,3857
2021-05-04,Terengganu,1422
2021-05-04,W.P. Kuala Lumpur,2810
2021-05-04,W.P. Labuan,84
2021-05-04,W.P. Putrajaya,604
2021-05-05,Johor,3883
2021-05-05,Kedah,2655
2021-05-05,Kelantan,3520
2021-05-05,Melaka,2079
2021-05-05,Negeri Sembilan,3591
2021-05-05,Pahang,4370
2021-05-05,Perak,5104
2021-05-05,Perlis,883
2021-05-05,Pulau Pinang,2841
2021-05-05,Sabah,3289
2021-05-05,Sarawak,1711
2021-05-05,Selangor,8026
2021-05-05,Terengganu,2221
2021-05-05,W.P. Kuala Lumpur,10019
2021-05-05,W.P. Labuan,231
2021-05-05,W.P. Putrajaya,460
2021-05-06,Johor,10778
2021-05-06,Kedah,3397
2021-05-06,Kelantan,768
2021-05-06,Melaka,2157
2021-05-06,Negeri Sembilan,1089
2021-05-06,Pahang,2138
2021-05-06,Perak,7165
2021-05-06,Perlis,783
2021-05-06,Pulau Pinang,3615
2021-05-06,Sabah,9430
2021-05-06,Sarawak,10659
2021-05-06,Selangor,10483
2021-05-06,Terengganu,923
2021-05-06,W.P. Kuala Lumpur,9413
2021-05-06,W.P. Labuan,632
2021-05-06,W.P. Putrajaya,1
2021-05-07,Johor,19190
2021-05-07,Kedah,13155
2021-05-07,Kelantan,12594
2021-05-07,Melaka,7854
2021-05-07,Negeri Sembilan,12842
2021-05-07,Pahang,10037
2021-05-07,Perak,22633
2021-05-07,Perlis,2557
2021-05-07,Pulau Pinang,15612
2021-05-07,Sabah,12006
2021-05-07,Sarawak,58753
2021-05-07,Selangor,73308
2021-05-07,Terengganu,10346
2021-05-07,W.P. Kuala Lumpur,51222
2021-05-07,W.P. Labuan,1723
2021-05-07,W.P. Putrajaya,2239
2021-05-08,Johor,50929
2021-05-08,Kedah,34178
2021-05-08,Kelantan,34062
2021-05-08,Melaka,18628
2021-05-08,Negeri Sembilan,25899
2021-05-08,Pahang,30144
2021-05-08,Perak,32364
2021-05-08,Perlis,3797
2021-05-08,Pulau Pinang,30070
2021-05-08,Sabah,47330
2021-05-08,Sarawak,29387
2021-05-08,Selangor,117514
2021-05-08,Terengganu,15375
2021-05-08,W.P. Kuala Lumpur,55829
2021-05-08,W.P. Labuan,578
2021-05-08,W.P. Putrajaya,4449
2021-05-09,Johor,57118
2021-05-09,Kedah,25086
2021-05-09,Kelantan,21912
2021-05-09,Melaka,7841
2021-05-09,Negeri Sembilan,4441
2021-05-09,Pahang,17987
2021-05-09,Perak,25561
2021-05-09,Perlis,2380
2021-05-09,Pulau Pinang,18120
2021-05-09,Sabah,38109
2021-05-09,Sarawak,2395
2021-05-09,Selangor,32233
2021-05-09,Terengganu,20404
2021-05-09,W.P. Kuala Lumpur,23906
2021-05-09,W.P. Labuan,10
2021-05-09,W.P. Putrajaya,5
2021-05-13,Johor,0
2021-05-13,Kedah,0
2021-05-13,Kelantan,0
2021-05-13,Melaka,0
2021-05-13,Negeri Sembilan,5
2021-05-13,Pahang,0
2021-05-13,Perak,0
2021-05-13,Perlis,0
2021-05-13,Pulau Pinang,0
2021-05-13,Sabah,0
2021-05-13,Sarawak,71
2021-05-13,Selangor,35
2021-05-13,Terengganu,1
2021-05-13,W.P. Kuala Lumpur,6
2021-05-13,W.P. Labuan,0
2021-05-13,W.P. Putrajaya,0
2021-05-14,Johor,0
2021-05-14,Kedah,0
2021-05-14,Kelantan,0
2021-05-14,Melaka,1
2021-05-14,Negeri Sembilan,3
2021-05-14,Pahang,5
2021-05-14,Perak,0
2021-05-14,Perlis,0
2021-05-14,Pulau Pinang,0
2021-05-14,Sabah,0
2021-05-14,Sarawak,47
2021-05-14,Selangor,12
2021-05-14,Terengganu,0
2021-05-14,W.P. Kuala Lumpur,0
2021-05-14,W.P. Labuan,0
2021-05-14,W.P. Putrajaya,0
2021-05-15,Johor,5
2021-05-15,Kedah,0
2021-05-15,Kelantan,4
2021-05-15,Melaka,0
2021-05-15,Negeri Sembilan,0
2021-05-15,Pahang,1
2021-05-15,Perak,0
2021-05-15,Perlis,0
2021-05-15,Pulau Pinang,0
2021-05-15,Sabah,1
2021-05-15,Sarawak,137
2021-05-15,Selangor,977
2021-05-15,Terengganu,2
2021-05-15,W.P. Kuala Lumpur,8746
2021-05-15,W.P. Labuan,1022
2021-05-15,W.P. Putrajaya,0
2021-05-16,Johor,4
2021-05-16,Kedah,0
2021-05-16,Kelantan,337
2021-05-16,Melaka,0
2021-05-16,Negeri Sembilan,0
2021-05-16,Pahang,1
2021-05-16,Perak,0
2021-05-16,Perlis,0
2021-05-16,Pulau Pinang,0
2021-05-16,Sabah,0
2021-05-16,Sarawak,0
2021-05-16,Selangor,985
2021-05-16,Terengganu,1
2021-05-16,W.P. Kuala Lumpur,8978
2021-05-16,W.P. Labuan,0
2021-05-16,W.P. Putrajaya,0
2021-05-17,Johor,5038
2021-05-17,Kedah,2335
2021-05-17,Kelantan,3447
2021-05-17,Melaka,1328
2021-05-17,Negeri Sembilan,2885
2021-05-17,Pahang,3734
2021-05-17,Perak,3339
2021-05-17,Perlis,1333
2021-05-17,Pulau Pinang,4455
2021-05-17,Sabah,3653
2021-05-17,Sarawak,2882
2021-05-17,Selangor,8402
2021-05-17,Terengganu,3088
2021-05-17,W.P. Kuala Lumpur,13169
2021-05-17,W.P. Labuan,994
2021-05-17,W.P. Putrajaya,459
2021-05-18,Johor,6465
2021-05-18,Kedah,4072
2021-05-18,Kelantan,5441
2021-05-18,Melaka,1772
2021-05-18,Negeri Sembilan,3061
2021-05-18,Pahang,3926
2021-05-18,Perak,4608
2021-05-18,Perlis,1474
2021-05-18,Pulau Pinang,3850
2021-05-18,Sabah,4324
2021-05-18,Sarawak,10066
2021-05-18,Selangor,10406
2021-05-18,Terengganu,2976
2021-05-18,W.P. Kuala Lumpur,13687
2021-05-18,W.P. Labuan,938
2021-05-18,W.P. Putrajaya,893
2021-05-19,Johor,7639
2021-05-19,Kedah,5287
2021-05-19,Kelantan,4772
2021-05-19,Melaka,1638
2021-05-19,Negeri Sembilan,2360
2021-05-19,Pahang,4817
2021-05-19,Perak,4236
2021-05-19,Perlis,1750
2021-05-19,Pulau Pinang,4644
2021-05-19,Sabah,5189
2021-05-19,Sarawak,9909
2021-05-19,Selangor,10635
2021-05-19,Terengganu,3480
2021-05-19,W.P. Kuala Lumpur,16142
2021-05-19,W.P. Labuan,363
2021-05-19,W.P. Putrajaya,1222
2021-05-20,Johor,7890
2021-05-20,Kedah,5499
2021-05-20,Kelantan,4000
2021-05-20,Melaka,1655
2021-05-20,Negeri Sembilan,2120
2021-05-20,Pahang,3087
2021-05-20,Perak,6530
2021-05-20,Perlis,1053
2021-05-20,Pulau Pinang,3741
2021-05-20,Sabah,6168
2021-05-20,Sarawak,7001
2021-05-20,Selangor,9930
2021-05-20,Terengganu,3148
2021-05-20,W.P. Kuala Lumpur,17657
2021-05-20,W.P. Labuan,328
2021-05-20,W.P. Putrajaya,1222
2021-05-21,Johor,827
2021-05-21,Kedah,781
2021-05-21,Kelantan,21
2021-05-21,Melaka,1784
2021-05-21,Negeri Sembilan,1598
2021-05-21,Pahang,4285
2021-05-21,Perak,8900
2021-05-21,Perlis,914
2021-05-21,Pulau Pinang,3868
2021-05-21,Sabah,4822
2021-05-21,Sarawak,5431
2021-05-21,Selangor,10483
2021-05-21,Terengganu,0
2021-05-21,W.P. Kuala Lumpur,15927
2021-05-21,W.P. Labuan,133
2021-05-21,W.P. Putrajaya,1164
2021-05-22,Johor,8319
2021-05-22,Kedah,766
2021-05-22,Kelantan,15
2021-05-22,Melaka,506
2021-05-22,Negeri Sembilan,98
2021-05-22,Pahang,4335
2021-05-22,Perak,5143
2021-05-22,Perlis,0
2021-05-22,Pulau Pinang,1
2021-05-22,Sabah,3636
2021-05-22,Sarawak,9849
2021-05-22,Selangor,4483
2021-05-22,Terengganu,0
2021-05-22,W.P. Kuala Lumpur,8693
2021-05-22,W.P. Labuan,516
2021-05-22,W.P. Putrajaya,0
2021-05-23,Johor,7356
2021-05-23,Kedah,5583
2021-05-23,Kelantan,3761
2021-05-23,Melaka,2
2021-05-23,Negeri Sembilan,0
2021-05-23,Pahang,81
2021-05-23,Perak,6047
2021-05-23,Perlis,0
2021-05-23,Pulau Pinang,0
2021-05-23,Sabah,2221
2021-05-23,Sarawak,8209
2021-05-23,Selangor,1042
2021-05-23,Terengganu,2479
2021-05-23,W.P. Kuala Lumpur,9522
2021-05-23,W.P. Labuan,1
2021-05-23,W.P. Putrajaya,0
2021-05-24,Johor,7610
2021-05-24,Kedah,7207
2021-05-24,Kelantan,4994
2021-05-24,Melaka,2094
2021-05-24,Negeri Sembilan,3055
2021-05-24,Pahang,4552
2021-05-24,Perak,7255
2021-05-24,Perlis,1850
2021-05-24,Pulau Pinang,4181
2021-05-24,Sabah,5002
2021-05-24,Sarawak,11920
2021-05-24,Selangor,14664
2021-05-24,Terengganu,4532
2021-05-24,W.P. Kuala Lumpur,14777
2021-05-24,W.P. Labuan,1003
2021-05-24,W.P. Putrajaya,896
2021-05-25,Johor,8654
2021-05-25,Kedah,7602
2021-05-25,Kelantan,5415
2021-05-25,Melaka,2202
2021-05-25,Negeri Sembilan,5546
2021-05-25,Pahang,4019
2021-05-25,Perak,7616
2021-05-25,Perlis,1910
2021-05-25,Pulau Pinang,4033
2021-05-25,Sabah,6532
2021-05-25,Sarawak,9192
2021-05-25,Selangor,15745
2021-05-25,Terengganu,4836
2021-05-25,W.P. Kuala Lumpur,15189
2021-05-25,W.P. Labuan,483
2021-05-25,W.P. Putrajaya,1281
2021-05-26,Johor,319
2021-05-26,Kedah,2268
2021-05-26,Kelantan,84
2021-05-26,Melaka,25
2021-05-26,Negeri Sembilan,1086
2021-05-26,Pahang,80
2021-05-26,Perak,302
2021-05-26,Perlis,11
2021-05-26,Pulau Pinang,7
2021-05-26,Sabah,2105
2021-05-26,Sarawak,804
2021-05-26,Selangor,5415
2021-05-26,Terengganu,0
2021-05-26,W.P. Kuala Lumpur,9685
2021-05-26,W.P. Labuan,2
2021-05-26,W.P. Putrajaya,0
2021-05-27,Johor,10388
2021-05-27,Kedah,8468
2021-05-27,Kelantan,6656
2021-05-27,Melaka,2639
2021-05-27,Negeri Sembilan,5580
2021-05-27,Pahang,6273
2021-05-27,Perak,8164
2021-05-27,Perlis,2185
2021-05-27,Pulau Pinang,4760
2021-05-27,Sabah,7916
2021-05-27,Sarawak,4262
2021-05-27,Selangor,17787
2021-05-27,Terengganu,5332
2021-05-27,W.P. Kuala Lumpur,15911
2021-05-27,W.P. Labuan,428
2021-05-27,W.P. Putrajaya,1420
2021-05-28,Johor,2054
2021-05-28,Kedah,1715
2021-05-28,Kelantan,19
2021-05-28,Melaka,2549
2021-05-28,Negeri Sembilan,4696
2021-05-28,Pahang,2889
2021-05-28,Perak,7778
2021-05-28,Perlis,1427
2021-05-28,Pulau Pinang,4200
2021-05-28,Sabah,7884
2021-05-28,Sarawak,5440
2021-05-28,Selangor,15526
2021-05-28,Terengganu,17
2021-05-28,W.P. Kuala Lumpur,15820
2021-05-28,W.P. Labuan,625
2021-05-28,W.P. Putrajaya,1580
2021-05-29,Johor,10304
2021-05-29,Kedah,3290
2021-05-29,Kelantan,64
2021-05-29,Melaka,1290
2021-05-29,Negeri Sembilan,1220
2021-05-29,Pahang,1209
2021-05-29,Perak,6572
2021-05-29,Perlis,0
2021-05-29,Pulau Pinang,0
2021-05-29,Sabah,6637
2021-05-29,Sarawak,14440
2021-05-29,Selangor,10331
2021-05-29,Terengganu,696
2021-05-29,W.P. Kuala Lumpur,9300
2021-05-29,W.P. Labuan,616
2021-05-29,W.P. Putrajaya,0
2021-05-30,Johor,10176
2021-05-30,Kedah,5509
2021-05-30,Kelantan,5571
2021-05-30,Melaka,0
2021-05-30,Negeri Sembilan,438
2021-05-30,Pahang,100
2021-05-30,Perak,6343
2021-05-30,Perlis,0
2021-05-30,Pulau Pinang,2
2021-05-30,Sabah,2198
2021-05-30,Sarawak,13229
2021-05-30,Selangor,5037
2021-05-30,Terengganu,4751
2021-05-30,W.P. Kuala Lumpur,9315
2021-05-30,W.P. Labuan,0
2021-05-30,W.P. Putrajaya,0
2021-05-31,Johor,12302
2021-05-31,Kedah,8947
2021-05-31,Kelantan,7680
2021-05-31,Melaka,2555
2021-05-31,Negeri Sembilan,3547
2021-05-31,Pahang,4959
2021-05-31,Perak,8131
2021-05-31,Perlis,1994
2021-05-31,Pulau Pinang,3945
2021-05-31,Sabah,1423
2021-05-31,Sarawak,2891
2021-05-31,Selangor,14854
2021-05-31,Terengganu,4623
2021-05-31,W.P. Kuala Lumpur,16932
2021-05-31,W.P. Labuan,0
2021-05-31,W.P. Putrajaya,1357
2021-06-03,Johor,718
2021-06-03,Kedah,108
2021-06-03,Kelantan,0
2021-06-03,Melaka,0
2021-06-03,Negeri Sembilan,0
2021-06-03,Pahang,3242
2021-06-03,Perak,799
2021-06-03,Perlis,0
2021-06-03,Pulau Pinang,120
2021-06-03,Sabah,3928
2021-06-03,Sarawak,3590
2021-06-03,Selangor,3084
2021-06-03,Terengganu,106
2021-06-03,W.P. Kuala Lumpur,0
2021-06-03,W.P. Labuan,83
2021-06-03,W.P. Putrajaya,0
2021-06-04,Johor,2877
2021-06-04,Kedah,3433
2021-06-04,Kelantan,1723
2021-06-04,Melaka,1074
2021-06-04,Negeri Sembilan,2722
2021-06-04,Pahang,665
2021-06-04,Perak,2227
2021-06-04,Perlis,173
2021-06-04,Pulau Pinang,2388
2021-06-04,Sabah,5824
2021-06-04,Sarawak,1609
2021-06-04,Selangor,3612
2021-06-04,Terengganu,1152
2021-06-04,W.P. Kuala Lumpur,2593
2021-06-04,W.P. Labuan,107
2021-06-04,W.P. Putrajaya,430
2021-06-05,Johor,6931
2021-06-05,Kedah,3503
2021-06-05,Kelantan,3240
2021-06-05,Melaka,905
2021-06-05,Negeri Sembilan,1949
2021-06-05,Pahang,4660
2021-06-05,Perak,5664
2021-06-05,Perlis,702
2021-06-05,Pulau Pinang,2613
2021-06-05,Sabah,3099
2021-06-05,Sarawak,577
2021-06-05,Selangor,8996
2021-06-05,Terengganu,2051
2021-06-05,W.P. Kuala Lumpur,9411
2021-06-05,W.P. Labuan,523
2021-06-05,W.P. Putrajaya,902
2021-06-06,Johor,10764
2021-06-06,Kedah,10508
2021-06-06,Kelantan,7219
2021-06-06,Melaka,0
2021-06-06,Negeri Sembilan,1064
2021-06-06,Pahang,4173
2021-06-06,Perak,7825
2021-06-06,Perlis,0
2021-06-06,Pulau Pinang,3
2021-06-06,Sabah,7538
2021-06-06,Sarawak,14707
2021-06-06,Selangor,5621
2021-06-06,Terengganu,4200
2021-06-06,W.P. Kuala Lumpur,8799
2021-06-06,W.P. Labuan,0
2021-06-06,W.P. Putrajaya,0
2021-06-07,Johor,18460
2021-06-07,Kedah,12981
2021-06-07,Kelantan,14853
2021-06-07,Melaka,8474
2021-06-07,Negeri Sembilan,15519
2021-06-07,Pahang,10639
2021-06-07,Perak,20944
2021-06-07,Perlis,3154
2021-06-07,Pulau Pinang,15973
2021-06-07,Sabah,12466
2021-06-07,Sarawak,63553
2021-06-07,Selangor,87183
2021-06-07,Terengganu,11140
2021-06-07,W.P. Kuala Lumpur,53991
2021-06-07,W.P. Labuan,1575
2021-06-07,W.P. Putrajaya,2704
2021-06-08,Johor,47291
2021-06-08,Kedah,25559
2021-06-08,Kelantan,4634
2021-06-08,Melaka,17128
2021-06-08,Negeri Sembilan,25340
2021-06-08,Pahang,25597
2021-06-08,Perak,34459
2021-06-08,Perlis,1895
2021-06-08,Pulau Pinang,27859
2021-06-08,Sabah,46271
2021-06-08,Sarawak,23226
2021-06-08,Selangor,115566
2021-06-08,Terengganu,3689
2021-06-08,W.P. Kuala Lumpur,57460
2021-06-08,W.P. Labuan,565
2021-06-08,W.P. Putrajaya,3938
2021-06-09,Johor,57369
2021-06-09,Kedah,24581
2021-06-09,Kelantan,24619
2021-06-09,Melaka,13754
2021-06-09,Negeri Sembilan,9565
2021-06-09,Pahang,21379
2021-06-09,Perak,30645
2021-06-09,Perlis,1775
2021-06-09,Pulau Pinang,21727
2021-06-09,Sabah,40304
2021-06-09,Sarawak,3420
2021-06-09,Selangor,26363
2021-06-09,Terengganu,20611
2021-06-09,W.P. Kuala Lumpur,23510
2021-06-09,W.P. Labuan,205
2021-06-09,W.P. Putrajaya,762
2021-06-13,Johor,16298
2021-06-13,Kedah,9287
2021-06-13,Kelantan,8543
2021-06-13,Melaka,0
2021-06-13,Negeri Sembilan,898
2021-06-13,Pahang,1489
2021-06-13,Perak,8353
2021-06-13,Perlis,1
2021-06-13,Pulau Pinang,1996
2021-06-13,Sabah,9726
2021-06-13,Sarawak,33727
2021-06-13,Selangor,10877
2021-06-13,Terengganu,6360
2021-06-13,W.P. Kuala Lumpur,23771
2021-06-13,W.P. Labuan,0
2021-06-13,W.P. Putrajaya,0
2021-06-14,Johor,20622
2021-06-14,Kedah,9997
2021-06-14,Kelantan,10169
2021-06-14,Melaka,2891
2021-06-14,Negeri Sembilan,5678
2021-06-14,Pahang,6482
2021-06-14,Perak,9853
2021-06-14,Perlis,3163
2021-06-14,Pulau Pinang,9698
2021-06-14,Sabah,13860
2021-06-14,Sarawak,44444
2021-06-14,Selangor,30888
2021-06-14,Terengganu,6387
2021-06-14,W.P. Kuala Lumpur,25736
2021-06-14,W.P. Labuan,1198
2021-06-14,W.P. Putrajaya,1394
2021-06-15,Johor,20610
2021-06-15,Kedah,8779
2021-06-15,Kelantan,12304
2021-06-15,Melaka,3336
2021-06-15,Negeri Sembilan,7602
2021-06-15,Pahang,7799
2021-06-15,Perak,10435
2021-06-15,Perlis,3238
2021-06-15,Pulau Pinang,10328
