date,state,deaths_new,deaths_new_dod,deaths_bid,deaths_bid_dod,cumul_full,population,cumul_partial,cumul_full
16/3/2021,W.P. Kuala Lumpur,1,0,0,0,2,1773700,32409,40192
16/3/2021,W.P. Labuan,0,0,0,0,2,99600,2383,2329
16/3/2021,W.P. Putrajaya,0,0,0,0,0,110000,4389,4707
17/3/2021,Johor,0,0,0,0,42,3781000,27216,30873
17/3/2021,Kedah,0,0,0,0,4,2185100,25636,26164
17/3/2021,Kelantan,0,0,0,0,0,1906700,18533,19518
17/3/2021,Melaka,0,0,0,0,0,932700,9751,11402
17/3/2021,Negeri Sembilan,0,0,0,0,3,1128800,16061,22127
17/3/2021,Pahang,0,0,0,0,2,1678700,26724,33298
17/3/2021,Perak,0,0,0,0,2,2510300,42046,48875
17/3/2021,Perlis,0,0,0,0,1,254900,8884,9489
17/3/2021,Pulau Pinang,0,0,0,0,9,1773600,22638,31973
17/3/2021,Sabah,2,0,0,0,8,3908500,39959,44847
17/3/2021,Sarawak,0,1,0,0,16,2816500,31757,34898
17/3/2021,Selangor,0,1,0,0,9,6538000,45801,61996
17/3/2021,Terengganu,0,0,0,0,3,1259300,16187,20655
17/3/2021,W.P. Kuala Lumpur,0,0,0,0,8,1773700,34242,40192
17/3/2021,W.P. Labuan,0,0,0,0,2,99600,2383,2329
17/3/2021,W.P. Putrajaya,0,0,0,0,18,110000,4599,4708
18/3/2021,Johor,0,0,0,0,84,3781000,28603,32146
18/3/2021,Kedah,0,0,0,0,4,2185100,26094,26211
18/3/2021,Kelantan,1,0,0,0,0,1906700,19248,19902
18/3/2021,Melaka,0,0,0,0,30,932700,10340,11700
18/3/2021,Negeri Sembilan,0,0,0,0,3,1128800,17112,22127
18/3/2021,Pahang,0,0,0,0,122,1678700,27633,33301
18/3/2021,Perak,0,0,0,0,175,2510300,44965,48895
18/3/2021,Perlis,0,0,0,0,2,254900,9609,9491
18/3/2021,Pulau Pinang,0,0,0,0,9,1773600,24092,31973
18/3/2021,Sabah,1,0,0,0,8,3908500,41980,44883
18/3/2021,Sarawak,1,2,0,1,16,2816500,31855,35737
18/3/2021,Selangor,0,0,0,0,50,6538000,49415,62002
18/3/2021,Terengganu,0,0,0,0,3,1259300,16187,21494
18/3/2021,W.P. Kuala Lumpur,0,0,0,0,337,1773700,35599,40192
18/3/2021,W.P. Labuan,0,0,0,0,4,99600,2383,2329
18/3/2021,W.P. Putrajaya,0,0,0,0,74,110000,4607,4709
19/3/2021,Johor,0,0,0,0,84,3781000,28621,33464
19/3/2021,Kedah,0,0,0,0,10,2185100,26394,26829
19/3/2021,Kelantan,0,0,0,0,0,1906700,19248,20605
19/3/2021,Melaka,0,0,0,0,187,932700,10513,11742
19/3/2021,Negeri Sembilan,0,0,0,0,3,1128800,17387,22271
19/3/2021,Pahang,0,0,0,0,788,1678700,29134,33305
19/3/2021,Perak,0,0,0,0,488,2510300,46901,48999
19/3/2021,Perlis,0,0,0,0,155,254900,9616,9506
19/3/2021,Pulau Pinang,0,0,0,0,340,1773600,25605,32047
19/3/2021,Sabah,0,0,0,0,8,3908500,42972,45038
19/3/2021,Sarawak,1,1,0,0,1546,2816500,31999,36854
19/3/2021,Selangor,0,0,0,0,379,6538000,52235,62946
19/3/2021,Terengganu,0,0,0,0,9,1259300,16187,22204
19/3/2021,W.P. Kuala Lumpur,1,0,0,0,627,1773700,36643,42437
19/3/2021,W.P. Labuan,0,0,0,0,4,99600,2383,2329
19/3/2021,W.P. Putrajaya,0,0,0,0,93,110000,4607,4818
20/3/2021,Johor,0,0,0,0,84,3781000,29349,34257
20/3/2021,Kedah,1,1,0,0,10,2185100,26400,27900
20/3/2021,Kelantan,0,0,0,0,0,1906700,19608,21261
20/3/2021,Melaka,0,0,0,0,187,932700,10513,12059
20/3/2021,Negeri Sembilan,0,1,0,0,3,1128800,17387,22719
20/3/2021,Pahang,0,0,0,0,2558,1678700,30480,33336
20/3/2021,Perak,0,0,0,0,726,2510300,47984,49014
20/3/2021,Perlis,0,0,0,0,157,254900,9616,9507
20/3/2021,Pulau Pinang,0,0,0,0,340,1773600,27489,32140
20/3/2021,Sabah,1,1,0,1,538,3908500,43845,45327
20/3/2021,Sarawak,0,0,0,0,4941,2816500,32870,40121
20/3/2021,Selangor,2,2,0,0,379,6538000,52794,64399
20/3/2021,Terengganu,0,0,0,0,9,1259300,16187,22776
20/3/2021,W.P. Kuala Lumpur,0,0,0,0,627,1773700,36643,44598
20/3/2021,W.P. Labuan,0,0,0,0,131,99600,2383,2329
20/3/2021,W.P. Putrajaya,0,0,0,0,93,110000,4607,4819
21/3/2021,Johor,0,0,0,0,821,3781000,30015,35296
21/3/2021,Kedah,0,0,0,0,726,2185100,26406,29212
21/3/2021,Kelantan,0,0,0,0,147,1906700,19970,21793
21/3/2021,Melaka,0,0,0,0,187,932700,10513,12776
21/3/2021,Negeri Sembilan,0,0,0,0,3,1128800,17387,23099
21/3/2021,Pahang,0,1,0,0,2654,1678700,33391,33347
21/3/2021,Perak,1,0,0,0,843,2510300,48538,49022
21/3/2021,Perlis,0,0,0,0,158,254900,9616,9751
21/3/2021,Pulau Pinang,0,1,0,0,340,1773600,28926,32357
21/3/2021,Sabah,0,1,0,0,838,3908500,43881,45595
21/3/2021,Sarawak,1,0,0,0,7847,2816500,34349,43876
21/3/2021,Selangor,1,2,0,0,380,6538000,53389,65482
21/3/2021,Terengganu,0,0,0,0,435,1259300,17843,23614
21/3/2021,W.P. Kuala Lumpur,1,1,0,1,628,1773700,36644,45906
21/3/2021,W.P. Labuan,0,0,0,0,475,99600,2383,2329
21/3/2021,W.P. Putrajaya,0,0,0,0,93,110000,4607,4825
22/3/2021,Johor,0,1,0,0,2623,3781000,30980,37017
22/3/2021,Kedah,0,0,0,0,1912,2185100,26421,30173
22/3/2021,Kelantan,0,0,0,0,1852,1906700,20345,22277
22/3/2021,Melaka,0,0,0,0,367,932700,10524,13595
22/3/2021,Negeri Sembilan,1,0,0,0,533,1128800,17991,24449
22/3/2021,Pahang,1,0,0,0,3687,1678700,33422,33581
22/3/2021,Perak,0,0,0,0,2384,2510300,48903,49641
22/3/2021,Perlis,0,0,0,0,510,254900,9616,9757
22/3/2021,Pulau Pinang,1,0,0,0,734,1773600,30181,32953
22/3/2021,Sabah,1,0,0,0,1126,3908500,44558,46400
22/3/2021,Sarawak,0,1,0,0,9666,2816500,34988,48347
22/3/2021,Selangor,0,2,0,0,1027,6538000,55586,67118
22/3/2021,Terengganu,0,0,0,0,446,1259300,19556,24178
22/3/2021,W.P. Kuala Lumpur,1,0,1,0,2799,1773700,37509,46231
22/3/2021,W.P. Labuan,0,0,0,0,919,99600,2383,2437
22/3/2021,W.P. Putrajaya,0,0,0,0,527,110000,4611,5180
23/3/2021,Johor,1,0,0,0,3286,3781000,31566,37346
23/3/2021,Kedah,0,0,0,0,3161,2185100,26425,30267
23/3/2021,Kelantan,0,0,0,0,4620,1906700,20363,22361
23/3/2021,Melaka,0,0,0,0,1449,932700,10671,14355
23/3/2021,Negeri Sembilan,0,0,0,0,1810,1128800,19744,24646
23/3/2021,Pahang,0,0,0,0,5808,1678700,33482,33733
23/3/2021,Perak,0,0,0,0,5362,2510300,49298,50010
23/3/2021,Perlis,0,0,0,0,1043,254900,9616,9760
23/3/2021,Pulau Pinang,0,0,0,0,1743,1773600,31002,33441
23/3/2021,Sabah,0,1,0,1,1496,3908500,44841,46657
23/3/2021,Sarawak,0,0,0,0,10299,2816500,35177,50149
23/3/2021,Selangor,0,1,0,1,2191,6538000,58178,68302
23/3/2021,Terengganu,0,0,0,0,2412,1259300,20162,24178
23/3/2021,W.P. Kuala Lumpur,0,0,0,0,4980,1773700,38350,46885
23/3/2021,W.P. Labuan,0,0,0,0,1290,99600,2384,2545
23/3/2021,W.P. Putrajaya,0,0,0,0,999,110000,4618,5370
24/3/2021,Johor,0,0,0,0,5691,3781000,32239,37464
24/3/2021,Kedah,0,0,0,0,4506,2185100,26435,30304
24/3/2021,Kelantan,0,0,0,0,7901,1906700,20382,22362
24/3/2021,Melaka,0,0,0,0,2554,932700,10888,14355
24/3/2021,Negeri Sembilan,0,0,0,0,2966,1128800,21119,24652
24/3/2021,Pahang,0,0,0,0,7177,1678700,33488,33733
24/3/2021,Perak,0,0,0,0,7227,2510300,49374,50047
24/3/2021,Perlis,0,0,0,0,1569,254900,9620,9760
24/3/2021,Pulau Pinang,0,1,0,1,2792,1773600,31791,33490
24/3/2021,Sabah,0,0,0,0,1769,3908500,45131,47006
24/3/2021,Sarawak,0,1,0,0,10779,2816500,35319,52868
24/3/2021,Selangor,2,2,0,0,4249,6538000,59995,68346
24/3/2021,Terengganu,0,0,0,0,4614,1259300,20517,24178
24/3/2021,W.P. Kuala Lumpur,0,0,0,0,7863,1773700,38862,46886
24/3/2021,W.P. Labuan,0,0,0,0,1581,99600,2385,2660
24/3/2021,W.P. Putrajaya,0,0,0,0,1478,110000,4626,5370
25/3/2021,Johor,0,0,0,0,7986,3781000,33174,39829
25/3/2021,Kedah,0,0,0,0,5043,2185100,26441,30732
25/3/2021,Kelantan,0,0,0,0,10709,1906700,20428,22404
25/3/2021,Melaka,0,0,0,0,3554,932700,11041,14355
25/3/2021,Negeri Sembilan,0,0,0,0,4166,1128800,21937,24652
25/3/2021,Pahang,0,0,0,0,8656,1678700,33567,34304
25/3/2021,Perak,0,0,0,0,8196,2510300,49381,50087
25/3/2021,Perlis,0,0,0,0,1861,254900,9623,9760
25/3/2021,Pulau Pinang,0,0,0,0,3896,1773600,32341,33557
25/3/2021,Sabah,0,0,0,0,3211,3908500,45454,47006
25/3/2021,Sarawak,2,1,0,0,11159,2816500,35459,54361
25/3/2021,Selangor,0,1,0,0,6386,6538000,61740,68346
25/3/2021,Terengganu,0,0,0,0,4662,1259300,20966,24856
25/3/2021,W.P. Kuala Lumpur,0,0,0,0,10758,1773700,40041,46886
25/3/2021,W.P. Labuan,0,0,0,0,1774,99600,2385,2660
25/3/2021,W.P. Putrajaya,0,0,0,0,2019,110000,4627,5370
26/3/2021,Johor,0,0,0,0,8386,3781000,33701,42015
26/3/2021,Kedah,0,0,0,0,5198,2185100,26442,30832
26/3/2021,Kelantan,0,0,0,0,11406,1906700,20439,23221
26/3/2021,Melaka,0,0,0,0,4126,932700,11184,14456
26/3/2021,Negeri Sembilan,0,0,0,0,4832,1128800,22335,24988
26/3/2021,Pahang,0,0,0,0,9591,1678700,33631,34394
26/3/2021,Perak,0,0,0,0,9454,2510300,49391,50791
26/3/2021,Perlis,0,0,0,0,2172,254900,9623,9776
26/3/2021,Pulau Pinang,0,0,0,0,4901,1773600,32411,33815
26/3/2021,Sabah,0,0,0,0,5595,3908500,45481,47443
26/3/2021,Sarawak,0,0,0,0,12446,2816500,35530,55205
26/3/2021,Selangor,1,1,0,0,8815,6538000,62809,69716
26/3/2021,Terengganu,0,0,0,0,4662,1259300,20966,24856
26/3/2021,W.P. Kuala Lumpur,0,0,0,0,11016,1773700,41467,48210
26/3/2021,W.P. Labuan,0,0,0,0,1941,99600,2388,2739
26/3/2021,W.P. Putrajaya,0,0,0,0,2253,110000,4747,5623
27/3/2021,Johor,0,0,0,0,9057,3781000,34187,43759
27/3/2021,Kedah,0,1,0,0,5295,2185100,26442,31729
27/3/2021,Kelantan,0,0,0,0,11406,1906700,20439,24120
27/3/2021,Melaka,0,0,0,0,4126,932700,11490,14627
27/3/2021,Negeri Sembilan,0,0,0,0,4832,1128800,22335,26419
27/3/2021,Pahang,0,0,0,0,12671,1678700,33645,34488
27/3/2021,Perak,0,0,0,0,10154,2510300,49401,51187
27/3/2021,Perlis,0,0,0,0,2172,254900,9623,9914
27/3/2021,Pulau Pinang,1,0,1,0,5020,1773600,32411,33975
27/3/2021,Sabah,1,2,1,0,9047,3908500,45750,49249
27/3/2021,Sarawak,0,3,0,1,15692,2816500,36108,56066
27/3/2021,Selangor,0,1,0,0,11699,6538000,62845,70314
27/3/2021,Terengganu,0,0,0,0,4662,1259300,20966,25694
27/3/2021,W.P. Kuala Lumpur,0,1,0,0,11016,1773700,41467,49691
27/3/2021,W.P. Labuan,0,0,0,0,2026,99600,2388,2842
27/3/2021,W.P. Putrajaya,0,0,0,0,2253,110000,4747,5834
28/3/2021,Johor,0,0,0,0,10187,3781000,35553,45846
28/3/2021,Kedah,1,0,0,0,6129,2185100,26487,32136
28/3/2021,Kelantan,0,0,0,0,11902,1906700,20442,24422
28/3/2021,Melaka,0,0,0,0,4126,932700,11796,15287
28/3/2021,Negeri Sembilan,0,0,0,0,4832,1128800,22335,27757
28/3/2021,Pahang,0,0,0,0,13464,1678700,33652,34870
28/3/2021,Perak,0,0,0,0,10154,2510300,49414,51882
28/3/2021,Perlis,0,0,0,0,2172,254900,9623,9917
28/3/2021,Pulau Pinang,0,0,0,0,5133,1773600,32411,34114
28/3/2021,Sabah,0,0,0,0,11728,3908500,45765,50678
28/3/2021,Sarawak,2,2,0,0,19944,2816500,37078,57708
28/3/2021,Selangor,1,1,0,0,11982,6538000,62845,71447
28/3/2021,Terengganu,0,0,0,0,6854,1259300,21908,25975
28/3/2021,W.P. Kuala Lumpur,0,0,0,0,11016,1773700,41467,51788
28/3/2021,W.P. Labuan,0,0,0,0,2109,99600,2388,2943
28/3/2021,W.P. Putrajaya,0,0,0,0,2253,110000,4747,6316
29/3/2021,Johor,0,1,0,1,12681,3781000,36443,47383
29/3/2021,Kedah,0,0,0,0,8862,2185100,27321,32346
29/3/2021,Kelantan,0,0,0,0,13447,1906700,20861,24613
29/3/2021,Melaka,0,0,0,0,4222,932700,11821,15913
29/3/2021,Negeri Sembilan,0,0,0,0,5933,1128800,22491,28952
29/3/2021,Pahang,0,0,0,0,14600,1678700,33655,34870
29/3/2021,Perak,0,0,0,0,12249,2510300,49417,51882
29/3/2021,Perlis,0,0,0,0,2983,254900,9625,9917
29/3/2021,Pulau Pinang,0,0,0,0,6239,1773600,32454,34168
29/3/2021,Sabah,2,0,0,0,15046,3908500,45947,51859
29/3/2021,Sarawak,2,2,0,1,23110,2816500,38218,58595
29/3/2021,Selangor,1,0,0,0,15042,6538000,63946,71447
29/3/2021,Terengganu,0,0,0,0,9035,1259300,22773,25975
29/3/2021,W.P. Kuala Lumpur,0,1,0,0,13139,1773700,43442,51788
29/3/2021,W.P. Labuan,0,0,0,0,2139,99600,2388,3098
29/3/2021,W.P. Putrajaya,0,0,0,0,2539,110000,4864,6316
30/3/2021,Johor,0,2,0,0,15062,3781000,37038,47687
30/3/2021,Kedah,0,0,0,0,11180,2185100,28280,32690
30/3/2021,Kelantan,0,0,0,0,14467,1906700,21576,24613
30/3/2021,Melaka,0,0,0,0,5137,932700,12147,16382
30/3/2021,Negeri Sembilan,0,0,0,0,8272,1128800,22979,29487
30/3/2021,Pahang,0,0,0,0,15716,1678700,33657,35296
30/3/2021,Perak,0,0,0,0,14983,2510300,49427,51976
30/3/2021,Perlis,0,0,0,0,4047,254900,9633,9932
30/3/2021,Pulau Pinang,0,0,0,0,7624,1773600,32550,34488
30/3/2021,Sabah,0,2,0,0,18033,3908500,46328,53786
30/3/2021,Sarawak,1,1,0,0,25225,2816500,41232,58829
30/3/2021,Selangor,1,1,0,0,18867,6538000,65552,72805
30/3/2021,Terengganu,0,0,0,0,11282,1259300,23454,25975
30/3/2021,W.P. Kuala Lumpur,2,0,0,0,15625,1773700,46015,54091
30/3/2021,W.P. Labuan,0,0,0,0,2163,99600,2388,3244
30/3/2021,W.P. Putrajaya,0,0,0,0,2906,110000,4867,6706
31/3/2021,Johor,1,0,0,0,16531,3781000,37540,47687
31/3/2021,Kedah,0,0,0,0,13693,2185100,29167,32953
31/3/2021,Kelantan,0,1,0,0,15246,1906700,22138,24613
31/3/2021,Melaka,0,0,0,0,6035,932700,12870,16382
31/3/2021,Negeri Sembilan,0,0,0,0,10581,1128800,23367,29493
31/3/2021,Pahang,0,0,0,0,16640,1678700,33672,35716
31/3/2021,Perak,0,0,0,0,16694,2510300,49432,51976
31/3/2021,Perlis,0,0,0,0,4476,254900,9881,9932
31/3/2021,Pulau Pinang,0,1,0,1,9565,1773600,32760,34554
31/3/2021,Sabah,1,1,0,0,20895,3908500,46657,53985
31/3/2021,Sarawak,2,3,0,0,25930,2816500,45401,60308
31/3/2021,Selangor,4,2,1,1,23676,6538000,66148,72805
31/3/2021,Terengganu,0,0,0,0,13120,1259300,24038,25975
31/3/2021,W.P. Kuala Lumpur,0,1,0,0,19346,1773700,46610,54126
31/3/2021,W.P. Labuan,0,0,0,0,2294,99600,2388,3244
31/3/2021,W.P. Putrajaya,0,0,0,0,3308,110000,4873,6706
1/4/2021,Johor,1,0,1,0,18735,3781000,39667,50014
1/4/2021,Kedah,0,0,0,0,15351,2185100,30393,35904
1/4/2021,Kelantan,1,0,0,0,15629,1906700,22584,24613
1/4/2021,Melaka,0,0,0,0,6867,932700,13724,16382
1/4/2021,Negeri Sembilan,0,0,0,0,10662,1128800,24732,29493
1/4/2021,Pahang,0,0,0,0,18597,1678700,33777,35716
1/4/2021,Perak,0,0,0,0,20743,2510300,50061,51976
1/4/2021,Perlis,0,0,0,0,5623,254900,9887,9932
1/4/2021,Pulau Pinang,0,0,0,0,11879,1773600,33379,34923
1/4/2021,Sabah,1,0,1,0,22328,3908500,47503,53995
1/4/2021,Sarawak,2,1,0,0,25993,2816500,49747,62748
1/4/2021,Selangor,0,1,0,0,28781,6538000,67861,72805
1/4/2021,Terengganu,0,0,0,0,13333,1259300,24671,25978
1/4/2021,W.P. Kuala Lumpur,1,1,0,0,24027,1773700,47017,54126
1/4/2021,W.P. Labuan,0,0,0,0,2294,99600,2497,3244
1/4/2021,W.P. Putrajaya,0,0,0,0,3695,110000,5234,6706
2/4/2021,Johor,1,0,0,0,19462,3781000,40132,54532
2/4/2021,Kedah,0,0,0,0,15746,2185100,30613,39478
2/4/2021,Kelantan,0,0,0,0,15629,1906700,22668,26963
2/4/2021,Melaka,0,0,0,0,7494,932700,14492,17081
2/4/2021,Negeri Sembilan,0,0,0,0,12076,1128800,24908,29733
2/4/2021,Pahang,0,0,0,0,20742,1678700,34191,37054
2/4/2021,Perak,0,0,0,0,26691,2510300,50369,52065
2/4/2021,Perlis,0,0,0,0,6469,254900,9896,9938
2/4/2021,Pulau Pinang,1,0,1,0,14510,1773600,33899,35906
2/4/2021,Sabah,1,1,0,0,23612,3908500,47681,54523
2/4/2021,Sarawak,2,1,0,0,26323,2816500,52124,64504
2/4/2021,Selangor,0,0,0,0,32427,6538000,69204,75985
2/4/2021,Terengganu,0,0,0,0,13333,1259300,24671,27600
2/4/2021,W.P. Kuala Lumpur,0,0,0,0,26766,1773700,47443,59261
2/4/2021,W.P. Labuan,0,0,0,0,2328,99600,2605,3249
2/4/2021,W.P. Putrajaya,0,0,0,0,3786,110000,5421,7347
3/4/2021,Johor,0,1,0,0,21013,3781000,40272,55176
3/4/2021,Kedah,0,0,0,0,16179,2185100,30627,40348
3/4/2021,Kelantan,1,1,0,0,15629,1906700,22668,29075
3/4/2021,Melaka,0,0,0,0,7722,932700,14600,17283
3/4/2021,Negeri Sembilan,0,0,0,0,12090,1128800,24915,30292
3/4/2021,Pahang,0,0,0,0,23600,1678700,34191,38457
3/4/2021,Perak,0,0,0,0,29443,2510300,50397,52073
3/4/2021,Perlis,0,0,0,0,6682,254900,9899,10607
3/4/2021,Pulau Pinang,0,0,0,0,15268,1773600,33951,36909
3/4/2021,Sabah,0,2,0,0,25935,3908500,47933,54752
3/4/2021,Sarawak,1,1,1,0,27313,2816500,54062,66299
3/4/2021,Selangor,0,0,0,0,34886,6538000,69218,80001
3/4/2021,Terengganu,0,0,0,0,13333,1259300,24671,28686
3/4/2021,W.P. Kuala Lumpur,1,0,0,0,26767,1773700,47443,64330
3/4/2021,W.P. Labuan,0,0,0,0,2329,99600,2722,3252
3/4/2021,W.P. Putrajaya,0,0,0,0,3786,110000,5421,7349
4/4/2021,Johor,0,1,0,0,22179,3781000,42266,58276
4/4/2021,Kedah,0,0,0,0,17549,2185100,31190,41938
4/4/2021,Kelantan,0,1,0,0,15714,1906700,22705,31137
4/4/2021,Melaka,0,0,0,0,7722,932700,14600,18712
4/4/2021,Negeri Sembilan,0,0,0,0,12090,1128800,24915,30620
4/4/2021,Pahang,0,0,0,0,23803,1678700,34840,39310
4/4/2021,Perak,0,0,0,0,30826,2510300,50441,52729
4/4/2021,Perlis,0,0,0,0,6682,254900,9899,11251
4/4/2021,Pulau Pinang,0,0,0,0,15753,1773600,34027,37991
4/4/2021,Sabah,1,2,0,0,27962,3908500,48050,55294
4/4/2021,Sarawak,1,0,0,0,27997,2816500,55929,67632
4/4/2021,Selangor,0,2,0,0,35427,6538000,69220,83642
4/4/2021,Terengganu,0,0,0,0,14324,1259300,25322,29155
4/4/2021,W.P. Kuala Lumpur,0,0,0,0,26767,1773700,47443,69462
4/4/2021,W.P. Labuan,0,0,0,0,2329,99600,2722,3252
4/4/2021,W.P. Putrajaya,0,0,0,0,3786,110000,5422,7352
5/4/2021,Johor,1,0,0,0,23684,3781000,43969,61462
5/4/2021,Kedah,0,0,0,0,20003,2185100,31388,42646
5/4/2021,Kelantan,0,0,0,0,16203,1906700,23458,31982
5/4/2021,Melaka,0,0,0,0,8037,932700,14852,18727
5/4/2021,Negeri Sembilan,0,0,0,0,12982,1128800,25288,31065
5/4/2021,Pahang,0,0,0,0,24472,1678700,34920,40354
5/4/2021,Perak,0,0,0,0,32181,2510300,51211,53741
5/4/2021,Perlis,0,0,0,0,6835,254900,9903,11394
5/4/2021,Pulau Pinang,0,0,0,0,17825,1773600,34303,38832
5/4/2021,Sabah,2,1,0,0,31619,3908500,48562,55688
5/4/2021,Sarawak,0,3,0,1,28552,2816500,56685,68044
5/4/2021,Selangor,3,0,0,0,38024,6538000,70480,87071
5/4/2021,Terengganu,0,0,0,0,15089,1259300,25979,29490
5/4/2021,W.P. Kuala Lumpur,0,0,0,0,28324,1773700,48696,75025
5/4/2021,W.P. Labuan,0,0,0,0,2329,99600,2806,3253
5/4/2021,W.P. Putrajaya,1,0,0,0,4127,110000,5685,7716
6/4/2021,Johor,0,0,0,0,25196,3781000,45334,61463
6/4/2021,Kedah,0,0,0,0,22665,2185100,32159,43014
6/4/2021,Kelantan,1,0,0,0,16861,1906700,24523,31984
6/4/2021,Melaka,0,0,0,0,8878,932700,15085,20832
6/4/2021,Negeri Sembilan,0,0,0,0,14112,1128800,26880,31300
6/4/2021,Pahang,0,0,0,0,25131,1678700,34926,41786
6/4/2021,Perak,0,0,0,0,34087,2510300,51532,55383
6/4/2021,Perlis,0,0,0,0,6869,254900,10042,11563
6/4/2021,Pulau Pinang,0,0,0,0,20083,1773600,34433,39580
6/4/2021,Sabah,3,1,0,1,35298,3908500,50707,56141
6/4/2021,Sarawak,0,1,0,0,29468,2816500,57378,68573
6/4/2021,Selangor,1,0,0,0,40884,6538000,71232,90399
6/4/2021,Terengganu,0,0,0,0,15889,1259300,26331,29490
6/4/2021,W.P. Kuala Lumpur,0,1,0,0,29832,1773700,49781,79170
6/4/2021,W.P. Labuan,0,0,0,0,2329,99600,2913,3253
6/4/2021,W.P. Putrajaya,0,0,0,0,4337,110000,5905,8004
7/4/2021,Johor,1,0,0,0,26213,3781000,47301,63521
7/4/2021,Kedah,0,0,0,0,24148,2185100,32624,43600
7/4/2021,Kelantan,0,0,0,0,18246,1906700,24869,31984
7/4/2021,Melaka,0,0,0,0,9674,932700,15698,21268
7/4/2021,Negeri Sembilan,0,0,0,0,15631,1128800,28033,31300
7/4/2021,Pahang,0,0,0,0,25776,1678700,35261,43858
7/4/2021,Perak,0,0,0,0,34290,2510300,52175,56357
7/4/2021,Perlis,0,0,0,0,6899,254900,10042,11563
7/4/2021,Pulau Pinang,0,0,0,0,22028,1773600,34553,40022
7/4/2021,Sabah,0,1,0,0,38465,3908500,52422,56178
7/4/2021,Sarawak,2,1,0,0,30468,2816500,58931,69663
7/4/2021,Selangor,0,0,0,0,44623,6538000,72263,91100
7/4/2021,Terengganu,0,0,0,0,15895,1259300,26579,29490
7/4/2021,W.P. Kuala Lumpur,1,0,0,0,30913,1773700,51844,79172
7/4/2021,W.P. Labuan,0,0,0,0,2329,99600,3021,3253
7/4/2021,W.P. Putrajaya,0,0,0,0,4547,110000,6210,8005
8/4/2021,Johor,0,1,0,1,27365,3781000,49454,65972
8/4/2021,Kedah,0,0,0,0,24726,2185100,32906,44198
8/4/2021,Kelantan,0,0,0,0,18965,1906700,25281,32444
8/4/2021,Melaka,0,0,0,0,10241,932700,16209,21268
8/4/2021,Negeri Sembilan,0,0,0,0,16919,1128800,29307,31300
8/4/2021,Pahang,0,2,0,1,26348,1678700,35556,43859
8/4/2021,Perak,0,0,0,0,34492,2510300,52694,57401
8/4/2021,Perlis,0,0,0,0,6935,254900,10042,11563
8/4/2021,Pulau Pinang,0,0,0,0,23500,1773600,35420,40261
8/4/2021,Sabah,1,0,0,0,40623,3908500,53849,56179
8/4/2021,Sarawak,1,1,0,0,31012,2816500,59815,70551
8/4/2021,Selangor,2,2,0,1,48203,6538000,72839,91507
8/4/2021,Terengganu,0,0,0,0,15907,1259300,26709,29985
8/4/2021,W.P. Kuala Lumpur,0,0,0,0,32779,1773700,53839,79172
8/4/2021,W.P. Labuan,0,0,0,0,2329,99600,3179,3253
8/4/2021,W.P. Putrajaya,0,0,0,0,4553,110000,6773,8005
9/4/2021,Johor,0,0,0,0,27365,3781000,49454,69508
9/4/2021,Kedah,0,0,0,0,24801,2185100,33521,45430
9/4/2021,Kelantan,0,0,0,0,18965,1906700,25281,33278
9/4/2021,Melaka,0,0,0,0,10430,932700,16534,22667
9/4/2021,Negeri Sembilan,0,0,0,0,17229,1128800,29813,32242
9/4/2021,Pahang,0,0,0,0,28216,1678700,36132,45632
9/4/2021,Perak,0,0,0,0,37947,2510300,52786,59464
9/4/2021,Perlis,0,0,0,0,8042,254900,10056,12717
9/4/2021,Pulau Pinang,0,0,0,0,25235,1773600,36064,42323
9/4/2021,Sabah,1,2,0,2,41709,3908500,55384,57736
9/4/2021,Sarawak,3,3,2,0,31153,2816500,60031,71617
9/4/2021,Selangor,0,0,0,0,50970,6538000,73860,94391
9/4/2021,Terengganu,0,0,0,0,15907,1259300,26709,30666
9/4/2021,W.P. Kuala Lumpur,1,2,0,0,34373,1773700,54879,81979
9/4/2021,W.P. Labuan,0,0,0,0,2329,99600,3334,3614
9/4/2021,W.P. Putrajaya,0,0,0,0,4553,110000,7228,8439
10/4/2021,Johor,0,0,0,0,27724,3781000,49723,69699
10/4/2021,Kedah,0,0,0,0,25186,2185100,33862,46780
10/4/2021,Kelantan,0,0,0,0,18965,1906700,25281,33992
10/4/2021,Melaka,0,0,0,0,10430,932700,16741,23759
10/4/2021,Negeri Sembilan,0,0,0,0,17229,1128800,29819,33573
10/4/2021,Pahang,1,0,0,0,29631,1678700,37911,47555
10/4/2021,Perak,0,0,0,0,41416,2510300,52824,60696
10/4/2021,Perlis,0,0,0,0,8323,254900,10057,13652
10/4/2021,Pulau Pinang,0,0,0,0,27085,1773600,36571,44796
10/4/2021,Sabah,0,2,0,1,42576,3908500,55582,59522
10/4/2021,Sarawak,4,1,0,0,31783,2816500,61917,71915
10/4/2021,Selangor,3,0,0,0,51720,6538000,74199,97140
10/4/2021,Terengganu,0,0,0,0,15907,1259300,26709,31283
10/4/2021,W.P. Kuala Lumpur,0,0,0,0,34373,1773700,54879,83212
10/4/2021,W.P. Labuan,0,0,0,0,2329,99600,3334,4087
10/4/2021,W.P. Putrajaya,0,0,0,0,4553,110000,7228,8445
11/4/2021,Johor,1,0,1,0,27851,3781000,52259,69715
11/4/2021,Kedah,0,0,0,0,25489,2185100,36961,47081
