date,state,cases_new
2021-06-27,W.P. Labuan,83
2021-06-27,W.P. Putrajaya,4
2021-06-28,Johor,243
2021-06-28,Kedah,194
2021-06-28,Kelantan,101
2021-06-28,Melaka,183
2021-06-28,Negeri Sembilan,629
2021-06-28,Pahang,111
2021-06-28,Perak,400
2021-06-28,Perlis,5
2021-06-28,Pulau Pinang,88
2021-06-28,Sabah,258
2021-06-28,Sarawak,409
2021-06-28,Selangor,1989
2021-06-28,Terengganu,23
2021-06-28,W.P. Kuala Lumpur,469
2021-06-28,W.P. Labuan,108
2021-06-28,W.P. Putrajaya,8
2021-06-29,Johor,271
2021-06-29,Kedah,284
2021-06-29,Kelantan,131
2021-06-29,Melaka,252
2021-06-29,Negeri Sembilan,700
2021-06-29,Pahang,250
2021-06-29,Perak,184
2021-06-29,Perlis,0
2021-06-29,Pulau Pinang,115
2021-06-29,Sabah,178
2021-06-29,Sarawak,242
2021-06-29,Selangor,2299
2021-06-29,Terengganu,21
2021-06-29,W.P. Kuala Lumpur,1361
2021-06-29,W.P. Labuan,117
2021-06-29,W.P. Putrajaya,32
2021-06-30,Johor,299
2021-06-30,Kedah,226
2021-06-30,Kelantan,159
2021-06-30,Melaka,223
2021-06-30,Negeri Sembilan,644
2021-06-30,Pahang,210
2021-06-30,Perak,137
2021-06-30,Perlis,5
2021-06-30,Pulau Pinang,131
2021-06-30,Sabah,242
2021-06-30,Sarawak,376
2021-06-30,Selangor,2836
2021-06-30,Terengganu,20
2021-06-30,W.P. Kuala Lumpur,625
2021-06-30,W.P. Labuan,132
2021-06-30,W.P. Putrajaya,11
2021-07-03,Johor,158
2021-07-03,Kedah,15
2021-07-03,Kelantan,12
2021-07-03,Melaka,3
2021-07-03,Negeri Sembilan,48
2021-07-03,Pahang,12
2021-07-03,Perak,48
2021-07-03,Perlis,24
2021-07-03,Pulau Pinang,172
2021-07-03,Sabah,99
2021-07-03,Sarawak,201
2021-07-03,Selangor,746
2021-07-03,Terengganu,10
2021-07-03,W.P. Kuala Lumpur,125
2021-07-03,W.P. Labuan,8
2021-07-03,W.P. Putrajaya,2
2021-07-04,Johor,102
2021-07-04,Kedah,35
2021-07-04,Kelantan,38
2021-07-04,Melaka,13
2021-07-04,Negeri Sembilan,30
2021-07-04,Pahang,23
2021-07-04,Perak,24
2021-07-04,Perlis,0
2021-07-04,Pulau Pinang,93
2021-07-04,Sabah,60
2021-07-04,Sarawak,332
2021-07-04,Selangor,294
2021-07-04,Terengganu,10
2021-07-04,W.P. Kuala Lumpur,84
2021-07-04,W.P. Labuan,1
2021-07-04,W.P. Putrajaya,0
2021-07-05,Johor,327
2021-07-05,Kedah,209
2021-07-05,Kelantan,297
2021-07-05,Melaka,74
2021-07-05,Negeri Sembilan,188
2021-07-05,Pahang,78
2021-07-05,Perak,148
2021-07-05,Perlis,4
2021-07-05,Pulau Pinang,313
2021-07-05,Sabah,153
2021-07-05,Sarawak,750
2021-07-05,Selangor,1424
2021-07-05,Terengganu,87
2021-07-05,W.P. Kuala Lumpur,436
2021-07-05,W.P. Labuan,2
2021-07-05,W.P. Putrajaya,8
2021-07-06,Johor,355
2021-07-06,Kedah,194
2021-07-06,Kelantan,341
2021-07-06,Melaka,178
2021-07-06,Negeri Sembilan,571
2021-07-06,Pahang,99
2021-07-06,Perak,177
2021-07-06,Perlis,1
2021-07-06,Pulau Pinang,153
2021-07-06,Sabah,336
2021-07-06,Sarawak,703
2021-07-06,Selangor,1374
2021-07-06,Terengganu,117
2021-07-06,W.P. Kuala Lumpur,455
2021-07-06,W.P. Labuan,209
2021-07-06,W.P. Putrajaya,8
2021-07-07,Johor,224
2021-07-07,Kedah,198
2021-07-07,Kelantan,123
2021-07-07,Melaka,358
2021-07-07,Negeri Sembilan,788
2021-07-07,Pahang,258
2021-07-07,Perak,187
2021-07-07,Perlis,2
2021-07-07,Pulau Pinang,140
2021-07-07,Sabah,244
2021-07-07,Sarawak,289
2021-07-07,Selangor,3119
2021-07-07,Terengganu,43
2021-07-07,W.P. Kuala Lumpur,1005
2021-07-07,W.P. Labuan,93
2021-07-07,W.P. Putrajaya,26
2021-07-08,Johor,1182
2021-07-08,Kedah,1514
2021-07-08,Kelantan,930
2021-07-08,Melaka,414
2021-07-08,Negeri Sembilan,884
2021-07-08,Pahang,714
2021-07-08,Perak,774
2021-07-08,Perlis,41
2021-07-08,Pulau Pinang,959
2021-07-08,Sabah,1255
2021-07-08,Sarawak,573
2021-07-08,Selangor,7084
2021-07-08,Terengganu,425
2021-07-08,W.P. Kuala Lumpur,2450
2021-07-08,W.P. Labuan,2
2021-07-08,W.P. Putrajaya,56
2021-07-09,Johor,2174
2021-07-09,Kedah,1487
2021-07-09,Kelantan,1458
2021-07-09,Melaka,448
2021-07-09,Negeri Sembilan,229
2021-07-09,Pahang,742
2021-07-09,Perak,1197
2021-07-09,Perlis,20
2021-07-09,Pulau Pinang,1776
2021-07-09,Sabah,2107
2021-07-09,Sarawak,3200
2021-07-09,Selangor,2407
2021-07-09,Terengganu,645
2021-07-09,W.P. Kuala Lumpur,631
2021-07-09,W.P. Labuan,4
2021-07-09,W.P. Putrajaya,22
2021-07-13,Johor,406
2021-07-13,Kedah,497
2021-07-13,Kelantan,211
2021-07-13,Melaka,323
2021-07-13,Negeri Sembilan,1033
2021-07-13,Pahang,321
2021-07-13,Perak,329
2021-07-13,Perlis,0
2021-07-13,Pulau Pinang,234
2021-07-13,Sabah,239
2021-07-13,Sarawak,472
2021-07-13,Selangor,5263
2021-07-13,Terengganu,93
2021-07-13,W.P. Kuala Lumpur,1521
2021-07-13,W.P. Labuan,60
2021-07-13,W.P. Putrajaya,77
2021-07-14,Johor,396
2021-07-14,Kedah,504
2021-07-14,Kelantan,236
2021-07-14,Melaka,526
2021-07-14,Negeri Sembilan,1537
2021-07-14,Pahang,400
2021-07-14,Perak,164
2021-07-14,Perlis,3
2021-07-14,Pulau Pinang,210
2021-07-14,Sabah,286
2021-07-14,Sarawak,289
2021-07-14,Selangor,5051
2021-07-14,Terengganu,189
2021-07-14,W.P. Kuala Lumpur,1749
2021-07-14,W.P. Labuan,38
2021-07-14,W.P. Putrajaya,40
2021-07-15,Johor,599
2021-07-15,Kedah,695
2021-07-15,Kelantan,255
2021-07-15,Melaka,484
2021-07-15,Negeri Sembilan,1603
2021-07-15,Pahang,222
2021-07-15,Perak,344
2021-07-15,Perlis,3
2021-07-15,Pulau Pinang,509
2021-07-15,Sabah,370
2021-07-15,Sarawak,363
2021-07-15,Selangor,6120
2021-07-15,Terengganu,70
2021-07-15,W.P. Kuala Lumpur,1499
2021-07-15,W.P. Labuan,26
2021-07-15,W.P. Putrajaya,53
2021-07-16,Johor,609
2021-07-16,Kedah,458
2021-07-16,Kelantan,225
2021-07-16,Melaka,575
2021-07-16,Negeri Sembilan,1619
2021-07-16,Pahang,382
2021-07-16,Perak,299
2021-07-16,Perlis,7
2021-07-16,Pulau Pinang,376
2021-07-16,Sabah,326
2021-07-16,Sarawak,423
2021-07-16,Selangor,5512
2021-07-16,Terengganu,102
2021-07-16,W.P. Kuala Lumpur,1542
2021-07-16,W.P. Labuan,24
2021-07-16,W.P. Putrajaya,62
2021-07-17,Johor,625
2021-07-17,Kedah,701
2021-07-17,Kelantan,211
2021-07-17,Melaka,569
2021-07-17,Negeri Sembilan,1280
2021-07-17,Pahang,317
2021-07-17,Perak,428
2021-07-17,Perlis,1
2021-07-17,Pulau Pinang,396
2021-07-17,Sabah,647
2021-07-17,Sarawak,388
2021-07-17,Selangor,4985
2021-07-17,Terengganu,177
2021-07-17,W.P. Kuala Lumpur,1740
2021-07-17,W.P. Labuan,22
2021-07-17,W.P. Putrajaya,41
2021-07-18,Johor,808
2021-07-18,Kedah,696
2021-07-18,Kelantan,146
2021-07-18,Melaka,289
2021-07-18,Negeri Sembilan,771
2021-07-18,Pahang,369
2021-07-18,Perak,407
2021-07-18,Perlis,5
2021-07-18,Pulau Pinang,295
2021-07-18,Sabah,666
2021-07-18,Sarawak,261
2021-07-18,Selangor,4828
2021-07-18,Terengganu,123
2021-07-18,W.P. Kuala Lumpur,945
2021-07-18,W.P. Labuan,50
2021-07-18,W.P. Putrajaya,51
2021-07-19,Johor,876
2021-07-19,Kedah,705
2021-07-19,Kelantan,170
2021-07-19,Melaka,474
2021-07-19,Negeri Sembilan,1340
2021-07-19,Pahang,475
2021-07-19,Perak,324
2021-07-19,Perlis,1
2021-07-19,Pulau Pinang,426
2021-07-19,Sabah,651
2021-07-19,Sarawak,301
2021-07-19,Selangor,4404
2021-07-19,Terengganu,144
2021-07-19,W.P. Kuala Lumpur,609
2021-07-19,W.P. Labuan,24
2021-07-19,W.P. Putrajaya,48
2021-07-20,Johor,793
2021-07-20,Kedah,701
2021-07-20,Kelantan,179
2021-07-20,Melaka,309
2021-07-20,Negeri Sembilan,970
2021-07-20,Pahang,288
2021-07-20,Perak,295
2021-07-20,Perlis,2
2021-07-20,Pulau Pinang,460
2021-07-20,Sabah,657
2021-07-20,Sarawak,351
2021-07-20,Selangor,5524
2021-07-20,Terengganu,190
2021-07-20,W.P. Kuala Lumpur,1580
2021-07-20,W.P. Labuan,17
2021-07-20,W.P. Putrajaya,50
2021-07-21,Johor,644
2021-07-21,Kedah,800
2021-07-21,Kelantan,386
2021-07-21,Melaka,453
2021-07-21,Negeri Sembilan,745
2021-07-21,Pahang,603
2021-07-21,Perak,274
2021-07-21,Perlis,2
2021-07-21,Pulau Pinang,362
2021-07-21,Sabah,474
2021-07-21,Sarawak,261
2021-07-21,Selangor,5550
2021-07-21,Terengganu,171
2021-07-21,W.P. Kuala Lumpur,1174
2021-07-21,W.P. Labuan,35
2021-07-21,W.P. Putrajaya,51
2021-07-22,Johor,791
2021-07-22,Kedah,701
2021-07-22,Kelantan,240
2021-07-22,Melaka,353
2021-07-22,Negeri Sembilan,711
2021-07-22,Pahang,261
2021-07-22,Perak,284
2021-07-22,Perlis,6
2021-07-22,Pulau Pinang,371
2021-07-22,Sabah,497
2021-07-22,Sarawak,644
2021-07-22,Selangor,6049
2021-07-22,Terengganu,391
2021-07-22,W.P. Kuala Lumpur,1611
2021-07-22,W.P. Labuan,24
2021-07-22,W.P. Putrajaya,100
2021-07-23,Johor,722
2021-07-23,Kedah,937
2021-07-23,Kelantan,372
2021-07-23,Melaka,452
2021-07-23,Negeri Sembilan,682
2021-07-23,Pahang,457
2021-07-23,Perak,415
2021-07-23,Perlis,3
2021-07-23,Pulau Pinang,530
2021-07-23,Sabah,516
2021-07-23,Sarawak,461
2021-07-23,Selangor,7672
2021-07-23,Terengganu,229
2021-07-23,W.P. Kuala Lumpur,2063
2021-07-23,W.P. Labuan,21
2021-07-23,W.P. Putrajaya,41
2021-07-24,Johor,804
2021-07-24,Kedah,867
2021-07-24,Kelantan,502
2021-07-24,Melaka,631
2021-07-24,Negeri Sembilan,625
2021-07-24,Pahang,406
2021-07-24,Perak,469
2021-07-24,Perlis,7
2021-07-24,Pulau Pinang,505
2021-07-24,Sabah,712
2021-07-24,Sarawak,261
2021-07-24,Selangor,7351
2021-07-24,Terengganu,267
2021-07-24,W.P. Kuala Lumpur,2406
2021-07-24,W.P. Labuan,30
2021-07-24,W.P. Putrajaya,59
2021-07-25,Johor,950
2021-07-25,Kedah,1216
2021-07-25,Kelantan,266
2021-07-25,Melaka,370
2021-07-25,Negeri Sembilan,513
2021-07-25,Pahang,424
2021-07-25,Perak,609
2021-07-25,Perlis,10
2021-07-25,Pulau Pinang,573
2021-07-25,Sabah,818
2021-07-25,Sarawak,407
2021-07-25,Selangor,8500
2021-07-25,Terengganu,273
2021-07-25,W.P. Kuala Lumpur,2045
2021-07-25,W.P. Labuan,21
2021-07-25,W.P. Putrajaya,50
2021-07-26,Johor,1449
2021-07-26,Kedah,1160
2021-07-26,Kelantan,346
2021-07-26,Melaka,373
2021-07-26,Negeri Sembilan,452
2021-07-26,Pahang,386
2021-07-26,Perak,590
2021-07-26,Perlis,2
2021-07-26,Pulau Pinang,402
2021-07-26,Sabah,720
2021-07-26,Sarawak,356
2021-07-26,Selangor,6508
2021-07-26,Terengganu,245
2021-07-26,W.P. Kuala Lumpur,1425
2021-07-26,W.P. Labuan,8
2021-07-26,W.P. Putrajaya,94
2021-07-27,Johor,907
2021-07-27,Kedah,1000
2021-07-27,Kelantan,592
2021-07-27,Melaka,674
2021-07-27,Negeri Sembilan,669
2021-07-27,Pahang,403
2021-07-27,Perak,583
2021-07-27,Perlis,2
2021-07-27,Pulau Pinang,618
2021-07-27,Sabah,741
2021-07-27,Sarawak,405
2021-07-27,Selangor,6616
2021-07-27,Terengganu,317
2021-07-27,W.P. Kuala Lumpur,2457
2021-07-27,W.P. Labuan,11
2021-07-27,W.P. Putrajaya,122
2021-07-28,Johor,767
2021-07-28,Kedah,1112
2021-07-28,Kelantan,532
2021-07-28,Melaka,531
2021-07-28,Negeri Sembilan,863
2021-07-28,Pahang,429
2021-07-28,Perak,406
2021-07-28,Perlis,3
2021-07-28,Pulau Pinang,760
2021-07-28,Sabah,913
2021-07-28,Sarawak,464
2021-07-28,Selangor,7171
2021-07-28,Terengganu,490
