date,state,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used
1/1/2021,Johor,51,32,83,43,96,63,30,1,25,19,1,0,46,0
1/1/2021,Kedah,33,0,33,21,63,31,9,0,12,3,0,0,37,0
1/1/2021,Kelantan,47,26,73,27,62,32,3,0,37,0,0,0,53,0
1/1/2021,Melaka,52,0,52,12,54,7,5,2,37,2,2,0,34,0
1/1/2021,Negeri Sembilan,22,0,22,11,62,22,1,0,7,0,0,0,25,0
1/1/2021,Pahang,47,6,53,39,62,21,1,0,30,0,0,0,47,0
1/1/2021,Perak,70,0,70,52,96,59,9,0,48,1,0,0,88,0
1/1/2021,Perlis,13,0,13,4,20,12,0,0,8,0,0,0,14,0
1/1/2021,Pulau Pinang,30,11,41,13,35,22,10,0,16,4,0,0,32,0
1/1/2021,Sabah,70,64,134,115,111,82,59,1,13,16,1,0,56,0
1/1/2021,Sarawak,49,22,71,26,78,91,0,0,52,0,0,0,61,0
1/1/2021,Selangor,42,18,60,60,92,48,49,0,0,33,0,0,33,0
1/1/2021,Terengganu,23,0,23,12,41,16,1,0,18,0,0,0,24,0
1/1/2021,W.P. Kuala Lumpur,61,82,143,26,169,25,13,3,30,4,3,0,34,0
1/1/2021,W.P. Labuan,5,5,10,5,6,5,2,0,0,2,0,0,2,0
2/1/2021,Johor,51,32,83,43,96,63,31,1,26,20,1,0,55,0
2/1/2021,Kedah,33,0,33,21,63,31,8,1,10,3,1,0,37,0
2/1/2021,Kelantan,47,26,73,27,62,32,5,0,34,0,0,0,42,0
2/1/2021,Melaka,52,0,52,12,54,7,5,2,38,2,2,0,35,0
2/1/2021,Negeri Sembilan,22,0,22,11,62,22,0,0,10,0,0,0,32,0
2/1/2021,Pahang,47,6,53,39,62,21,3,0,21,1,0,0,45,0
2/1/2021,Perak,70,0,70,52,96,59,10,0,50,2,0,0,88,0
2/1/2021,Perlis,13,0,13,4,20,12,0,0,8,0,0,0,17,0
2/1/2021,Pulau Pinang,30,11,41,13,35,22,12,0,14,6,0,0,29,0
2/1/2021,Sabah,70,64,134,115,111,82,55,1,17,14,1,0,51,0
2/1/2021,Sarawak,49,22,71,26,78,91,0,0,47,0,0,0,60,0
2/1/2021,Selangor,42,18,60,60,92,48,47,0,0,28,0,0,28,0
2/1/2021,Terengganu,23,0,23,12,41,16,1,0,18,0,0,0,25,0
2/1/2021,W.P. Kuala Lumpur,61,82,143,26,169,25,15,8,23,5,8,0,39,0
2/1/2021,W.P. Labuan,5,5,10,5,6,5,3,0,1,3,0,0,3,0
3/1/2021,Johor,51,32,83,43,96,63,32,1,27,20,1,0,59,0
3/1/2021,Kedah,33,0,33,21,63,31,8,1,11,2,1,0,39,0
3/1/2021,Kelantan,47,26,73,27,62,32,9,0,30,0,0,0,47,0
3/1/2021,Melaka,52,0,52,12,54,7,4,3,42,2,3,0,35,0
3/1/2021,Negeri Sembilan,22,0,22,11,62,22,2,0,7,2,0,0,20,0
3/1/2021,Pahang,47,6,53,39,62,21,3,0,20,0,0,0,40,0
3/1/2021,Perak,70,0,70,52,96,59,9,0,46,2,0,0,87,0
3/1/2021,Perlis,13,0,13,4,20,12,0,0,4,0,0,0,12,0
3/1/2021,Pulau Pinang,30,11,41,13,35,22,11,1,14,6,0,0,27,0
3/1/2021,Sabah,70,64,134,115,111,82,55,1,22,16,1,0,50,0
3/1/2021,Sarawak,49,22,71,26,78,91,0,0,50,0,0,0,72,0
3/1/2021,Selangor,42,18,60,60,92,48,50,0,0,32,0,0,32,0
3/1/2021,Terengganu,23,0,23,12,41,16,0,0,17,0,0,0,23,0
3/1/2021,W.P. Kuala Lumpur,61,82,143,26,169,25,16,7,27,7,7,0,37,0
3/1/2021,W.P. Labuan,5,5,10,5,6,5,3,0,1,0,0,0,3,0
4/1/2021,Johor,51,32,83,43,96,63,34,1,27,25,1,0,68,0
4/1/2021,Kedah,33,0,33,21,63,31,9,2,11,2,1,0,47,0
4/1/2021,Kelantan,47,26,73,27,62,32,6,0,32,0,0,0,41,0
4/1/2021,Melaka,52,0,52,12,54,7,3,2,45,2,2,0,34,0
4/1/2021,Negeri Sembilan,22,0,22,11,62,22,2,0,6,2,0,0,20,0
4/1/2021,Pahang,47,6,53,39,62,21,1,0,22,0,0,0,40,0
4/1/2021,Perak,70,0,70,52,96,59,8,0,45,2,0,0,82,0
4/1/2021,Perlis,13,0,13,4,20,12,0,0,5,0,0,0,10,0
4/1/2021,Pulau Pinang,30,11,41,13,35,22,10,0,14,7,0,0,28,0
4/1/2021,Sabah,70,64,134,115,111,82,52,1,21,15,1,0,52,0
4/1/2021,Sarawak,49,22,71,26,78,91,0,0,48,0,0,0,68,0
4/1/2021,Selangor,42,18,60,60,92,48,50,0,0,34,0,0,34,0
4/1/2021,Terengganu,23,0,23,12,41,16,0,0,20,0,0,0,24,0
4/1/2021,W.P. Kuala Lumpur,61,82,143,26,169,25,19,7,19,8,7,0,36,0
4/1/2021,W.P. Labuan,5,5,10,5,6,5,3,0,1,2,0,0,4,0
5/1/2021,Johor,51,32,83,43,96,63,25,1,28,21,1,0,59,0
5/1/2021,Kedah,33,0,33,21,63,31,10,0,1,3,0,0,51,0
5/1/2021,Kelantan,47,26,73,27,62,32,8,0,29,1,0,0,43,0
5/1/2021,Melaka,52,0,52,12,54,7,4,0,44,3,0,0,36,0
5/1/2021,Negeri Sembilan,22,0,22,11,62,22,2,0,6,2,0,0,24,0
5/1/2021,Pahang,47,6,53,39,62,21,3,0,25,0,0,0,37,0
5/1/2021,Perak,70,0,70,52,96,59,10,0,41,3,0,0,76,0
5/1/2021,Perlis,13,0,13,4,20,12,0,0,9,0,0,0,17,0
5/1/2021,Pulau Pinang,30,11,41,13,35,22,11,0,14,7,0,0,28,0
5/1/2021,Sabah,70,64,134,115,111,82,55,2,16,16,2,0,57,0
5/1/2021,Sarawak,49,22,71,26,78,91,0,0,57,0,0,0,71,0
5/1/2021,Selangor,42,18,60,60,92,48,50,0,0,33,0,0,33,0
5/1/2021,Terengganu,23,0,23,12,41,16,0,0,18,0,0,0,22,0
5/1/2021,W.P. Kuala Lumpur,61,82,143,26,169,25,18,8,16,9,8,0,34,0
5/1/2021,W.P. Labuan,5,5,10,5,6,5,2,0,3,2,0,0,5,0
6/1/2021,Johor,51,32,83,43,96,63,37,1,19,29,1,0,72,0
6/1/2021,Kedah,33,0,33,21,63,31,9,0,14,3,0,0,52,0
6/1/2021,Kelantan,47,26,73,27,62,32,8,0,28,1,0,0,42,0
6/1/2021,Melaka,52,0,52,12,54,7,4,2,38,2,2,0,33,0
6/1/2021,Negeri Sembilan,22,0,22,11,62,22,2,0,5,2,0,0,21,0
6/1/2021,Pahang,47,6,53,39,62,21,6,0,23,2,0,0,40,0
6/1/2021,Perak,70,0,70,29,96,59,10,0,48,4,0,0,80,0
6/1/2021,Perlis,13,0,13,4,20,12,0,0,6,0,0,0,11,0
6/1/2021,Pulau Pinang,30,11,41,13,35,22,12,0,13,5,0,0,28,0
6/1/2021,Sabah,70,64,134,115,111,82,60,2,26,19,2,0,57,0
6/1/2021,Sarawak,49,22,71,26,78,91,0,0,52,0,0,0,61,0
6/1/2021,Selangor,42,18,60,60,92,48,50,0,0,36,0,0,36,0
6/1/2021,Terengganu,23,0,23,12,41,16,1,0,17,0,0,0,25,0
6/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,20,7,16,12,7,0,33,0
6/1/2021,W.P. Labuan,5,5,10,5,6,5,2,0,5,2,0,0,7,0
6/1/2021,W.P. Putrajaya,11,9,20,8,28,6,9,0,4,3,0,0,0,0
7/1/2021,Johor,51,32,83,43,96,63,36,0,21,31,0,0,72,0
7/1/2021,Kedah,33,0,33,21,63,31,9,1,13,3,1,0,51,0
7/1/2021,Kelantan,47,26,73,27,62,32,7,0,26,1,0,0,38,0
7/1/2021,Melaka,52,0,52,12,54,7,4,2,41,2,2,0,33,0
7/1/2021,Negeri Sembilan,22,0,22,11,62,22,3,0,6,2,0,0,22,0
7/1/2021,Pahang,47,6,53,39,62,21,4,0,26,2,0,0,48,0
7/1/2021,Perak,70,0,70,29,96,59,10,0,44,4,0,0,79,0
7/1/2021,Perlis,13,0,13,4,20,12,0,0,8,0,0,0,15,0
7/1/2021,Pulau Pinang,30,11,41,13,35,22,12,0,14,3,0,0,24,0
7/1/2021,Sabah,70,64,134,115,111,82,62,1,21,15,1,0,62,0
7/1/2021,Sarawak,49,22,71,26,78,91,0,0,55,0,0,0,70,0
7/1/2021,Selangor,42,18,60,60,92,48,52,0,0,34,0,0,34,0
7/1/2021,Terengganu,23,0,23,12,41,16,1,0,19,0,0,0,30,0
7/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,18,0,25,12,0,0,32,0
7/1/2021,W.P. Labuan,5,5,10,5,6,5,2,0,5,2,0,0,6,0
7/1/2021,W.P. Putrajaya,11,9,20,8,28,6,10,0,6,10,0,0,0,0
8/1/2021,Johor,51,32,83,43,96,63,34,0,23,28,0,0,69,0
8/1/2021,Kedah,33,0,33,21,63,31,11,0,14,3,0,0,53,0
8/1/2021,Kelantan,47,26,73,27,62,32,7,0,27,1,0,0,42,0
8/1/2021,Melaka,42,10,52,12,54,7,5,2,41,3,2,0,36,0
8/1/2021,Negeri Sembilan,22,0,22,11,62,22,2,0,7,1,0,0,23,0
8/1/2021,Pahang,47,6,53,39,62,21,4,0,25,3,0,0,42,0
8/1/2021,Perak,70,0,70,29,96,59,9,0,48,3,0,0,81,0
8/1/2021,Perlis,13,0,13,4,20,12,0,0,8,0,0,0,15,0
8/1/2021,Pulau Pinang,30,11,41,13,35,22,13,0,12,6,0,0,28,0
8/1/2021,Sabah,70,64,134,115,111,82,68,2,14,19,2,0,64,0
8/1/2021,Sarawak,49,22,71,26,78,91,0,0,55,0,0,0,67,0
8/1/2021,Selangor,42,18,60,60,92,48,52,0,0,36,0,0,36,0
8/1/2021,Terengganu,23,0,23,12,41,16,1,0,14,0,0,0,25,0
8/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,22,5,18,9,5,0,42,0
8/1/2021,W.P. Labuan,5,5,10,5,6,5,2,0,5,2,0,0,7,0
8/1/2021,W.P. Putrajaya,14,12,26,20,28,6,17,0,17,21,0,3,0,0
9/1/2021,Johor,51,32,83,43,96,63,39,0,19,29,0,0,69,0
9/1/2021,Kedah,33,0,33,21,63,31,12,0,14,4,0,0,56,0
9/1/2021,Kelantan,47,26,73,27,62,32,7,0,28,1,0,0,45,0
9/1/2021,Melaka,42,10,52,12,54,7,5,7,31,3,2,0,35,0
9/1/2021,Negeri Sembilan,22,0,22,11,62,22,3,0,6,2,0,0,27,0
9/1/2021,Pahang,47,6,53,39,62,21,5,0,24,4,0,0,35,0
9/1/2021,Perak,70,0,70,29,96,59,9,0,52,3,0,0,83,0
9/1/2021,Perlis,13,0,13,4,20,12,0,0,6,0,0,0,13,0
9/1/2021,Pulau Pinang,30,11,41,13,35,22,14,0,12,6,0,0,29,0
9/1/2021,Sabah,70,64,134,115,111,82,67,2,15,18,2,0,67,0
9/1/2021,Sarawak,49,22,71,26,78,91,0,0,52,0,0,0,71,0
9/1/2021,Selangor,42,18,60,60,92,48,52,0,0,35,0,0,35,0
9/1/2021,Terengganu,23,0,23,12,41,16,0,0,16,0,0,0,27,0
9/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,17,3,20,9,3,0,34,0
9/1/2021,W.P. Labuan,5,5,10,5,6,5,2,0,5,2,0,0,7,0
9/1/2021,W.P. Putrajaya,14,12,26,20,28,6,14,1,9,10,1,6,0,0
10/1/2021,Johor,51,32,83,43,96,63,41,0,16,29,0,0,61,0
10/1/2021,Kedah,33,0,33,21,63,31,13,0,11,4,0,0,56,0
10/1/2021,Kelantan,47,26,73,27,62,32,7,0,30,1,0,0,60,0
10/1/2021,Melaka,42,10,52,12,54,7,6,2,37,3,2,0,30,0
10/1/2021,Negeri Sembilan,22,0,22,11,62,22,3,0,7,2,0,0,28,0
10/1/2021,Pahang,47,6,53,39,62,21,5,0,21,4,0,0,32,0
10/1/2021,Perak,70,0,70,29,96,59,9,1,49,6,1,0,88,0
10/1/2021,Perlis,13,0,13,4,20,12,1,0,6,0,0,0,14,0
10/1/2021,Pulau Pinang,30,11,41,13,35,22,13,0,11,6,0,0,26,0
10/1/2021,Sabah,70,64,134,115,111,82,67,1,24,14,1,0,54,0
10/1/2021,Sarawak,49,22,71,26,78,91,0,0,53,0,0,0,59,0
10/1/2021,Selangor,42,18,60,60,92,48,52,0,0,40,0,0,40,0
10/1/2021,Terengganu,23,0,23,12,41,16,1,0,19,0,0,0,35,0
10/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,19,4,19,9,4,0,33,0
10/1/2021,W.P. Labuan,5,5,10,5,6,5,3,0,4,3,0,0,6,0
11/1/2021,Johor,51,32,83,43,96,63,40,0,20,30,0,0,69,0
11/1/2021,Kedah,33,0,33,21,63,31,14,0,12,4,0,0,51,0
11/1/2021,Kelantan,47,26,73,27,62,32,8,0,23,0,0,0,41,0
11/1/2021,Melaka,42,10,52,12,54,7,8,2,36,3,2,0,32,0
11/1/2021,Negeri Sembilan,22,0,22,11,62,22,3,0,7,2,0,0,27,0
11/1/2021,Pahang,47,6,53,39,62,21,6,0,20,5,0,0,40,0
11/1/2021,Perak,70,0,70,29,96,59,12,0,49,7,0,0,92,0
11/1/2021,Perlis,13,0,13,4,20,12,4,0,5,0,0,0,15,0
11/1/2021,Pulau Pinang,30,13,43,15,35,22,14,0,13,5,0,0,27,0
11/1/2021,Sabah,70,64,134,115,111,82,69,1,25,16,1,0,54,0
11/1/2021,Sarawak,49,22,71,26,78,91,1,0,51,1,0,0,53,0
11/1/2021,Selangor,42,18,60,60,92,48,52,0,0,36,0,0,36,0
11/1/2021,Terengganu,23,0,23,12,41,16,1,0,18,0,0,0,30,0
11/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,20,4,21,8,4,0,40,0
11/1/2021,W.P. Labuan,5,5,10,5,6,5,3,0,4,3,0,0,7,0
12/1/2021,Johor,51,32,83,43,96,63,39,1,20,28,1,0,53,0
12/1/2021,Kedah,33,0,33,21,63,31,14,0,9,6,0,0,52,0
12/1/2021,Kelantan,47,26,73,27,62,32,9,0,24,0,0,0,36,0
12/1/2021,Melaka,42,10,52,12,54,7,10,3,35,3,3,0,36,0
12/1/2021,Negeri Sembilan,22,0,22,11,62,22,3,0,6,3,0,0,26,0
12/1/2021,Pahang,47,6,53,39,62,21,5,0,20,4,0,0,33,0
12/1/2021,Perak,70,0,70,29,96,59,14,0,47,8,0,0,94,0
12/1/2021,Perlis,13,0,13,4,20,12,4,0,5,0,0,0,16,0
12/1/2021,Pulau Pinang,30,13,43,15,35,22,15,0,12,6,0,0,29,0
12/1/2021,Sabah,70,64,134,115,111,82,68,2,16,20,2,0,68,0
12/1/2021,Sarawak,49,22,71,26,78,91,5,0,40,2,0,0,56,0
12/1/2021,Selangor,42,18,60,60,92,48,53,0,0,27,0,0,27,0
12/1/2021,Terengganu,23,0,23,12,41,16,1,0,18,1,0,0,30,0
12/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,22,1,24,10,1,0,40,0
12/1/2021,W.P. Labuan,5,5,10,5,6,5,3,0,4,3,0,0,7,0
13/1/2021,Johor,49,32,81,46,96,63,37,0,21,25,0,0,68,0
13/1/2021,Kedah,33,0,33,21,63,31,15,0,9,7,0,0,55,0
13/1/2021,Kelantan,47,26,73,27,62,32,13,0,25,1,0,0,36,0
13/1/2021,Melaka,42,10,52,12,54,7,10,3,34,3,3,0,41,0
13/1/2021,Negeri Sembilan,22,0,22,11,62,22,3,0,6,3,0,0,32,0
13/1/2021,Pahang,47,6,53,39,62,21,5,0,22,4,0,0,33,0
13/1/2021,Perak,70,0,70,29,96,59,15,0,45,8,0,0,91,0
13/1/2021,Perlis,13,0,13,4,20,12,4,0,6,0,0,0,19,0
13/1/2021,Pulau Pinang,30,13,43,15,35,22,13,0,13,5,0,0,23,0
13/1/2021,Sabah,70,64,134,115,111,82,74,2,19,22,2,0,74,0
13/1/2021,Sarawak,49,22,71,26,78,91,7,0,45,2,0,0,63,0
13/1/2021,Selangor,42,18,60,60,92,48,55,0,0,30,0,0,30,0
13/1/2021,Terengganu,23,0,23,12,41,16,1,0,17,1,0,0,29,0
13/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,20,2,20,9,2,0,34,0
13/1/2021,W.P. Labuan,5,5,10,5,6,5,3,0,5,3,0,0,8,0
14/1/2021,Johor,49,32,81,46,96,63,40,0,17,26,0,0,69,0
14/1/2021,Kedah,33,0,33,21,63,31,17,0,8,8,0,0,54,0
14/1/2021,Kelantan,47,26,73,27,62,32,12,0,28,1,0,0,51,0
14/1/2021,Melaka,42,10,52,12,54,7,10,0,43,4,0,0,38,0
14/1/2021,Negeri Sembilan,22,0,22,11,62,22,3,0,4,2,0,0,22,0
14/1/2021,Pahang,47,6,53,39,62,21,5,0,23,4,0,0,39,0
14/1/2021,Perak,70,0,70,29,96,59,15,0,44,10,0,0,90,0
14/1/2021,Perlis,13,0,13,4,20,12,4,0,5,0,0,0,14,0
14/1/2021,Pulau Pinang,30,13,43,15,35,22,13,0,13,6,0,0,29,0
14/1/2021,Sabah,70,64,134,115,111,82,73,1,30,19,1,0,69,0
14/1/2021,Sarawak,49,22,71,26,78,91,7,0,39,2,0,0,62,0
14/1/2021,Selangor,42,18,60,60,92,48,55,0,0,31,0,0,31,0
14/1/2021,Terengganu,23,0,23,12,41,16,2,0,17,1,0,0,30,0
14/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,21,0,23,10,0,0,33,0
14/1/2021,W.P. Labuan,5,5,10,5,6,5,4,0,5,3,0,0,8,0
15/1/2021,Johor,49,32,81,46,96,63,42,0,19,31,0,0,65,0
15/1/2021,Kedah,51,0,51,29,93,46,20,0,20,9,0,0,84,0
15/1/2021,Kelantan,47,26,73,27,62,32,13,0,25,1,0,0,45,0
15/1/2021,Melaka,42,10,52,12,54,7,10,1,36,3,1,0,32,0
15/1/2021,Negeri Sembilan,22,0,22,11,62,22,3,0,3,3,0,0,25,0
15/1/2021,Pahang,47,6,53,39,62,21,6,0,24,3,0,0,41,0
15/1/2021,Perak,70,0,70,29,96,59,16,0,43,10,0,0,89,0
15/1/2021,Perlis,13,0,13,4,20,12,2,0,9,0,0,0,19,0
15/1/2021,Pulau Pinang,28,15,43,21,35,22,14,0,13,4,0,0,27,0
15/1/2021,Sabah,70,64,134,115,111,82,75,1,31,18,1,0,70,0
15/1/2021,Sarawak,49,22,71,26,78,91,9,0,39,3,0,0,62,0
15/1/2021,Selangor,42,18,60,60,92,48,55,0,0,31,0,0,31,0
15/1/2021,Terengganu,23,0,23,12,41,16,2,0,15,2,0,0,22,0
15/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,22,1,23,11,1,0,31,0
15/1/2021,W.P. Labuan,5,5,10,5,6,5,3,0,5,3,0,0,5,0
16/1/2021,Johor,49,32,81,46,96,63,42,0,18,29,0,0,65,0
16/1/2021,Kedah,51,0,51,29,93,46,22,0,19,11,0,0,89,0
16/1/2021,Kelantan,47,26,73,27,62,32,13,0,29,2,0,0,41,0
16/1/2021,Melaka,42,10,52,12,54,7,9,2,34,3,2,0,40,0
16/1/2021,Negeri Sembilan,22,0,22,11,62,22,4,0,6,3,0,0,15,0
16/1/2021,Pahang,47,6,53,39,62,21,20,0,14,4,0,0,48,0
16/1/2021,Perak,70,0,70,29,96,59,16,0,45,9,0,0,95,0
16/1/2021,Perlis,13,0,13,4,20,12,2,0,9,0,0,0,19,0
16/1/2021,Pulau Pinang,28,15,43,21,35,22,14,0,13,4,0,0,27,0
16/1/2021,Sabah,70,64,134,115,111,82,77,0,13,19,1,0,72,0
16/1/2021,Sarawak,49,22,71,26,78,91,14,2,38,4,2,0,59,0
16/1/2021,Selangor,42,18,60,60,92,48,55,0,0,31,0,0,31,0
16/1/2021,Terengganu,23,0,23,12,41,16,1,0,16,1,0,0,26,0
16/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,25,1,20,13,1,0,35,0
16/1/2021,W.P. Labuan,5,5,10,5,6,5,4,0,5,4,0,0,8,0
17/1/2021,Johor,93,32,125,46,167,75,46,0,41,33,0,0,121,0
17/1/2021,Kedah,51,0,51,29,93,46,24,0,21,11,0,0,92,0
17/1/2021,Kelantan,47,26,73,27,62,32,13,0,27,2,0,0,39,0
17/1/2021,Melaka,42,10,52,12,54,7,10,2,39,3,2,0,40,0
17/1/2021,Negeri Sembilan,22,0,22,11,62,22,4,0,8,3,0,0,24,0
17/1/2021,Pahang,47,6,53,39,62,21,7,0,26,5,0,0,43,0
17/1/2021,Perak,70,0,70,29,96,59,19,0,41,9,0,0,92,0
17/1/2021,Perlis,13,0,13,4,20,12,2,0,7,0,0,0,16,0
17/1/2021,Pulau Pinang,28,15,43,21,35,22,14,0,12,4,0,0,25,0
17/1/2021,Sabah,70,64,134,115,111,82,84,1,12,21,1,0,70,0
17/1/2021,Sarawak,49,22,71,26,78,91,10,2,39,2,2,0,63,0
17/1/2021,Selangor,42,18,60,60,92,48,57,0,0,29,0,0,29,0
17/1/2021,Terengganu,23,0,23,12,41,16,2,0,17,0,0,0,39,0
17/1/2021,W.P. Kuala Lumpur,52,11,63,26,169,25,30,1,12,12,1,0,32,0
17/1/2021,W.P. Labuan,5,5,10,5,6,5,4,0,4,4,0,0,7,0
18/1/2021,Johor,70,40,110,65,152,91,52,0,34,40,0,0,125,0
18/1/2021,Kedah,51,10,61,39,93,46,29,0,18,15,0,0,96,0
18/1/2021,Kelantan,47,26,73,27,62,32,9,0,30,2,0,0,50,0
18/1/2021,Melaka,42,10,52,12,54,7,9,2,40,3,2,0,40,0
18/1/2021,Negeri Sembilan,22,0,22,11,62,22,4,0,5,3,0,0,27,0
18/1/2021,Pahang,47,6,53,39,62,21,7,0,25,5,0,0,51,0
18/1/2021,Perak,70,0,70,29,96,59,17,0,41,10,0,0,83,0
18/1/2021,Perlis,13,0,13,4,20,12,3,0,7,0,0,0,18,0
18/1/2021,Pulau Pinang,28,15,43,21,35,22,14,0,11,4,0,0,27,0
18/1/2021,Sabah,70,64,134,115,111,82,91,3,12,23,3,0,75,0
18/1/2021,Sarawak,47,22,69,36,87,94,14,1,42,3,1,0,66,0
18/1/2021,Selangor,71,29,100,71,119,83,60,0,17,34,0,0,68,0
18/1/2021,Terengganu,23,0,23,12,41,16,2,0,15,0,0,0,31,0
18/1/2021,W.P. Kuala Lumpur,52,15,67,33,169,25,35,0,10,12,0,0,30,0
18/1/2021,W.P. Labuan,5,5,10,5,6,5,3,0,4,3,0,0,7,0
19/1/2021,Johor,70,40,110,65,154,94,54,0,35,40,0,0,118,0
19/1/2021,Kedah,51,10,61,39,93,46,32,1,15,14,0,0,89,0
19/1/2021,Kelantan,47,26,73,27,62,32,7,0,29,2,0,0,48,0
19/1/2021,Melaka,42,10,52,12,54,7,9,2,36,3,2,0,33,0
19/1/2021,Negeri Sembilan,22,0,22,11,62,22,4,0,4,3,0,0,25,0
19/1/2021,Pahang,47,6,53,39,62,21,6,0,29,4,0,0,42,0
19/1/2021,Perak,68,2,70,30,96,59,18,0,39,10,0,0,82,0
19/1/2021,Perlis,13,0,13,4,20,12,3,1,8,0,0,0,16,0
19/1/2021,Pulau Pinang,28,15,43,21,35,22,15,0,12,5,0,0,26,0
19/1/2021,Sabah,70,64,134,115,111,82,80,3,13,21,3,0,73,0
19/1/2021,Sarawak,47,22,69,36,87,94,21,0,39,4,0,0,68,0
19/1/2021,Selangor,91,61,152,83,159,85,70,0,31,37,0,0,76,0
19/1/2021,Terengganu,23,0,23,12,41,16,2,0,16,1,0,0,24,0
19/1/2021,W.P. Kuala Lumpur,52,15,67,33,169,25,29,1,18,15,1,0,34,0
19/1/2021,W.P. Labuan,5,5,10,5,6,5,3,0,5,3,0,0,8,0
20/1/2021,Johor,70,40,110,65,154,94,52,0,33,37,0,0,113,0
20/1/2021,Kedah,51,10,61,39,93,46,33,1,17,13,0,0,90,0
20/1/2021,Kelantan,47,26,73,27,62,32,10,0,31,3,0,0,46,0
20/1/2021,Melaka,42,10,52,12,54,7,8,2,38,3,2,0,38,0
20/1/2021,Negeri Sembilan,22,0,22,11,62,22,3,0,7,3,0,0,27,0
20/1/2021,Pahang,47,6,53,39,62,21,6,0,24,3,0,0,45,0
20/1/2021,Perak,68,2,70,30,96,59,19,1,42,10,1,0,83,0
20/1/2021,Perlis,13,2,15,6,20,12,5,0,6,0,0,0,14,0
20/1/2021,Pulau Pinang,28,15,43,21,35,22,15,0,11,5,0,0,26,0
20/1/2021,Sabah,67,64,131,112,111,82,84,3,12,14,3,0,64,0
20/1/2021,Sarawak,47,22,69,36,87,94,19,0,40,5,0,0,68,0
20/1/2021,Selangor,141,65,206,99,208,108,76,0,43,40,0,0,107,0
20/1/2021,Terengganu,23,0,23,12,41,16,1,0,14,0,0,0,29,0
20/1/2021,W.P. Kuala Lumpur,52,15,67,33,169,25,30,4,17,14,4,0,37,0
20/1/2021,W.P. Labuan,5,5,10,5,6,5,2,0,5,2,0,0,8,0
21/1/2021,Johor,70,40,110,65,154,94,54,0,35,41,0,0,111,0
21/1/2021,Kedah,51,10,61,39,93,46,30,0,18,11,0,0,96,0
21/1/2021,Kelantan,47,26,73,27,62,32,10,0,33,4,0,0,47,0
21/1/2021,Melaka,42,10,52,17,59,7,8,1,43,5,1,0,47,0
21/1/2021,Negeri Sembilan,22,0,22,11,62,22,4,0,6,4,0,0,27,0
21/1/2021,Pahang,47,6,53,39,62,21,3,0,27,2,0,0,46,0
21/1/2021,Perak,68,2,70,30,96,59,17,1,38,9,1,0,84,0
21/1/2021,Perlis,13,2,15,6,20,12,4,0,5,0,0,0,12,0
21/1/2021,Pulau Pinang,28,15,43,21,35,22,15,0,10,6,0,0,26,0
21/1/2021,Sabah,67,64,131,112,111,82,80,2,19,16,2,0,67,0
21/1/2021,Sarawak,47,22,69,36,87,94,23,0,31,4,0,0,74,0
21/1/2021,Selangor,148,74,222,104,231,115,83,0,61,46,0,0,124,0
21/1/2021,Terengganu,23,0,23,12,41,16,1,0,12,0,0,0,27,0
21/1/2021,W.P. Kuala Lumpur,52,15,67,33,169,25,32,4,15,15,4,0,37,0
21/1/2021,W.P. Labuan,5,5,10,5,6,5,2,0,5,2,0,0,7,0
22/1/2021,Johor,70,40,110,65,154,94,52,2,25,41,2,0,107,0
22/1/2021,Kedah,51,10,61,39,93,46,32,1,17,12,0,0,81,0
22/1/2021,Kelantan,47,26,73,27,62,32,13,0,33,4,0,0,45,0
22/1/2021,Melaka,42,10,52,17,59,7,8,4,32,5,4,0,42,0
22/1/2021,Negeri Sembilan,20,27,47,17,62,22,16,0,8,10,0,0,30,0
22/1/2021,Pahang,47,6,53,39,62,21,5,0,26,5,0,0,46,0
22/1/2021,Perak,68,2,70,30,96,59,16,0,36,10,0,0,82,0
22/1/2021,Perlis,13,2,15,6,20,12,2,0,8,0,0,0,15,0
22/1/2021,Pulau Pinang,28,15,43,21,35,22,16,0,11,7,0,0,22,0
22/1/2021,Sabah,67,64,131,112,111,82,81,0,16,17,0,0,70,0
22/1/2021,Sarawak,47,22,69,36,87,94,24,2,34,3,2,0,61,0
22/1/2021,Selangor,148,74,222,104,231,115,85,0,56,47,0,0,137,0
22/1/2021,Terengganu,23,0,23,12,41,16,1,0,12,0,0,0,25,0
22/1/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,33,2,16,18,2,0,38,0
22/1/2021,W.P. Labuan,5,5,10,5,6,5,2,0,5,2,0,0,7,0
