date,state,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used
8/3/2021,Johor,80,38,118,65,154,94,25,0,47,15,0,0,95,0
8/3/2021,Kedah,51,10,61,21,93,46,6,0,26,3,0,0,53,0
8/3/2021,Kelantan,79,45,124,23,107,37,3,0,51,2,0,0,63,0
8/3/2021,Melaka,22,31,53,17,59,7,3,0,27,0,0,0,20,0
8/3/2021,Negeri Sembilan,20,27,47,20,62,22,6,0,21,6,0,0,38,0
8/3/2021,Pahang,47,6,53,39,62,21,2,0,25,1,0,0,39,0
8/3/2021,Perak,68,4,72,34,96,67,6,1,47,3,1,0,79,0
8/3/2021,Perlis,13,2,15,6,20,12,0,0,8,0,0,0,10,0
8/3/2021,Pulau Pinang,28,15,43,22,35,22,8,0,15,3,0,0,23,0
8/3/2021,Sabah,71,54,125,96,111,82,25,2,16,11,2,0,49,0
8/3/2021,Sarawak,48,39,87,49,87,94,42,0,32,15,0,0,91,0
8/3/2021,Selangor,152,76,228,115,231,115,56,0,77,35,0,0,135,0
8/3/2021,Terengganu,20,0,20,4,41,16,3,0,12,2,0,0,27,0
8/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,10,1,31,6,1,0,39,0
8/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,4,0,0,0,3,0
8/3/2021,W.P. Putrajaya,14,12,26,20,28,6,17,0,5,15,0,5,0,0
9/3/2021,Johor,80,38,118,65,154,94,21,0,50,12,0,0,96,0
9/3/2021,Kedah,51,10,61,21,93,46,5,0,28,3,0,0,60,0
9/3/2021,Kelantan,79,45,124,23,107,37,2,0,57,1,0,0,76,0
9/3/2021,Melaka,22,31,53,17,59,7,2,1,36,1,1,0,35,0
9/3/2021,Negeri Sembilan,20,27,47,20,62,22,6,0,21,4,0,0,27,0
9/3/2021,Pahang,47,6,53,39,62,21,2,0,24,1,0,0,41,0
9/3/2021,Perak,68,4,72,34,96,67,5,0,47,3,0,0,84,0
9/3/2021,Perlis,13,2,15,6,20,12,0,0,6,0,0,0,8,0
9/3/2021,Pulau Pinang,28,15,43,22,35,22,9,0,15,4,0,0,20,0
9/3/2021,Sabah,71,54,125,96,111,82,19,3,17,8,3,0,51,0
9/3/2021,Sarawak,48,39,87,49,87,94,40,0,30,16,0,0,88,0
9/3/2021,Selangor,152,76,228,115,231,115,61,0,77,39,0,0,150,0
9/3/2021,Terengganu,20,0,20,4,41,16,3,0,11,2,0,0,22,0
9/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,10,1,28,6,1,0,36,0
9/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,5,0,0,0,4,0
9/3/2021,W.P. Putrajaya,14,12,26,20,28,6,10,0,9,9,0,6,0,0
10/3/2021,Johor,80,38,118,65,154,94,24,0,45,14,0,0,92,0
10/3/2021,Kedah,51,10,61,21,93,46,5,0,31,2,0,0,64,0
10/3/2021,Kelantan,79,45,124,23,107,37,4,0,32,1,0,0,49,0
10/3/2021,Melaka,22,31,53,17,59,7,2,0,37,0,0,0,28,0
10/3/2021,Negeri Sembilan,20,27,47,20,62,22,6,0,21,3,0,0,25,0
10/3/2021,Pahang,47,6,53,39,62,21,2,0,26,1,0,0,38,0
10/3/2021,Perak,68,4,72,34,96,67,2,1,47,2,1,0,79,0
10/3/2021,Perlis,13,2,15,6,20,12,1,0,7,0,0,0,10,0
10/3/2021,Pulau Pinang,28,15,43,22,35,22,10,0,15,4,0,0,23,0
10/3/2021,Sabah,71,54,125,96,111,82,19,1,15,7,1,0,47,0
10/3/2021,Sarawak,48,39,87,49,87,94,42,0,29,16,0,0,81,0
10/3/2021,Selangor,152,76,228,115,231,115,55,0,77,31,0,0,117,0
10/3/2021,Terengganu,20,0,20,4,41,16,2,0,12,1,0,0,26,0
10/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,10,0,26,6,0,0,33,0
10/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,5,0,0,0,5,0
11/3/2021,Johor,80,38,118,65,154,94,23,0,49,17,0,0,100,0
11/3/2021,Kedah,51,10,61,21,93,46,5,0,30,2,0,0,56,0
11/3/2021,Kelantan,79,45,124,23,107,37,3,0,58,1,0,0,69,0
11/3/2021,Melaka,22,31,53,17,59,7,0,0,38,0,0,0,26,0
11/3/2021,Negeri Sembilan,20,27,47,20,62,22,7,0,21,3,0,0,26,0
11/3/2021,Pahang,47,6,53,39,62,21,2,0,27,1,0,0,38,0
11/3/2021,Perak,68,4,72,34,96,67,2,1,43,2,1,0,78,0
11/3/2021,Perlis,13,2,15,6,20,12,1,0,7,0,0,0,11,0
11/3/2021,Pulau Pinang,28,15,43,22,35,22,11,0,15,4,0,0,23,0
11/3/2021,Sabah,71,54,125,96,111,82,19,2,17,6,2,0,48,0
11/3/2021,Sarawak,48,39,87,49,87,94,44,0,29,14,0,0,87,0
11/3/2021,Selangor,152,76,228,115,231,115,52,0,79,32,0,0,146,0
11/3/2021,Terengganu,20,0,20,4,41,16,2,0,11,1,0,0,25,0
11/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,8,0,26,4,0,0,31,0
11/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,5,0,0,0,7,0
12/3/2021,Johor,80,38,118,65,154,94,26,1,47,20,1,0,99,0
12/3/2021,Kedah,51,10,61,21,93,46,4,0,31,2,0,0,52,0
12/3/2021,Kelantan,79,45,124,23,107,37,4,0,58,1,0,0,65,0
12/3/2021,Melaka,22,31,53,17,59,7,1,0,39,0,0,0,27,0
12/3/2021,Negeri Sembilan,20,27,47,20,62,22,7,0,21,3,0,0,29,0
12/3/2021,Pahang,47,6,53,39,62,21,2,0,27,2,0,0,40,0
12/3/2021,Perak,68,4,72,34,96,67,2,1,43,2,1,0,79,0
12/3/2021,Perlis,13,2,15,6,20,12,1,0,6,0,0,0,8,0
12/3/2021,Pulau Pinang,28,15,43,22,35,22,13,0,15,7,0,0,24,0
12/3/2021,Sabah,71,54,125,96,111,82,15,0,16,6,0,0,48,0
12/3/2021,Sarawak,48,39,87,49,87,94,45,0,31,16,0,0,84,0
12/3/2021,Selangor,145,65,210,108,208,108,48,0,60,31,0,0,120,0
12/3/2021,Terengganu,20,0,20,4,41,16,2,0,10,1,0,0,24,0
12/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,9,0,26,3,0,0,32,0
12/3/2021,W.P. Labuan,5,5,10,5,6,5,1,0,4,1,0,0,6,0
13/3/2021,Johor,80,38,118,65,154,94,25,1,49,20,1,0,97,0
13/3/2021,Kedah,51,10,61,21,93,46,5,0,29,2,0,0,56,0
13/3/2021,Kelantan,79,45,124,23,107,37,6,0,61,1,0,0,72,0
13/3/2021,Melaka,22,31,53,17,59,7,1,0,40,0,0,0,33,0
13/3/2021,Negeri Sembilan,20,27,47,20,62,22,7,0,21,3,0,0,23,0
13/3/2021,Pahang,47,6,53,39,62,21,2,0,25,1,0,0,39,0
13/3/2021,Perak,68,4,72,34,96,67,4,1,44,2,1,0,83,0
13/3/2021,Perlis,13,2,15,6,20,12,1,0,6,0,0,0,7,0
13/3/2021,Pulau Pinang,28,15,43,22,35,22,13,0,15,7,0,0,24,0
13/3/2021,Sabah,71,54,125,96,111,82,17,0,15,5,0,0,46,0
13/3/2021,Sarawak,48,39,87,49,91,97,47,0,35,17,0,0,86,0
13/3/2021,Selangor,145,65,210,108,208,108,46,0,60,26,0,0,110,0
13/3/2021,Terengganu,20,0,20,4,41,16,1,0,9,1,0,0,21,0
13/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,7,0,24,3,0,0,29,0
13/3/2021,W.P. Labuan,5,5,10,5,6,5,1,0,4,1,0,0,6,0
14/3/2021,Johor,80,38,118,65,154,94,27,0,42,19,0,0,88,0
14/3/2021,Kedah,51,10,61,21,93,46,4,1,31,2,0,0,65,0
14/3/2021,Kelantan,79,45,124,23,107,37,4,0,59,1,0,0,75,0
14/3/2021,Melaka,22,31,53,17,59,7,1,0,36,0,0,0,32,0
14/3/2021,Negeri Sembilan,20,27,47,20,62,22,6,0,21,4,0,0,28,0
14/3/2021,Pahang,47,6,53,39,62,21,2,0,25,1,0,0,38,0
14/3/2021,Perak,68,4,72,34,96,67,4,1,48,2,1,0,87,0
14/3/2021,Perlis,13,2,15,6,20,12,0,0,6,0,0,0,7,0
14/3/2021,Pulau Pinang,28,15,43,22,35,22,11,0,15,6,0,0,25,0
14/3/2021,Sabah,71,54,125,96,111,82,15,0,15,6,0,0,45,0
14/3/2021,Sarawak,48,39,87,49,91,97,47,0,26,18,0,0,87,0
14/3/2021,Selangor,145,65,210,108,208,108,48,0,61,29,0,0,115,0
14/3/2021,Terengganu,20,0,20,4,41,16,1,0,7,1,0,0,20,0
14/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,6,0,25,2,0,0,29,0
14/3/2021,W.P. Labuan,5,5,10,5,6,5,1,0,4,1,0,0,4,0
15/3/2021,Johor,80,38,118,65,154,94,27,0,49,18,0,0,96,0
15/3/2021,Kedah,51,10,61,21,93,46,5,0,29,4,0,0,65,0
15/3/2021,Kelantan,79,45,124,23,107,37,4,0,58,2,0,0,75,0
15/3/2021,Melaka,22,31,53,17,59,7,1,0,36,0,0,0,30,0
15/3/2021,Negeri Sembilan,20,27,47,20,62,22,6,0,21,4,0,0,28,0
15/3/2021,Pahang,47,6,53,39,62,21,3,0,23,2,0,0,36,0
15/3/2021,Perak,68,4,72,34,96,67,4,1,47,2,1,0,82,0
15/3/2021,Perlis,13,2,15,6,20,12,0,0,7,0,0,0,9,0
15/3/2021,Pulau Pinang,28,15,43,22,35,22,12,0,14,7,0,0,26,0
15/3/2021,Sabah,71,54,125,96,111,82,21,0,17,5,0,0,55,0
15/3/2021,Sarawak,48,39,87,49,91,97,45,0,36,16,0,0,92,0
15/3/2021,Selangor,145,65,210,108,208,108,44,1,59,25,1,0,119,0
15/3/2021,Terengganu,20,0,20,4,41,16,2,0,7,1,0,0,20,0
15/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,6,0,28,2,0,0,32,0
15/3/2021,W.P. Labuan,5,5,10,5,6,5,1,0,3,1,0,0,4,0
16/3/2021,Johor,80,38,118,65,154,94,23,0,56,15,0,0,108,0
16/3/2021,Kedah,51,10,61,21,93,46,5,0,27,4,0,0,59,0
16/3/2021,Kelantan,79,45,124,23,107,37,6,0,58,2,0,0,77,0
16/3/2021,Melaka,22,31,53,17,59,7,1,0,42,0,0,0,33,0
16/3/2021,Negeri Sembilan,20,27,47,20,62,22,5,0,21,5,0,0,17,0
16/3/2021,Pahang,47,6,53,39,62,21,3,0,24,2,0,0,43,0
16/3/2021,Perak,68,4,72,34,96,67,5,0,51,2,0,0,85,0
16/3/2021,Perlis,13,2,15,6,20,12,0,0,8,0,0,0,10,0
16/3/2021,Pulau Pinang,28,15,43,22,35,22,13,0,14,6,0,0,23,0
16/3/2021,Sabah,71,54,125,96,111,82,19,0,17,4,0,0,60,0
16/3/2021,Sarawak,48,39,87,49,91,97,44,1,34,15,1,0,85,0
16/3/2021,Selangor,145,65,210,108,208,108,47,0,56,31,0,0,121,0
16/3/2021,Terengganu,20,0,20,4,41,16,2,0,9,1,0,0,22,0
16/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,7,0,25,1,0,0,30,0
16/3/2021,W.P. Labuan,5,5,10,5,6,5,1,0,3,0,0,0,3,0
17/3/2021,Johor,80,38,118,65,154,94,22,0,56,13,0,0,103,0
17/3/2021,Kedah,51,10,61,21,93,46,6,0,29,4,0,0,64,0
17/3/2021,Kelantan,79,45,124,23,107,37,7,0,57,2,0,0,69,0
17/3/2021,Melaka,22,31,53,17,59,7,1,0,43,0,0,0,37,0
17/3/2021,Negeri Sembilan,20,27,47,20,62,22,5,0,21,5,0,0,30,0
17/3/2021,Pahang,47,6,53,39,62,21,3,0,22,2,0,0,41,0
17/3/2021,Perak,68,4,72,34,96,67,5,0,56,3,0,0,87,0
17/3/2021,Perlis,13,2,15,6,20,12,0,0,9,0,0,0,12,0
17/3/2021,Pulau Pinang,28,15,43,22,35,22,14,1,13,7,0,0,23,0
17/3/2021,Sabah,71,54,125,96,111,82,20,0,15,4,0,0,53,0
17/3/2021,Sarawak,48,39,87,49,91,97,45,0,31,16,0,0,83,0
17/3/2021,Selangor,145,65,210,108,208,108,48,0,51,6,0,0,124,0
17/3/2021,Terengganu,20,0,20,4,41,16,2,0,8,0,0,0,16,0
17/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,6,0,29,2,0,0,32,0
17/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,3,0,0,0,1,0
18/3/2021,Johor,80,38,118,65,154,94,23,0,53,12,0,0,98,0
18/3/2021,Kedah,51,10,61,21,93,46,6,0,27,3,0,0,55,0
18/3/2021,Kelantan,79,45,124,23,107,37,7,0,28,2,0,0,37,0
18/3/2021,Melaka,22,31,53,17,59,7,1,0,43,0,0,0,39,0
18/3/2021,Negeri Sembilan,20,27,47,20,62,22,4,0,21,4,0,0,22,0
18/3/2021,Pahang,47,6,53,39,62,21,3,0,22,2,0,0,38,0
18/3/2021,Perak,68,4,72,34,96,67,5,0,49,3,0,0,91,0
18/3/2021,Perlis,13,2,15,6,20,12,1,0,8,0,0,0,11,0
18/3/2021,Pulau Pinang,28,15,43,22,35,22,13,1,14,7,0,0,24,0
18/3/2021,Sabah,71,54,125,96,111,82,20,0,17,4,0,0,52,0
18/3/2021,Sarawak,48,39,87,49,91,97,47,0,31,18,0,0,92,0
18/3/2021,Selangor,145,65,210,108,208,108,49,0,59,8,0,0,126,0
18/3/2021,Terengganu,20,0,20,4,41,16,3,0,9,0,0,0,18,0
18/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,8,0,26,2,0,0,31,0
18/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,3,0,0,0,1,0
19/3/2021,Johor,80,38,118,65,154,94,24,0,51,16,0,0,92,0
19/3/2021,Kedah,51,10,61,21,93,46,4,0,26,2,0,0,48,0
19/3/2021,Kelantan,79,45,124,23,107,37,6,0,52,2,0,0,60,0
19/3/2021,Melaka,22,31,53,17,59,7,1,1,43,0,1,0,41,0
19/3/2021,Negeri Sembilan,20,27,47,20,62,22,4,0,21,3,0,0,24,0
19/3/2021,Pahang,47,6,53,39,62,21,3,0,24,2,0,0,36,0
19/3/2021,Perak,68,4,72,34,96,67,4,0,47,2,0,0,93,0
19/3/2021,Perlis,13,2,15,6,20,12,0,0,11,0,0,0,13,0
19/3/2021,Pulau Pinang,28,15,43,22,35,22,12,1,14,7,0,0,21,0
19/3/2021,Sabah,71,54,125,96,111,82,21,0,15,5,0,0,55,0
19/3/2021,Sarawak,48,39,87,49,91,97,50,1,31,17,1,0,89,0
19/3/2021,Selangor,145,65,210,108,208,108,49,0,54,31,0,0,120,0
19/3/2021,Terengganu,20,0,20,4,41,16,3,0,13,0,0,0,26,0
19/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,8,0,27,3,0,0,32,0
19/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,2,0,0,0,1,0
20/3/2021,Johor,80,38,118,65,154,94,23,0,56,13,0,0,96,0
20/3/2021,Kedah,51,10,61,21,93,46,7,0,27,3,0,0,54,0
20/3/2021,Kelantan,79,45,124,23,107,37,4,0,47,2,0,0,57,0
20/3/2021,Melaka,22,31,53,17,59,7,2,1,44,0,1,0,36,0
20/3/2021,Negeri Sembilan,20,27,47,20,62,22,3,0,21,2,0,0,27,0
20/3/2021,Pahang,47,6,53,39,62,21,2,0,23,2,0,0,36,0
20/3/2021,Perak,68,4,72,34,96,67,4,0,44,2,0,0,93,0
20/3/2021,Perlis,13,2,15,6,20,12,0,0,12,0,0,0,15,0
20/3/2021,Pulau Pinang,28,15,43,22,35,22,12,1,15,7,0,0,21,0
20/3/2021,Sabah,71,62,133,82,111,82,18,0,18,5,0,0,57,0
20/3/2021,Sarawak,48,39,87,49,91,97,50,0,33,18,0,0,92,0
20/3/2021,Selangor,145,65,210,108,208,108,50,7,53,39,7,0,139,0
20/3/2021,Terengganu,20,0,20,4,41,16,3,0,11,1,0,0,22,0
20/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,7,0,27,2,0,0,31,0
20/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,1,0,0,0,1,0
21/3/2021,Johor,80,38,118,65,154,94,22,0,52,13,0,0,94,0
21/3/2021,Kedah,51,10,61,21,93,46,7,0,27,2,0,0,52,0
21/3/2021,Kelantan,79,45,124,23,107,37,6,0,58,3,0,0,81,0
21/3/2021,Melaka,22,31,53,17,59,7,2,1,42,1,1,0,34,0
21/3/2021,Negeri Sembilan,20,27,47,20,62,22,1,0,21,1,0,0,27,0
21/3/2021,Pahang,47,6,53,39,62,21,2,0,24,2,0,0,34,0
21/3/2021,Perak,68,4,72,34,96,67,3,0,45,1,0,0,86,0
21/3/2021,Perlis,13,2,15,6,20,12,0,0,9,0,0,0,13,0
21/3/2021,Pulau Pinang,28,15,43,22,35,22,14,1,13,7,0,0,19,0
21/3/2021,Sabah,71,62,133,82,111,82,18,0,17,5,0,0,58,0
21/3/2021,Sarawak,48,39,87,49,91,97,44,0,64,13,0,0,93,0
21/3/2021,Selangor,145,65,210,108,208,108,53,1,60,39,1,0,134,0
21/3/2021,Terengganu,20,0,20,4,41,16,3,0,11,1,0,0,20,0
21/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,8,0,25,2,0,0,30,0
21/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,1,0,0,0,1,0
22/3/2021,Johor,80,38,118,65,154,94,22,2,53,12,2,0,97,0
22/3/2021,Kedah,51,10,61,21,93,46,8,0,30,2,0,0,58,0
22/3/2021,Kelantan,79,45,124,23,107,37,5,0,57,3,0,0,79,0
22/3/2021,Melaka,22,31,53,17,59,7,4,1,43,1,1,0,31,0
22/3/2021,Negeri Sembilan,20,27,47,20,62,22,1,0,21,1,0,0,25,0
22/3/2021,Pahang,47,6,53,39,62,21,1,0,23,1,0,0,37,0
22/3/2021,Perak,68,4,72,34,96,67,3,0,43,1,0,0,89,0
22/3/2021,Perlis,13,2,15,6,20,12,0,0,10,0,0,0,18,0
22/3/2021,Pulau Pinang,28,15,43,22,35,22,15,1,10,8,0,0,19,0
22/3/2021,Sabah,71,62,133,82,111,82,18,1,20,4,1,0,69,0
22/3/2021,Sarawak,47,48,95,57,91,97,43,0,40,16,0,0,80,0
22/3/2021,Selangor,145,65,210,108,208,108,52,1,60,35,1,0,138,0
22/3/2021,Terengganu,20,0,20,4,41,16,3,0,13,1,0,0,22,0
22/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,8,0,23,3,0,0,28,0
22/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,2,0,0,0,2,0
23/3/2021,Johor,80,38,118,65,154,94,20,0,53,14,0,0,96,0
23/3/2021,Kedah,51,10,61,21,93,46,8,0,30,2,0,0,59,0
23/3/2021,Kelantan,79,45,124,23,107,37,5,0,55,2,0,0,71,0
23/3/2021,Melaka,22,31,53,17,59,7,4,0,37,1,0,0,27,0
23/3/2021,Negeri Sembilan,20,27,47,20,62,22,1,0,21,1,0,0,25,0
23/3/2021,Pahang,47,6,53,39,62,21,1,0,26,0,0,0,38,0
23/3/2021,Perak,68,4,72,34,96,67,3,0,50,1,0,0,90,0
23/3/2021,Perlis,13,2,15,6,20,12,0,0,9,0,0,0,15,0
23/3/2021,Pulau Pinang,28,15,43,22,35,22,13,1,11,6,0,0,19,0
23/3/2021,Sabah,71,62,133,82,111,82,17,1,21,3,1,0,64,0
23/3/2021,Sarawak,47,48,95,57,91,97,45,0,37,17,0,0,81,0
23/3/2021,Selangor,145,65,210,108,208,108,54,1,61,40,1,0,142,0
23/3/2021,Terengganu,20,0,20,4,41,16,3,0,11,1,0,0,18,0
23/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,9,0,26,4,0,0,32,0
23/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,2,0,0,0,2,0
24/3/2021,Johor,80,38,118,65,154,94,23,0,48,14,0,0,101,0
24/3/2021,Kedah,51,10,61,21,93,46,9,0,27,2,0,0,60,0
24/3/2021,Kelantan,79,45,124,23,107,37,5,0,53,1,0,0,61,0
24/3/2021,Melaka,22,31,53,17,59,7,3,0,50,0,0,0,42,0
24/3/2021,Negeri Sembilan,20,27,47,20,62,22,1,0,21,1,0,0,19,0
24/3/2021,Pahang,47,6,53,39,62,21,1,0,23,0,0,0,43,0
24/3/2021,Perak,68,4,72,34,96,67,3,0,49,1,0,0,85,0
24/3/2021,Perlis,13,2,15,6,20,12,0,0,10,0,0,0,16,0
24/3/2021,Pulau Pinang,28,15,43,22,35,22,9,0,13,4,0,0,21,0
24/3/2021,Sabah,71,62,133,82,111,82,18,0,22,4,0,0,63,0
24/3/2021,Sarawak,47,48,95,57,91,97,48,0,40,19,0,0,78,0
24/3/2021,Selangor,145,65,210,108,208,108,54,1,59,41,1,0,135,0
24/3/2021,Terengganu,20,0,20,4,41,16,1,0,11,1,0,0,18,0
24/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,10,0,30,7,0,0,37,0
24/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,2,0,0,0,2,0
25/3/2021,Johor,80,38,118,65,154,94,24,0,46,13,0,0,92,0
25/3/2021,Kedah,51,10,61,21,93,46,7,0,27,2,0,0,60,0
25/3/2021,Kelantan,79,45,124,23,107,37,5,0,51,1,0,0,59,0
25/3/2021,Melaka,22,31,53,17,59,7,3,0,52,0,0,0,44,0
25/3/2021,Negeri Sembilan,20,27,47,20,62,22,0,0,21,0,0,0,21,0
25/3/2021,Pahang,47,6,53,39,62,21,1,0,27,0,0,0,39,0
25/3/2021,Perak,68,4,72,34,96,67,3,0,41,1,0,0,79,0
25/3/2021,Perlis,13,2,15,6,20,12,0,0,10,0,0,0,14,0
25/3/2021,Pulau Pinang,28,15,43,22,35,22,7,0,15,2,0,0,19,0
25/3/2021,Sabah,75,58,133,71,111,82,21,0,23,6,0,0,62,0
25/3/2021,Sarawak,47,48,95,57,91,97,45,1,41,20,1,0,92,0
25/3/2021,Selangor,145,65,210,108,208,108,53,2,59,42,2,0,134,0
25/3/2021,Terengganu,20,0,20,4,41,16,1,0,12,1,0,0,24,0
25/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,10,0,25,7,0,0,32,0
25/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,2,0,0,0,2,0
26/3/2021,Johor,80,38,118,65,154,94,22,0,51,10,0,0,95,0
26/3/2021,Kedah,51,10,61,21,93,46,7,0,28,1,0,0,58,0
26/3/2021,Kelantan,79,45,124,23,107,37,5,0,59,1,0,0,68,0
26/3/2021,Melaka,22,31,53,17,59,7,3,0,44,0,0,0,37,0
26/3/2021,Negeri Sembilan,20,27,47,20,62,22,0,0,21,0,0,0,28,0
26/3/2021,Pahang,47,6,53,39,62,21,1,0,27,0,0,0,44,0
26/3/2021,Perak,68,4,72,34,96,67,4,0,41,1,0,0,82,0
26/3/2021,Perlis,13,2,15,6,20,12,0,0,9,0,0,0,12,0
26/3/2021,Pulau Pinang,28,15,43,22,35,22,6,0,14,3,0,0,20,0
26/3/2021,Sabah,75,58,133,71,111,82,24,2,23,7,2,0,72,0
26/3/2021,Sarawak,47,48,95,57,91,97,46,0,42,23,0,0,98,0
26/3/2021,Selangor,145,65,210,108,208,108,61,0,57,49,0,0,112,0
26/3/2021,Terengganu,20,0,20,4,41,16,0,0,12,0,0,0,20,0
26/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,11,0,23,7,0,0,31,0
26/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,1,0,0,0,1,0
27/3/2021,Johor,80,38,118,65,154,94,21,0,49,9,0,0,96,0
27/3/2021,Kedah,51,10,61,21,93,46,10,0,27,1,0,0,61,0
27/3/2021,Kelantan,79,45,124,23,107,37,8,0,65,3,0,0,85,0
27/3/2021,Melaka,22,31,53,17,59,7,2,0,50,0,0,0,35,0
27/3/2021,Negeri Sembilan,20,27,47,20,62,22,0,0,21,0,0,0,23,0
27/3/2021,Pahang,47,6,53,39,62,21,1,0,27,0,0,0,39,0
27/3/2021,Perak,68,4,72,34,96,67,3,0,44,1,0,0,86,0
27/3/2021,Perlis,13,2,15,6,20,12,0,0,10,0,0,0,13,0
27/3/2021,Pulau Pinang,28,15,43,22,35,22,8,0,12,4,0,0,17,0
27/3/2021,Sabah,75,58,133,71,111,82,29,2,19,13,2,0,64,0
27/3/2021,Sarawak,47,48,95,57,91,97,48,0,30,21,0,0,84,0
27/3/2021,Selangor,145,65,210,108,208,108,61,0,59,46,0,0,118,0
27/3/2021,Terengganu,20,0,20,4,41,16,0,0,12,0,0,0,21,0
27/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,13,0,24,6,0,0,33,0
27/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,1,0,0,0,1,0
28/3/2021,Johor,80,38,118,65,154,94,21,0,48,11,0,0,104,0
28/3/2021,Kedah,51,10,61,21,93,46,8,0,28,0,0,0,60,0
28/3/2021,Kelantan,79,45,124,23,107,37,9,0,67,4,0,0,84,0
28/3/2021,Melaka,22,31,53,17,59,7,2,0,47,0,0,0,41,0
28/3/2021,Negeri Sembilan,20,27,47,20,62,22,0,0,21,0,0,0,19,0
28/3/2021,Pahang,47,6,53,39,62,21,1,0,27,0,0,0,42,0
28/3/2021,Perak,68,4,72,34,96,67,3,0,44,2,0,0,87,0
28/3/2021,Perlis,13,2,15,6,20,12,0,0,8,0,0,0,11,0
28/3/2021,Pulau Pinang,28,15,43,22,35,22,7,0,13,3,0,0,19,0
28/3/2021,Sabah,75,58,133,71,111,82,26,2,23,12,2,0,61,0
28/3/2021,Sarawak,47,52,99,61,91,97,47,0,41,19,0,0,79,0
28/3/2021,Selangor,145,65,210,108,208,108,63,0,59,50,0,0,140,0
28/3/2021,Terengganu,20,0,20,4,41,16,0,0,11,0,0,0,20,0
28/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,12,0,24,6,0,0,32,0
28/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,1,0,0,0,1,0
29/3/2021,Johor,80,38,118,65,154,94,20,0,53,9,0,0,96,0
29/3/2021,Kedah,51,10,61,21,93,46,9,0,30,2,0,0,79,0
29/3/2021,Kelantan,79,45,124,23,107,37,10,0,62,4,0,0,86,0
29/3/2021,Melaka,22,31,53,17,59,7,2,0,45,0,0,0,26,0
29/3/2021,Negeri Sembilan,20,27,47,20,62,22,0,0,21,0,0,0,18,0
29/3/2021,Pahang,47,6,53,39,62,21,1,0,23,0,0,0,35,0
29/3/2021,Perak,68,4,72,34,96,67,2,0,45,2,0,0,88,0
29/3/2021,Perlis,13,2,15,6,20,12,0,0,9,0,0,0,12,0
29/3/2021,Pulau Pinang,28,15,43,22,35,22,7,0,13,3,0,0,17,0
29/3/2021,Sabah,75,58,133,71,111,82,30,1,22,14,1,0,66,0
29/3/2021,Sarawak,47,52,99,61,91,97,46,0,39,18,0,0,89,0
29/3/2021,Selangor,145,65,210,108,208,108,60,6,51,46,6,0,125,0
29/3/2021,Terengganu,20,0,20,4,41,16,0,0,9,0,0,0,20,0
29/3/2021,W.P. Kuala Lumpur,52,15,67,44,169,25,12,1,29,6,1,0,38,0
29/3/2021,W.P. Labuan,5,5,10,5,6,5,0,0,2,0,0,0,1,0
30/3/2021,Johor,80,38,118,65,154,94,19,0,51,10,0,0,106,0
30/3/2021,Kedah,51,10,61,21,93,46,8,0,28,2,0,0,71,0
