date,state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid
27/5/2021,Pahang,2210,728,2142,8,67,75,5,42,47,393,23,986
27/5/2021,Perak,2728,432,2640,0,40,40,0,20,20,296,14,1593
27/5/2021,Perlis,487,85,471,11,2,13,5,1,6,26,16,322
27/5/2021,Pulau Pinang,1292,319,1241,0,42,42,0,47,47,266,0,711
27/5/2021,Sabah,2948,697,2804,12,51,63,6,18,24,358,65,1641
27/5/2021,Sarawak,2809,839,2634,96,339,435,62,266,328,503,190,1532
27/5/2021,Selangor,5768,1975,5453,186,321,507,127,250,377,1352,469,3003
27/5/2021,Terengganu,1407,374,1367,10,18,28,13,24,37,229,61,757
27/5/2021,W.P. Kuala Lumpur,4198,1009,4016,8,92,100,11,84,95,834,70,1696
27/5/2021,W.P. Labuan,122,25,112,0,10,10,1,0,1,27,10,4
27/5/2021,W.P. Putrajaya,397,25,377,2,7,9,0,2,2,23,2,264
28/5/2021,Johor,5160,1281,4998,107,166,273,65,114,179,1225,300,2621
28/5/2021,Kedah,2755,614,2626,179,75,254,5,45,50,571,6,1854
28/5/2021,Kelantan,2704,585,2560,6,95,101,15,80,95,502,22,1135
28/5/2021,Melaka,1101,208,1009,1,52,53,3,32,35,261,8,638
28/5/2021,Negeri Sembilan,1431,763,1367,5,85,90,4,62,66,649,9,554
28/5/2021,Pahang,2210,728,2142,7,76,83,11,52,63,416,17,972
28/5/2021,Perak,2728,452,2640,2,51,53,1,42,43,297,7,1597
28/5/2021,Perlis,487,85,471,8,9,17,1,1,2,31,21,312
28/5/2021,Pulau Pinang,1292,319,1241,0,39,39,0,42,42,267,0,708
28/5/2021,Sabah,2948,733,2804,13,38,51,19,18,37,327,59,1717
28/5/2021,Sarawak,2809,839,2634,117,436,553,92,498,590,530,211,1612
28/5/2021,Selangor,5768,1991,5453,154,285,439,90,267,357,1369,417,2332
28/5/2021,Terengganu,1407,374,1367,12,34,46,4,33,37,232,57,726
28/5/2021,W.P. Kuala Lumpur,4198,1022,4014,12,95,107,10,96,106,838,58,1767
28/5/2021,W.P. Labuan,122,25,112,0,1,1,0,0,0,28,7,52
28/5/2021,W.P. Putrajaya,397,30,377,0,6,6,0,2,2,27,2,279
29/5/2021,Johor,5160,1322,4998,115,181,296,91,161,252,1214,271,2737
29/5/2021,Kedah,2755,614,2630,5,75,80,0,61,61,570,6,1485
29/5/2021,Kelantan,2704,585,2560,8,89,97,15,91,106,499,15,1156
29/5/2021,Melaka,1101,208,1009,1,40,41,2,35,37,266,7,601
29/5/2021,Negeri Sembilan,1431,763,1367,7,139,146,3,94,97,647,13,552
29/5/2021,Pahang,2210,728,2142,10,60,70,12,97,109,393,17,973
29/5/2021,Perak,2728,452,2640,0,58,58,0,43,43,292,12,1506
29/5/2021,Perlis,487,85,471,4,5,9,1,2,3,34,20,283
29/5/2021,Pulau Pinang,1292,319,1241,0,43,43,0,47,47,268,0,648
29/5/2021,Sabah,2948,733,2804,8,48,56,17,34,51,347,48,1648
29/5/2021,Sarawak,2809,839,2634,117,403,520,71,493,564,524,181,1528
29/5/2021,Selangor,5768,2011,5453,169,275,444,128,285,413,1341,388,2669
29/5/2021,Terengganu,1407,374,1367,5,20,25,6,27,33,219,62,723
29/5/2021,W.P. Kuala Lumpur,4198,1102,4014,10,71,81,5,89,94,829,64,1666
29/5/2021,W.P. Labuan,122,25,112,1,7,8,0,2,2,33,8,52
29/5/2021,W.P. Putrajaya,397,30,377,1,3,4,0,6,6,24,3,259
30/5/2021,Johor,5160,1322,4998,104,167,271,59,160,219,1215,270,2802
30/5/2021,Kedah,2755,614,2630,3,76,79,0,47,47,576,6,1584
30/5/2021,Kelantan,2710,591,2566,13,96,109,3,73,76,518,25,1205
30/5/2021,Melaka,1101,250,1009,6,47,53,2,23,25,290,11,596
30/5/2021,Negeri Sembilan,1431,781,1367,8,131,139,6,86,92,689,15,514
30/5/2021,Pahang,2210,842,2142,8,51,59,8,90,98,391,17,984
30/5/2021,Perak,2728,452,2640,0,44,44,1,30,31,301,10,1478
30/5/2021,Perlis,487,85,471,8,3,11,4,2,6,32,23,275
30/5/2021,Pulau Pinang,1292,319,1241,0,43,43,0,47,47,271,0,646
30/5/2021,Sabah,2948,733,2804,7,68,75,14,18,32,380,38,1541
30/5/2021,Sarawak,2809,851,2634,89,463,552,71,464,535,538,180,1493
30/5/2021,Selangor,5768,2017,5446,137,257,394,156,278,434,1386,363,2646
30/5/2021,Terengganu,1407,374,1367,13,34,47,23,29,52,217,53,753
30/5/2021,W.P. Kuala Lumpur,4198,1102,4014,7,85,92,3,63,66,864,68,1665
30/5/2021,W.P. Labuan,122,25,112,3,0,3,0,0,0,33,11,52
30/5/2021,W.P. Putrajaya,397,30,377,3,4,7,3,6,9,22,3,164
31/5/2021,Johor,5160,1344,4998,139,200,339,110,158,268,1238,283,2742
31/5/2021,Kedah,2755,614,2630,2,69,71,0,61,61,607,4,1520
31/5/2021,Kelantan,2710,591,2566,8,85,93,10,99,109,500,23,1222
31/5/2021,Melaka,1101,250,1009,2,28,30,4,36,40,282,9,607
31/5/2021,Negeri Sembilan,1431,781,1363,13,76,89,4,73,77,647,24,555
31/5/2021,Pahang,2250,842,2182,8,55,63,8,73,81,352,21,864
31/5/2021,Perak,2728,452,2640,2,42,44,1,36,37,304,10,1475
31/5/2021,Perlis,487,85,471,16,7,23,2,1,3,38,33,256
31/5/2021,Pulau Pinang,1292,319,1236,0,38,38,0,53,53,249,0,625
31/5/2021,Sabah,2948,733,2804,20,68,88,5,21,26,382,48,1248
31/5/2021,Sarawak,2809,851,2634,110,307,417,73,445,518,541,170,1463
31/5/2021,Selangor,5768,2017,5446,163,239,402,86,249,335,1346,383,2672
31/5/2021,Terengganu,1407,374,1367,14,21,35,14,34,48,203,53,741
31/5/2021,W.P. Kuala Lumpur,4198,1102,4014,5,92,97,9,69,78,883,69,1585
31/5/2021,W.P. Labuan,122,58,106,1,0,1,0,0,0,32,12,50
31/5/2021,W.P. Putrajaya,397,30,377,3,4,7,1,4,5,22,6,267
1/6/2021,Johor,5160,1344,4998,107,129,236,95,111,206,1229,291,2732
1/6/2021,Kedah,2755,614,2630,1,69,70,0,73,73,579,1,1493
1/6/2021,Kelantan,2710,589,2566,25,97,122,11,79,90,511,37,1281
1/6/2021,Melaka,1101,250,1009,5,40,45,4,28,32,295,9,609
1/6/2021,Negeri Sembilan,1431,894,1363,7,121,128,10,80,90,653,21,481
1/6/2021,Pahang,2250,842,2182,6,60,66,12,55,67,366,17,950
1/6/2021,Perak,2728,480,2640,1,45,46,0,46,46,290,15,1564
1/6/2021,Perlis,487,85,471,10,0,10,6,1,7,37,34,251
1/6/2021,Pulau Pinang,1292,319,1236,0,51,51,0,47,47,268,0,659
1/6/2021,Sabah,2948,733,2804,13,37,50,7,21,28,401,59,1420
1/6/2021,Sarawak,3531,977,3356,159,389,548,96,373,469,570,215,1672
1/6/2021,Selangor,5768,2017,5446,167,258,425,147,286,433,1319,447,2847
1/6/2021,Terengganu,1407,374,1367,12,32,44,6,33,39,201,58,3
1/6/2021,W.P. Kuala Lumpur,4198,1123,4017,9,106,115,15,98,113,876,61,1652
1/6/2021,W.P. Labuan,122,58,106,0,27,27,2,2,4,57,8,50
1/6/2021,W.P. Putrajaya,397,31,377,4,7,11,3,5,8,24,7,265
2/6/2021,Johor,5160,1385,4998,79,131,210,108,117,225,1176,229,2751
2/6/2021,Kedah,2755,614,2639,3,68,71,0,71,71,559,8,1458
2/6/2021,Kelantan,2743,622,2599,10,108,118,7,65,72,548,40,1245
2/6/2021,Melaka,1101,250,1009,2,28,30,1,21,22,301,11,612
2/6/2021,Negeri Sembilan,1431,894,1363,3,102,105,7,81,88,631,11,590
2/6/2021,Pahang,2250,842,2182,7,60,67,6,50,56,376,18,980
2/6/2021,Perak,2728,480,2640,5,39,44,1,43,44,282,10,1603
2/6/2021,Perlis,487,85,471,11,2,13,9,5,14,35,23,251
2/6/2021,Pulau Pinang,1292,319,1236,0,37,37,0,45,45,262,0,678
2/6/2021,Sabah,2948,733,2804,9,67,76,12,34,46,377,59,1463
2/6/2021,Sarawak,3531,977,3356,123,449,572,74,436,510,608,210,1698
2/6/2021,Selangor,5768,2017,5446,128,271,399,86,255,341,1315,431,2592
2/6/2021,Terengganu,1407,374,1367,8,24,32,10,32,42,191,59,759
2/6/2021,W.P. Kuala Lumpur,4198,1143,4022,8,93,101,11,102,113,849,54,1654
2/6/2021,W.P. Labuan,122,58,106,0,0,0,0,1,1,53,5,54
2/6/2021,W.P. Putrajaya,397,31,377,0,0,0,0,0,0,24,7,259
3/6/2021,Johor,5160,1385,4998,99,125,224,83,119,202,1213,228,2791
3/6/2021,Kedah,2755,614,2639,4,54,58,0,68,68,547,6,1471
3/6/2021,Kelantan,2743,622,2599,9,77,86,11,88,99,529,38,1275
3/6/2021,Melaka,1101,250,1009,3,33,36,4,40,44,294,10,619
3/6/2021,Negeri Sembilan,1431,894,1363,14,137,151,3,71,74,679,21,571
3/6/2021,Pahang,2250,842,2182,5,44,49,4,61,65,352,19,968
3/6/2021,Perak,2728,480,2640,4,40,44,0,33,33,282,16,1628
3/6/2021,Perlis,487,85,471,11,9,20,3,4,7,40,17,240
3/6/2021,Pulau Pinang,1292,319,1236,0,36,36,0,45,45,239,0,705
3/6/2021,Sabah,2948,733,2804,17,61,78,9,27,36,383,61,1370
3/6/2021,Sarawak,3531,977,3356,89,427,516,93,485,578,606,220,1696
3/6/2021,Selangor,5768,2017,5446,182,268,450,108,287,395,1287,481,2619
3/6/2021,Terengganu,1407,374,1367,16,31,47,13,22,35,191,62,754
3/6/2021,W.P. Kuala Lumpur,4198,1132,4022,8,90,98,6,80,86,848,53,1774
3/6/2021,W.P. Labuan,122,58,106,5,2,7,0,2,2,53,10,62
3/6/2021,W.P. Putrajaya,397,31,377,2,4,6,5,8,13,22,5,278
4/6/2021,Johor,5160,1385,4998,98,175,273,109,171,280,1194,191,2662
4/6/2021,Kedah,2755,614,2639,0,40,40,0,70,70,512,0,1416
4/6/2021,Kelantan,2743,622,2599,11,70,81,16,77,93,524,32,1220
4/6/2021,Melaka,1101,250,1009,6,26,32,4,35,39,285,12,628
4/6/2021,Negeri Sembilan,1431,894,1363,5,109,114,12,73,85,687,14,522
4/6/2021,Pahang,2250,842,2182,8,37,45,10,73,83,313,18,947
4/6/2021,Perak,2728,480,2640,2,39,41,2,45,47,276,15,1619
4/6/2021,Perlis,487,85,471,14,6,20,0,0,0,43,28,248
4/6/2021,Pulau Pinang,1292,319,1234,0,41,41,0,47,47,230,0,712
4/6/2021,Sabah,2948,777,2804,13,43,56,12,37,49,394,58,1505
4/6/2021,Sarawak,3531,977,3356,143,431,574,84,576,660,498,238,1713
4/6/2021,Selangor,5768,2017,5446,159,240,399,139,274,413,1281,453,2581
4/6/2021,Terengganu,1407,374,1367,7,22,29,7,27,34,185,60,705
4/6/2021,W.P. Kuala Lumpur,4198,1132,4022,12,66,78,11,86,97,840,53,1856
4/6/2021,W.P. Labuan,122,72,106,2,1,3,1,1,2,54,12,62
4/6/2021,W.P. Putrajaya,397,31,377,3,4,7,1,5,6,21,7,290
5/6/2021,Johor,5160,1385,4998,77,144,221,79,150,229,1175,175,2633
5/6/2021,Kedah,2755,614,2639,3,58,61,1,24,25,521,3,1429
5/6/2021,Kelantan,2743,622,2599,7,51,58,9,70,79,501,30,1198
5/6/2021,Melaka,1101,250,1009,4,33,37,3,32,35,286,13,598
5/6/2021,Negeri Sembilan,1431,894,1363,2,153,155,11,94,105,743,5,524
5/6/2021,Pahang,2250,842,2182,15,45,60,7,59,66,298,25,933
5/6/2021,Perak,2728,480,2640,4,40,44,5,45,50,264,9,1552
5/6/2021,Perlis,487,85,471,12,1,13,6,7,13,38,26,239
5/6/2021,Pulau Pinang,1292,319,1234,0,43,43,0,43,43,232,0,644
5/6/2021,Sabah,2948,777,2804,13,49,62,16,29,45,403,51,1508
5/6/2021,Sarawak,3531,977,3356,104,425,529,95,405,500,605,196,1653
5/6/2021,Selangor,5768,2042,5444,234,276,510,101,252,353,1303,433,2557
5/6/2021,Terengganu,1407,374,1367,5,41,46,5,22,27,199,44,725
5/6/2021,W.P. Kuala Lumpur,4198,1132,4022,15,124,139,12,149,161,814,55,1658
5/6/2021,W.P. Labuan,122,72,106,3,5,8,0,1,1,54,15,60
5/6/2021,W.P. Putrajaya,397,31,377,0,6,6,5,6,11,21,2,267
6/6/2021,Johor,5160,1385,4998,102,157,259,69,107,176,1196,184,2705
6/6/2021,Kedah,2755,661,2639,2,32,34,0,58,58,499,3,1462
6/6/2021,Kelantan,2743,622,2599,11,69,80,14,53,67,512,27,1218
6/6/2021,Melaka,1101,250,1009,2,23,25,0,22,22,287,15,572
6/6/2021,Negeri Sembilan,1431,935,1351,0,118,118,2,65,67,764,3,464
6/6/2021,Pahang,2250,842,2182,5,57,62,7,66,73,299,23,918
6/6/2021,Perak,2728,480,2640,0,36,36,0,28,28,270,8,1525
6/6/2021,Perlis,487,85,471,20,1,21,3,4,7,31,30,245
6/6/2021,Pulau Pinang,1292,319,1234,0,37,37,0,44,44,221,0,626
6/6/2021,Sabah,2948,777,2804,13,52,65,6,38,44,402,58,1418
6/6/2021,Sarawak,3531,977,3356,120,530,650,84,438,522,609,188,1684
6/6/2021,Selangor,5768,2082,5444,188,241,429,96,217,313,1303,532,2362
6/6/2021,Terengganu,1407,374,1367,10,21,31,5,23,28,194,44,747
6/6/2021,W.P. Kuala Lumpur,4198,1140,4022,5,72,77,3,84,87,789,55,1529
6/6/2021,W.P. Labuan,122,72,106,0,8,8,1,0,1,61,10,70
6/6/2021,W.P. Putrajaya,397,31,377,1,6,7,2,2,4,25,1,266
7/6/2021,Johor,5160,1385,4998,112,118,230,114,155,269,1142,176,2755
7/6/2021,Kedah,2755,661,2639,1,35,36,0,39,39,478,3,1477
7/6/2021,Kelantan,2743,622,2599,11,63,74,10,86,96,485,27,1300
7/6/2021,Melaka,1101,250,1009,3,23,26,1,19,20,285,13,562
7/6/2021,Negeri Sembilan,1431,935,1351,2,101,103,2,69,71,725,2,484
7/6/2021,Pahang,2250,842,2182,11,35,46,10,57,67,275,23,308
7/6/2021,Perak,2728,480,2640,3,26,29,1,27,28,262,14,1480
7/6/2021,Perlis,487,85,471,6,1,7,3,3,6,29,14,233
7/6/2021,Pulau Pinang,1292,319,1234,0,26,26,0,23,23,221,0,599
7/6/2021,Sabah,2948,777,2804,18,61,79,15,25,40,422,55,1490
7/6/2021,Sarawak,3531,977,3356,137,576,713,106,493,599,611,178,1721
7/6/2021,Selangor,5768,2092,5444,145,222,367,93,232,325,1307,528,2303
7/6/2021,Terengganu,1407,374,1367,10,25,35,8,37,45,178,39,760
7/6/2021,W.P. Kuala Lumpur,4198,1140,4022,5,66,71,6,63,69,780,46,1560
7/6/2021,W.P. Labuan,122,72,106,2,0,2,0,1,1,54,12,57
7/6/2021,W.P. Putrajaya,397,31,377,1,2,3,0,5,5,22,2,255
8/6/2021,Johor,5160,1385,4998,81,132,213,75,106,181,1142,163,2845
8/6/2021,Kedah,2755,661,2639,0,31,31,0,53,53,462,2,1484
8/6/2021,Kelantan,2743,622,2599,11,62,73,8,70,78,474,30,1356
8/6/2021,Melaka,1101,250,1009,5,23,28,1,34,35,285,17,598
8/6/2021,Negeri Sembilan,1431,935,1351,7,115,122,0,73,73,723,8,477
8/6/2021,Pahang,2250,842,2182,10,22,32,5,44,49,249,24,951
8/6/2021,Perak,2728,480,2635,1,20,21,1,38,39,239,15,1531
8/6/2021,Perlis,487,87,471,14,2,16,4,4,8,27,18,231
8/6/2021,Pulau Pinang,1292,319,1234,0,19,19,0,37,37,202,0,638
8/6/2021,Sabah,2948,777,2804,15,56,71,15,36,51,427,57,1413
8/6/2021,Sarawak,3531,977,3356,162,525,687,92,549,641,623,187,1761
8/6/2021,Selangor,5768,2100,5444,114,248,362,95,227,322,1300,517,2412
8/6/2021,Terengganu,1407,374,1367,4,10,14,5,25,30,161,36,722
8/6/2021,W.P. Kuala Lumpur,4198,1140,4022,6,74,80,5,87,92,781,43,1641
8/6/2021,W.P. Labuan,122,72,106,0,8,8,0,1,1,58,8,60
8/6/2021,W.P. Putrajaya,397,31,377,1,3,4,0,0,0,25,3,257
9/6/2021,Johor,5160,1385,4998,86,142,228,74,126,200,1128,161,2855
9/6/2021,Kedah,2755,661,2639,0,19,19,0,67,67,408,1,1480
9/6/2021,Kelantan,2743,622,2599,7,52,59,12,60,72,458,26,1366
9/6/2021,Melaka,1101,290,1009,0,41,41,1,37,38,289,16,596
9/6/2021,Negeri Sembilan,1431,935,1351,8,90,98,2,115,117,673,7,380
9/6/2021,Pahang,2250,842,2182,10,52,62,11,35,46,268,29,1024
9/6/2021,Perak,2728,480,2635,1,34,35,3,44,47,228,11,1579
9/6/2021,Perlis,487,87,471,10,0,10,2,1,3,26,20,239
9/6/2021,Pulau Pinang,1292,319,1234,0,24,24,0,38,38,184,0,678
9/6/2021,Sabah,2948,777,2782,15,45,60,14,26,40,429,55,1541
9/6/2021,Sarawak,3531,977,3356,86,423,509,131,413,544,614,168,1781
9/6/2021,Selangor,5768,2127,5444,134,248,382,115,195,310,1341,481,2628
9/6/2021,Terengganu,1407,641,1367,8,20,28,9,30,39,252,54,608
9/6/2021,W.P. Kuala Lumpur,4198,1140,4013,1,69,70,3,101,104,747,47,1696
9/6/2021,W.P. Labuan,122,72,106,0,6,6,0,6,6,64,5,60
9/6/2021,W.P. Putrajaya,397,31,377,1,4,5,1,2,3,27,3,266
10/6/2021,Johor,5160,1385,4998,98,168,266,77,142,219,1115,174,2903
10/6/2021,Kedah,2755,661,2639,1,29,30,0,53,53,377,2,1483
10/6/2021,Kelantan,2743,622,2599,8,72,80,9,80,89,455,25,1347
10/6/2021,Melaka,1101,290,1009,7,28,35,9,35,44,282,14,618
10/6/2021,Negeri Sembilan,1431,935,1351,6,156,162,6,88,94,710,7,468
10/6/2021,Pahang,2250,842,2182,6,41,47,6,44,50,259,28,985
10/6/2021,Perak,2728,480,2635,0,24,24,1,36,37,211,10,1656
10/6/2021,Perlis,487,87,471,13,2,15,6,1,7,27,18,255
10/6/2021,Pulau Pinang,1292,319,1232,0,20,20,0,25,25,171,0,665
10/6/2021,Sabah,2948,777,2782,18,47,65,14,40,54,428,51,1581
10/6/2021,Sarawak,3531,1001,3356,152,331,483,116,500,616,596,179,1808
10/6/2021,Selangor,5768,2147,5444,193,267,460,90,256,346,1343,543,2599
10/6/2021,Terengganu,1407,641,1367,12,28,40,8,21,29,257,54,633
10/6/2021,W.P. Kuala Lumpur,4198,1140,4013,21,88,109,6,90,96,743,71,1672
10/6/2021,W.P. Labuan,122,72,99,0,0,0,0,0,0,56,1,56
10/6/2021,W.P. Putrajaya,397,31,377,4,5,9,3,10,13,22,4,279
11/6/2021,Johor,5160,1485,4998,122,152,274,80,151,231,1089,192,2782
11/6/2021,Kedah,2755,661,2639,1,40,41,0,47,47,359,13,1394
11/6/2021,Kelantan,2743,622,2599,8,68,76,5,66,71,455,28,1294
11/6/2021,Melaka,1101,290,1009,7,17,24,5,36,41,262,17,635
11/6/2021,Negeri Sembilan,1431,935,1351,2,106,108,3,106,109,690,6,477
11/6/2021,Pahang,2250,842,2182,9,30,39,11,34,45,250,27,962
11/6/2021,Perak,2728,480,2635,1,23,24,1,39,40,191,18,1606
11/6/2021,Perlis,487,87,471,13,0,13,2,4,6,22,25,250
11/6/2021,Pulau Pinang,1292,319,1232,0,30,30,0,34,34,162,0,657
11/6/2021,Sabah,3120,787,2954,21,76,97,20,31,51,441,57,1610
11/6/2021,Sarawak,3531,1001,3356,176,391,567,88,454,542,600,184,1842
11/6/2021,Selangor,5768,2167,5444,162,262,424,133,209,342,1385,559,2605
11/6/2021,Terengganu,1407,641,1367,11,13,24,4,26,30,242,57,597
11/6/2021,W.P. Kuala Lumpur,4198,1140,4013,15,90,105,7,61,68,743,73,1710
11/6/2021,W.P. Labuan,122,72,99,5,3,8,0,0,0,59,6,74
11/6/2021,W.P. Putrajaya,397,31,377,0,2,2,3,5,8,19,1,272
12/6/2021,Johor,5160,1485,4998,96,98,194,77,99,176,1095,150,2871
12/6/2021,Kedah,2755,661,2639,1,40,41,0,52,52,331,1,1442
12/6/2021,Kelantan,2743,622,2599,4,62,66,7,49,56,464,26,1254
12/6/2021,Melaka,1101,290,1009,7,35,42,5,33,38,267,7,630
12/6/2021,Negeri Sembilan,1431,935,1351,6,120,126,2,98,100,680,9,479
12/6/2021,Pahang,2250,842,2182,5,36,41,9,69,78,221,22,934
12/6/2021,Perak,2728,480,2635,0,23,23,2,36,38,175,16,1516
12/6/2021,Perlis,487,87,471,18,3,21,1,1,2,24,31,261
12/6/2021,Pulau Pinang,1292,319,1232,0,29,29,0,31,31,159,0,602
12/6/2021,Sabah,3120,797,2954,10,51,61,6,46,52,428,60,1536
12/6/2021,Sarawak,3531,1001,3356,141,408,549,80,320,400,595,179,1755
12/6/2021,Selangor,5768,2139,5441,117,250,367,93,227,320,1380,527,2476
12/6/2021,Terengganu,1407,641,1367,10,22,32,13,59,72,203,54,618
12/6/2021,W.P. Kuala Lumpur,4198,1140,4013,9,103,112,10,92,102,885,56,1586
12/6/2021,W.P. Labuan,122,72,99,0,0,0,0,0,0,40,5,63
12/6/2021,W.P. Putrajaya,397,31,377,1,5,6,1,4,5,20,1,260
13/6/2021,Johor,5160,1485,4998,70,83,153,61,119,180,1044,175,2866
13/6/2021,Kedah,2755,661,2639,0,38,38,0,18,18,351,0,1476
13/6/2021,Kelantan,2743,622,2599,7,57,64,8,72,80,444,25,1346
13/6/2021,Melaka,1101,290,1009,7,32,39,4,28,32,271,10,655
13/6/2021,Negeri Sembilan,1431,991,1351,9,127,136,4,89,93,694,14,479
13/6/2021,Pahang,2250,842,2182,5,24,29,7,30,37,226,21,890
13/6/2021,Perak,2728,480,2635,0,15,15,0,29,29,165,18,1477
13/6/2021,Perlis,487,87,471,5,3,8,1,3,4,22,13,285
13/6/2021,Pulau Pinang,1292,319,1232,0,28,28,0,15,15,161,0,580
13/6/2021,Sabah,3120,797,2954,22,47,69,17,37,54,419,65,1513
13/6/2021,Sarawak,3531,1001,3356,168,387,555,101,530,631,594,184,1750
13/6/2021,Selangor,5768,2139,5441,156,246,402,125,217,342,1364,523,2449
13/6/2021,Terengganu,1407,641,1367,3,28,31,12,30,42,200,45,607
13/6/2021,W.P. Kuala Lumpur,4198,1140,4013,5,92,97,4,54,58,787,60,1646
13/6/2021,W.P. Labuan,122,72,99,4,23,27,1,26,27,80,9,72
13/6/2021,W.P. Putrajaya,397,31,377,1,6,7,0,4,4,22,2,243
14/6/2021,Johor,5160,1485,4998,114,118,232,64,147,211,975,183,3185
14/6/2021,Kedah,2755,661,2639,1,39,40,0,37,37,341,3,1571
14/6/2021,Kelantan,2743,622,2599,6,39,45,12,82,94,400,18,1362
14/6/2021,Melaka,1101,290,1009,12,35,47,10,27,37,278,11,650
14/6/2021,Negeri Sembilan,1431,991,1351,1,149,150,7,76,83,708,8,505
14/6/2021,Pahang,2250,842,2182,9,22,31,2,26,28,219,29,914
14/6/2021,Perak,2728,480,2635,1,20,21,0,29,29,162,14,1486
14/6/2021,Perlis,487,87,471,12,1,13,1,2,3,21,17,271
14/6/2021,Pulau Pinang,1292,319,1232,0,25,25,0,31,31,160,0,607
14/6/2021,Sabah,3120,797,2954,8,51,59,21,27,48,429,52,1546
14/6/2021,Sarawak,3531,1001,3356,136,418,554,85,483,568,612,171,1739
14/6/2021,Selangor,5768,2139,5441,134,240,374,122,233,355,1364,508,2588
14/6/2021,Terengganu,1407,641,1367,2,18,20,16,37,53,180,31,596
14/6/2021,W.P. Kuala Lumpur,4198,1140,4013,6,63,69,2,65,67,781,61,1667
14/6/2021,W.P. Labuan,122,72,99,1,0,1,0,0,0,72,14,71
14/6/2021,W.P. Putrajaya,397,31,377,0,3,3,0,3,3,22,2,224
15/6/2021,Johor,5160,1485,4998,126,131,257,123,140,263,954,201,2965
15/6/2021,Kedah,2755,661,2639,2,53,55,0,35,35,349,2,1555
15/6/2021,Kelantan,2743,622,2599,7,76,83,9,41,50,429,14,1396
15/6/2021,Melaka,1101,290,1009,2,19,21,5,27,32,270,9,705
15/6/2021,Negeri Sembilan,1431,991,1356,4,157,161,4,80,84,761,8,512
15/6/2021,Pahang,2250,842,2182,8,24,32,14,35,49,207,22,976
15/6/2021,Perak,2728,480,2635,1,19,20,0,29,29,154,16,1573
15/6/2021,Perlis,487,87,471,7,1,8,3,4,7,17,14,275
15/6/2021,Pulau Pinang,1292,319,1232,0,22,22,0,21,21,158,0,668
15/6/2021,Sabah,3120,850,2954,18,35,53,9,40,49,419,58,1568
15/6/2021,Sarawak,3679,1001,3496,160,533,693,98,628,726,611,184,1844
15/6/2021,Selangor,5768,2201,5441,173,228,401,113,200,313,1380,560,2587
15/6/2021,Terengganu,1407,641,1367,4,15,19,14,42,56,153,20,632
15/6/2021,W.P. Kuala Lumpur,4198,1140,4013,8,89,97,13,78,91,788,70,1724
15/6/2021,W.P. Labuan,122,72,99,0,0,0,0,10,10,70,13,63
15/6/2021,W.P. Putrajaya,397,31,377,2,5,7,1,5,6,22,3,232
16/6/2021,Johor,5160,1485,4998,94,114,208,95,120,215,933,191,2997
16/6/2021,Kedah,2755,661,2639,0,37,37,0,33,33,346,1,1575
16/6/2021,Kelantan,2743,622,2599,3,60,63,6,63,69,424,14,1397
16/6/2021,Melaka,1101,290,1009,8,33,41,4,22,26,281,10,720
16/6/2021,Negeri Sembilan,1431,991,1356,3,128,131,3,83,86,773,8,543
16/6/2021,Pahang,2250,842,2175,9,17,26,6,43,49,180,24,1013
16/6/2021,Perak,2728,448,2635,0,9,9,1,15,16,144,16,1665
16/6/2021,Perlis,487,87,471,7,1,8,4,1,5,19,12,280
16/6/2021,Pulau Pinang,1292,319,1232,0,19,19,0,20,20,153,0,679
16/6/2021,Sabah,3120,850,2954,18,66,84,13,41,54,434,61,1476
16/6/2021,Sarawak,3699,1001,3516,167,355,522,82,462,544,601,186,1912
16/6/2021,Selangor,5768,2201,5441,157,235,392,106,269,375,1342,438,2717
16/6/2021,Terengganu,1407,641,1367,7,11,18,6,25,31,139,24,708
16/6/2021,W.P. Kuala Lumpur,4198,1140,4013,8,83,91,7,55,62,809,81,1800
16/6/2021,W.P. Labuan,122,72,99,0,15,15,1,6,7,69,11,68
16/6/2021,W.P. Putrajaya,397,31,377,2,6,8,0,5,5,22,5,237
17/6/2021,Johor,5160,1485,4998,96,147,243,86,133,219,944,171,3040
17/6/2021,Kedah,2755,661,2639,0,48,48,0,29,29,357,0,1578
17/6/2021,Kelantan,2743,622,2547,10,74,84,11,57,68,431,13,1411
17/6/2021,Melaka,1101,290,1009,5,34,39,5,24,29,291,10,693
17/6/2021,Negeri Sembilan,1431,991,1356,3,144,147,2,77,79,802,9,548
17/6/2021,Pahang,2250,842,2175,4,27,31,9,30,39,177,19,1003
17/6/2021,Perak,2728,448,2635,1,8,9,0,29,29,123,18,1680
17/6/2021,Perlis,487,87,471,3,0,3,0,0,0,19,11,261
17/6/2021,Pulau Pinang,1292,319,1232,0,20,20,0,20,20,157,0,682
17/6/2021,Sabah,3120,850,2954,6,61,67,16,45,61,435,54,1611
17/6/2021,Sarawak,3699,1001,3516,132,593,725,98,353,451,611,179,1871
17/6/2021,Selangor,5768,2204,5441,184,294,478,125,249,374,1367,523,2670
17/6/2021,Terengganu,1407,641,1367,6,14,20,3,27,30,126,26,677
17/6/2021,W.P. Kuala Lumpur,4198,1140,4013,6,76,82,8,66,74,818,69,1842
