date,state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid
1/1/2021,Johor,3162,705,3079,17,106,123,4,38,42,481,55,71
1/1/2021,Kedah,1298,213,1265,9,12,21,0,25,25,92,18,828
1/1/2021,Kelantan,1498,378,1425,2,44,46,4,15,19,232,4,927
1/1/2021,Melaka,1091,187,1039,2,7,9,4,9,13,88,10,767
1/1/2021,Negeri Sembilan,1331,633,1309,1,26,27,0,33,33,292,2,605
1/1/2021,Pahang,1889,236,1836,6,19,25,1,16,17,87,10,885
1/1/2021,Perak,2619,341,2549,1,25,26,2,12,14,118,17,1476
1/1/2021,Perlis,495,29,482,7,0,7,6,1,7,0,17,279
1/1/2021,Pulau Pinang,1292,148,1251,0,36,36,0,6,6,125,0,769
1/1/2021,Sabah,2790,1189,2656,17,79,96,25,52,77,574,108,1090
1/1/2021,Sarawak,2390,328,2319,24,8,32,26,0,26,22,36,1551
1/1/2021,Selangor,887,630,827,14,127,141,13,132,145,491,28,15
1/1/2021,Terengganu,1202,179,1179,7,23,30,5,3,8,44,20,775
1/1/2021,W.P. Kuala Lumpur,3154,937,3011,7,34,41,5,84,89,328,17,1405
1/1/2021,W.P. Labuan,122,25,112,0,3,3,1,1,2,10,4,50
2/1/2021,Johor,3162,705,3079,9,156,165,6,63,69,500,48,104
2/1/2021,Kedah,1298,213,1265,3,29,32,1,23,24,107,11,814
2/1/2021,Kelantan,1498,378,1425,0,50,50,4,21,25,253,0,780
2/1/2021,Melaka,1091,187,1039,5,46,51,4,10,14,124,15,732
2/1/2021,Negeri Sembilan,1331,633,1309,0,68,68,1,32,33,309,1,566
2/1/2021,Pahang,1889,236,1836,2,17,19,6,11,17,93,6,909
2/1/2021,Perak,2619,341,2549,3,9,12,1,12,13,116,15,1377
2/1/2021,Perlis,495,29,482,2,1,3,3,0,3,1,15,266
2/1/2021,Pulau Pinang,1292,148,1251,0,33,33,0,14,14,126,0,752
2/1/2021,Sabah,2790,1189,2656,15,97,112,28,69,97,566,92,1035
2/1/2021,Sarawak,2390,328,2319,23,6,29,17,2,19,25,41,1554
2/1/2021,Selangor,887,630,827,9,100,109,3,108,111,486,30,17
2/1/2021,Terengganu,1202,179,1179,8,9,17,6,4,10,49,22,770
2/1/2021,W.P. Kuala Lumpur,3154,949,3011,14,41,55,1,87,88,273,29,1280
2/1/2021,W.P. Labuan,122,25,112,0,0,0,0,2,2,7,4,47
3/1/2021,Johor,3162,705,3079,5,94,99,6,46,52,518,50,109
3/1/2021,Kedah,1298,213,1265,7,39,46,0,11,11,108,18,827
3/1/2021,Kelantan,1498,409,1425,2,25,27,0,23,23,251,2,787
3/1/2021,Melaka,1091,187,1039,2,7,9,0,6,6,125,17,715
3/1/2021,Negeri Sembilan,1331,633,1309,2,88,90,0,35,35,356,3,575
3/1/2021,Pahang,1889,236,1836,3,30,33,4,18,22,104,5,859
3/1/2021,Perak,2619,341,2549,1,33,34,1,9,10,135,18,1339
3/1/2021,Perlis,495,29,482,3,0,3,6,0,6,1,12,274
3/1/2021,Pulau Pinang,1292,148,1251,0,28,28,0,11,11,127,0,751
3/1/2021,Sabah,2790,1189,2656,37,118,155,19,64,83,588,107,1090
3/1/2021,Sarawak,2390,328,2319,22,7,29,20,0,20,31,44,1559
3/1/2021,Selangor,887,630,827,6,145,151,7,126,133,505,26,17
3/1/2021,Terengganu,1202,179,1179,1,13,14,4,4,8,58,19,836
3/1/2021,W.P. Kuala Lumpur,3154,949,3011,9,58,67,1,46,47,271,32,1280
3/1/2021,W.P. Labuan,122,25,112,1,0,1,0,1,1,9,6,47
4/1/2021,Johor,3162,705,3079,10,95,105,10,48,58,474,40,107
4/1/2021,Kedah,1298,213,1265,12,52,64,2,37,39,132,18,829
4/1/2021,Kelantan,1498,409,1425,5,30,35,0,19,19,265,7,785
4/1/2021,Melaka,1091,187,1039,4,18,22,7,14,21,128,13,738
4/1/2021,Negeri Sembilan,1331,633,1309,4,71,75,0,23,23,373,7,527
4/1/2021,Pahang,1889,236,1836,4,20,24,2,8,10,116,7,895
4/1/2021,Perak,2619,341,2549,3,17,20,3,17,20,130,13,1398
4/1/2021,Perlis,495,29,482,2,0,2,3,0,3,3,9,287
4/1/2021,Pulau Pinang,1292,179,1251,0,27,27,0,8,8,143,0,782
4/1/2021,Sabah,2790,1189,2656,29,115,144,24,30,54,613,109,1144
4/1/2021,Sarawak,2390,328,2319,29,10,39,28,0,28,30,46,1636
4/1/2021,Selangor,887,630,827,2,106,108,8,114,122,497,16,17
4/1/2021,Terengganu,1202,179,1179,2,5,7,2,3,5,60,19,835
4/1/2021,W.P. Kuala Lumpur,3154,949,3011,11,59,70,8,26,34,281,29,1360
4/1/2021,W.P. Labuan,122,25,112,3,0,3,0,0,0,7,8,57
5/1/2021,Johor,3162,705,3079,6,142,148,5,27,32,522,40,109
5/1/2021,Kedah,1298,213,1265,12,39,51,1,9,10,153,22,855
5/1/2021,Kelantan,1498,409,1425,1,38,39,3,59,62,242,5,794
5/1/2021,Melaka,1091,187,1039,4,27,31,2,15,17,139,15,774
5/1/2021,Negeri Sembilan,1331,633,1309,0,70,70,1,30,31,423,6,536
5/1/2021,Pahang,1889,236,1836,2,33,35,4,17,21,132,5,989
5/1/2021,Perak,2619,341,2549,1,11,12,2,12,14,122,13,1495
5/1/2021,Perlis,495,29,482,4,1,5,3,0,3,4,10,303
5/1/2021,Pulau Pinang,1292,179,1251,0,32,32,0,6,6,166,0,859
5/1/2021,Sabah,2790,1189,2656,36,101,137,25,38,63,624,113,1196
5/1/2021,Sarawak,2390,328,2319,32,13,45,19,8,27,26,59,1718
5/1/2021,Selangor,887,630,827,6,137,143,9,130,139,501,11,17
5/1/2021,Terengganu,1202,179,1179,5,6,11,4,0,4,66,18,898
5/1/2021,W.P. Kuala Lumpur,3154,949,3011,6,66,72,1,67,68,287,25,1386
5/1/2021,W.P. Labuan,122,25,112,0,1,1,0,2,2,6,4,57
6/1/2021,Johor,3162,705,3079,12,135,147,6,60,66,554,42,102
6/1/2021,Kedah,1298,213,1265,12,29,41,2,31,33,165,21,870
6/1/2021,Kelantan,1498,409,1425,1,28,29,5,33,38,237,2,817
6/1/2021,Melaka,1091,187,1039,11,22,33,7,38,45,121,19,796
6/1/2021,Negeri Sembilan,1331,633,1309,4,70,74,3,48,51,392,5,636
6/1/2021,Pahang,1889,236,1836,2,18,20,1,18,19,132,6,1045
6/1/2021,Perak,2619,341,2549,2,15,17,2,11,13,121,13,1578
6/1/2021,Perlis,495,29,482,3,0,3,3,0,3,4,10,311
6/1/2021,Pulau Pinang,1292,179,1251,0,29,29,0,15,15,165,0,897
6/1/2021,Sabah,2790,1189,2656,31,114,145,18,60,78,608,121,1144
6/1/2021,Sarawak,2390,328,2319,34,5,39,25,1,26,29,69,1760
6/1/2021,Selangor,887,630,827,5,148,153,2,140,142,508,13,16
6/1/2021,Terengganu,1202,179,1179,0,11,11,5,7,12,70,13,836
6/1/2021,W.P. Kuala Lumpur,3154,963,3091,3,61,64,2,25,27,296,20,1457
6/1/2021,W.P. Labuan,122,25,112,0,0,0,1,1,2,6,3,69
7/1/2021,Johor,3162,705,3079,8,139,147,7,83,90,532,38,119
7/1/2021,Kedah,1298,213,1265,21,13,34,0,45,45,141,34,852
7/1/2021,Kelantan,1498,409,1425,4,46,50,1,62,63,221,5,832
7/1/2021,Melaka,1091,187,1039,3,23,26,4,7,11,137,18,745
7/1/2021,Negeri Sembilan,1331,633,1309,4,58,62,1,43,44,393,10,627
7/1/2021,Pahang,1889,236,1836,0,18,18,3,18,21,132,3,1020
7/1/2021,Perak,2619,341,2549,8,30,38,3,9,12,138,21,1590
7/1/2021,Perlis,495,29,482,2,0,2,2,0,2,4,9,281
7/1/2021,Pulau Pinang,1292,179,1251,0,17,17,0,14,14,166,0,766
7/1/2021,Sabah,2790,1171,2656,14,119,133,33,56,89,649,97,1179
7/1/2021,Sarawak,2390,328,2319,28,9,37,40,2,42,35,59,1788
7/1/2021,Selangor,887,630,827,4,112,116,0,118,118,501,16,17
7/1/2021,Terengganu,1202,193,1179,8,15,23,0,15,15,68,23,815
7/1/2021,W.P. Kuala Lumpur,3154,583,3091,3,68,71,2,42,44,301,25,1481
7/1/2021,W.P. Labuan,122,25,112,0,0,0,0,1,1,5,3,68
8/1/2021,Johor,3162,705,3079,2,189,191,6,94,100,584,86,112
8/1/2021,Kedah,1298,213,1265,8,13,21,4,23,27,141,24,795
8/1/2021,Kelantan,1498,409,1425,4,55,59,3,99,102,177,6,744
8/1/2021,Melaka,1091,187,1039,4,29,33,3,24,27,142,19,749
8/1/2021,Negeri Sembilan,1331,633,1309,0,64,64,0,48,48,392,8,617
8/1/2021,Pahang,1889,236,1836,4,14,18,0,15,15,131,7,984
8/1/2021,Perak,2619,341,2549,5,7,12,0,4,4,136,58,1599
8/1/2021,Perlis,495,29,482,7,5,12,2,0,2,9,11,293
8/1/2021,Pulau Pinang,1292,179,1251,0,39,39,0,27,27,162,0,803
8/1/2021,Sabah,2790,1171,2656,13,99,112,25,61,86,628,81,1133
8/1/2021,Sarawak,2390,328,2319,30,14,44,23,6,29,34,74,1776
8/1/2021,Selangor,887,630,827,7,145,152,6,122,128,527,13,18
8/1/2021,Terengganu,1231,208,1208,7,33,40,2,15,17,86,26,844
8/1/2021,W.P. Kuala Lumpur,3154,583,3091,6,61,67,2,48,50,310,24,1436
8/1/2021,W.P. Labuan,122,25,112,2,2,4,0,0,0,7,5,71
9/1/2021,Johor,3162,705,3079,2,190,192,7,93,100,584,86,108
9/1/2021,Kedah,1298,213,1265,19,34,53,2,15,17,155,34,803
9/1/2021,Kelantan,1493,409,1420,2,39,41,3,12,15,203,5,714
9/1/2021,Melaka,1091,187,1039,6,9,15,1,19,20,130,24,671
9/1/2021,Negeri Sembilan,1331,633,1309,0,71,71,3,36,39,396,5,591
9/1/2021,Pahang,1889,236,1836,0,21,21,4,28,32,124,3,988
9/1/2021,Perak,2619,341,2549,0,9,9,0,12,12,154,44,1512
9/1/2021,Perlis,495,29,482,4,8,12,4,0,4,11,6,301
9/1/2021,Pulau Pinang,1292,179,1251,0,24,24,0,21,21,151,0,803
9/1/2021,Sabah,2790,1171,2656,40,82,122,26,95,121,553,94,1177
9/1/2021,Sarawak,2390,328,2319,23,16,39,31,3,34,33,65,1724
9/1/2021,Selangor,887,630,827,12,124,136,3,135,138,518,19,16
9/1/2021,Terengganu,1231,208,1208,6,14,20,11,10,21,90,29,802
9/1/2021,W.P. Kuala Lumpur,3154,583,3091,2,57,59,0,56,56,298,24,1263
9/1/2021,W.P. Labuan,122,25,112,0,2,2,3,0,3,9,2,67
10/1/2021,Johor,3162,705,3079,37,119,156,1,21,22,554,65,74
10/1/2021,Kedah,1298,213,1265,5,29,34,0,38,38,161,25,819
10/1/2021,Kelantan,1493,409,1420,2,35,37,1,30,31,209,6,790
10/1/2021,Melaka,1091,187,1039,1,30,31,3,22,25,184,20,804
10/1/2021,Negeri Sembilan,1331,633,1309,0,61,61,2,38,40,412,3,549
10/1/2021,Pahang,1889,236,1836,2,34,36,1,11,12,147,4,952
10/1/2021,Perak,2619,341,2549,5,33,38,2,22,24,161,39,1490
10/1/2021,Perlis,495,29,482,9,3,12,1,0,1,11,14,294
10/1/2021,Pulau Pinang,1292,179,1251,0,30,30,0,16,16,156,0,748
10/1/2021,Sabah,2790,1171,2656,22,105,127,21,50,71,606,94,1102
10/1/2021,Sarawak,2390,410,2319,51,37,88,18,2,20,48,97,1684
10/1/2021,Selangor,887,630,827,8,155,163,4,153,157,523,19,15
10/1/2021,Terengganu,1231,208,1208,6,11,17,6,14,20,88,28,854
10/1/2021,W.P. Kuala Lumpur,3154,583,3091,7,45,52,3,36,39,292,25,1203
10/1/2021,W.P. Labuan,122,25,112,1,1,2,0,0,0,10,3,65
11/1/2021,Johor,3162,705,3079,14,186,200,7,112,119,526,66,77
11/1/2021,Kedah,1298,213,1265,17,53,70,3,40,43,181,32,854
11/1/2021,Kelantan,1493,409,1420,0,51,51,4,40,44,220,2,816
11/1/2021,Melaka,1091,187,1039,6,28,34,8,15,23,163,20,721
11/1/2021,Negeri Sembilan,1331,633,1309,0,67,67,0,39,39,423,3,546
11/1/2021,Pahang,1889,611,1836,7,39,46,2,18,20,159,9,921
11/1/2021,Perak,2619,341,2549,10,27,37,3,15,18,163,44,1540
11/1/2021,Perlis,495,29,482,1,1,2,0,0,0,11,13,318
11/1/2021,Pulau Pinang,1292,224,1249,0,32,32,0,22,22,191,0,755
11/1/2021,Sabah,2790,1171,2656,16,107,123,13,37,50,657,89,1145
11/1/2021,Sarawak,2390,410,2319,34,59,93,36,4,40,98,91,1721
11/1/2021,Selangor,887,630,827,4,119,123,4,96,100,544,18,19
11/1/2021,Terengganu,1231,208,1208,15,22,37,3,11,14,103,35,850
11/1/2021,W.P. Kuala Lumpur,3154,583,3091,9,46,55,0,36,36,299,23,1262
11/1/2021,W.P. Labuan,122,25,112,1,2,3,1,1,2,11,3,78
12/1/2021,Johor,3162,705,3079,9,235,244,5,52,57,605,58,77
12/1/2021,Kedah,1298,213,1265,20,14,34,2,54,56,180,31,859
12/1/2021,Kelantan,1493,409,1420,2,33,35,1,22,23,217,3,834
12/1/2021,Melaka,1091,187,1039,6,20,26,8,15,23,171,27,712
12/1/2021,Negeri Sembilan,1331,633,1309,2,60,62,0,36,36,425,4,626
12/1/2021,Pahang,1889,611,1836,3,41,44,1,27,28,174,10,928
12/1/2021,Perak,2619,341,2549,3,13,16,5,31,36,140,41,1590
12/1/2021,Perlis,495,29,482,0,0,0,2,0,2,10,11,329
12/1/2021,Pulau Pinang,1292,224,1249,0,33,33,0,28,28,187,0,773
12/1/2021,Sabah,2790,1188,2656,30,121,151,24,56,80,695,88,1139
12/1/2021,Sarawak,2708,579,2637,39,115,154,38,18,56,165,96,1756
12/1/2021,Selangor,887,630,827,3,137,140,7,146,153,537,10,17
12/1/2021,Terengganu,1231,212,1208,8,21,29,3,14,17,111,39,796
12/1/2021,W.P. Kuala Lumpur,3154,583,3091,6,60,66,3,40,43,305,15,1292
12/1/2021,W.P. Labuan,122,25,112,1,0,1,0,2,2,9,4,81
13/1/2021,Johor,3162,708,3081,25,176,201,8,71,79,559,72,80
13/1/2021,Kedah,1298,213,1265,12,49,61,1,74,75,182,22,837
13/1/2021,Kelantan,1573,433,1500,1,72,73,1,23,24,262,3,811
13/1/2021,Melaka,1091,243,1039,6,25,31,1,34,35,138,26,751
13/1/2021,Negeri Sembilan,1331,633,1309,0,72,72,0,30,30,448,4,659
13/1/2021,Pahang,2170,701,2117,3,25,28,2,18,20,217,13,1055
13/1/2021,Perak,2619,341,2549,5,25,30,1,4,5,157,49,1560
13/1/2021,Perlis,495,32,482,6,0,6,2,0,2,10,14,337
13/1/2021,Pulau Pinang,1292,224,1249,0,34,34,0,19,19,197,0,773
13/1/2021,Sabah,2942,1217,2808,21,112,133,15,69,84,679,88,1133
13/1/2021,Sarawak,2708,579,2637,44,76,120,31,4,35,152,75,1375
13/1/2021,Selangor,887,630,827,3,101,104,5,157,162,480,7,15
13/1/2021,Terengganu,1231,212,1208,8,14,22,3,22,25,103,38,888
13/1/2021,W.P. Kuala Lumpur,3154,583,3091,11,268,279,4,40,44,322,17,1274
13/1/2021,W.P. Labuan,122,25,112,0,0,0,0,1,1,8,1,79
14/1/2021,Johor,3162,708,3081,23,150,173,10,69,79,588,77,73
14/1/2021,Kedah,1298,213,1265,6,59,65,1,47,48,206,15,814
14/1/2021,Kelantan,1573,433,1500,2,48,50,1,41,42,278,4,812
14/1/2021,Melaka,1091,243,1039,12,39,51,3,13,16,164,35,722
14/1/2021,Negeri Sembilan,1331,633,1309,1,63,64,0,70,70,418,5,597
14/1/2021,Pahang,2170,701,2117,6,36,42,3,29,32,224,17,1051
14/1/2021,Perak,2619,341,2549,5,29,34,3,16,19,172,47,1629
14/1/2021,Perlis,495,32,482,2,3,5,5,0,5,13,10,332
14/1/2021,Pulau Pinang,1292,224,1249,2,41,43,1,36,37,203,3,801
14/1/2021,Sabah,2942,1217,2808,23,97,120,24,54,78,693,85,1161
14/1/2021,Sarawak,2708,579,2637,57,98,155,27,12,39,217,114,1882
14/1/2021,Selangor,887,630,827,10,165,175,2,140,142,504,12,16
14/1/2021,Terengganu,1231,212,1208,5,9,14,6,17,23,95,35,764
14/1/2021,W.P. Kuala Lumpur,3154,595,3091,4,60,64,0,79,79,304,19,1263
14/1/2021,W.P. Labuan,122,25,112,3,1,4,0,3,3,6,4,74
15/1/2021,Johor,3162,708,3081,11,188,199,10,103,113,597,70,72
15/1/2021,Kedah,1924,273,1873,13,53,66,0,51,51,215,22,881
15/1/2021,Kelantan,1573,402,1500,1,40,41,4,45,49,272,1,778
15/1/2021,Melaka,1091,243,1039,1,25,26,0,26,26,155,23,720
15/1/2021,Negeri Sembilan,1331,633,1309,2,51,53,0,47,47,411,7,574
15/1/2021,Pahang,2170,701,2113,1,26,27,1,53,54,197,17,1084
15/1/2021,Perak,2619,341,2549,3,23,26,3,11,14,168,49,1644
15/1/2021,Perlis,508,57,495,5,0,5,4,0,4,12,12,323
15/1/2021,Pulau Pinang,1292,224,1249,0,26,26,0,35,35,185,0,758
15/1/2021,Sabah,2942,1214,2808,28,138,166,20,143,163,711,89,1229
15/1/2021,Sarawak,2708,579,2637,52,98,150,37,7,44,216,127,1907
15/1/2021,Selangor,887,630,827,8,107,115,7,111,118,500,11,17
15/1/2021,Terengganu,1307,268,1284,3,15,18,7,12,19,98,32,695
15/1/2021,W.P. Kuala Lumpur,3154,595,3091,10,84,94,8,50,58,330,16,1243
15/1/2021,W.P. Labuan,122,25,112,0,0,0,0,0,0,6,4,72
16/1/2021,Johor,3162,712,3081,10,171,181,11,62,73,565,66,79
16/1/2021,Kedah,1924,273,1873,8,57,65,0,53,53,263,20,1279
16/1/2021,Kelantan,1573,402,1500,4,39,43,1,37,38,273,4,762
16/1/2021,Melaka,1091,243,1039,7,16,23,3,23,26,148,27,725
16/1/2021,Negeri Sembilan,1331,633,1309,4,73,77,5,62,67,400,6,539
16/1/2021,Pahang,2170,701,2113,1,32,33,6,40,46,189,12,1051
16/1/2021,Perak,2619,341,2549,2,21,23,0,13,13,162,48,1553
16/1/2021,Perlis,508,57,495,2,0,2,0,0,0,12,13,301
16/1/2021,Pulau Pinang,1292,224,1249,0,35,35,0,24,24,193,0,720
16/1/2021,Sabah,2942,1214,2808,14,100,114,20,75,95,685,74,1184
16/1/2021,Sarawak,2842,776,2771,27,20,47,34,11,45,230,137,1940
16/1/2021,Selangor,887,630,827,4,144,148,4,151,155,493,10,15
16/1/2021,Terengganu,1307,268,1284,6,28,34,4,15,19,113,30,750
16/1/2021,W.P. Kuala Lumpur,3154,595,3091,3,57,60,1,35,36,318,19,1128
16/1/2021,W.P. Labuan,122,25,112,0,0,0,0,0,0,6,4,74
17/1/2021,Johor,4793,748,4668,49,202,251,2,42,44,637,106,102
17/1/2021,Kedah,1924,273,1873,3,66,69,5,66,71,268,7,1371
17/1/2021,Kelantan,1573,402,1500,1,77,78,1,34,35,303,4,779
17/1/2021,Melaka,1091,243,1039,1,5,6,7,25,32,128,21,677
17/1/2021,Negeri Sembilan,1331,633,1309,0,104,104,0,47,47,434,6,565
17/1/2021,Pahang,2170,701,2113,0,43,43,3,39,42,193,9,990
17/1/2021,Perak,2619,341,2549,3,17,20,7,18,25,156,37,1527
17/1/2021,Perlis,508,57,495,11,3,14,3,5,8,8,22,305
17/1/2021,Pulau Pinang,1292,224,1249,0,24,24,0,33,33,166,0,697
17/1/2021,Sabah,2942,1214,2808,19,102,121,14,77,91,682,77,1149
17/1/2021,Sarawak,2842,850,2771,33,78,111,27,28,55,235,154,1199
17/1/2021,Selangor,887,630,827,7,156,163,4,150,154,500,12,14
17/1/2021,Terengganu,1307,268,1284,10,34,44,7,22,29,124,36,743
17/1/2021,W.P. Kuala Lumpur,3154,595,3091,5,69,74,4,52,56,334,27,1100
17/1/2021,W.P. Labuan,122,25,112,0,0,0,0,0,0,6,4,63
18/1/2021,Johor,4793,748,4683,8,135,143,15,45,60,633,89,103
18/1/2021,Kedah,1924,273,1863,14,47,61,1,53,54,273,17,1296
18/1/2021,Kelantan,1529,358,1456,2,30,32,3,76,79,257,3,785
18/1/2021,Melaka,1091,243,1039,0,14,14,6,36,42,108,15,690
18/1/2021,Negeri Sembilan,1331,633,1309,1,94,95,2,63,65,469,5,590
18/1/2021,Pahang,2170,701,2113,5,19,24,3,43,46,169,11,971
18/1/2021,Perak,2619,341,2549,0,31,31,9,25,34,171,17,1569
18/1/2021,Perlis,508,57,495,3,2,5,1,2,3,9,21,319
18/1/2021,Pulau Pinang,1292,224,1249,0,29,29,0,29,29,159,0,759
18/1/2021,Sabah,2942,1214,2808,19,113,132,14,55,69,703,76,1124
18/1/2021,Sarawak,3054,866,2985,35,34,69,43,8,51,221,154,1300
18/1/2021,Selangor,1922,686,1822,16,121,137,3,155,158,484,39,613
18/1/2021,Terengganu,1307,268,1284,4,7,11,2,17,19,114,38,737
18/1/2021,W.P. Kuala Lumpur,3154,595,3087,4,31,35,3,37,40,347,17,1152
18/1/2021,W.P. Labuan,122,25,112,0,1,1,0,0,0,7,3,72
19/1/2021,Johor,4550,673,4440,30,173,203,28,88,116,645,83,99
19/1/2021,Kedah,1924,273,1863,13,37,50,1,56,57,268,17,1305
19/1/2021,Kelantan,1529,358,1456,3,75,78,1,57,58,276,5,772
19/1/2021,Melaka,1091,243,1039,0,18,18,6,26,32,93,14,702
19/1/2021,Negeri Sembilan,1331,633,1309,2,74,76,2,63,65,469,5,604
19/1/2021,Pahang,2170,701,2113,0,26,26,4,24,28,171,7,1083
19/1/2021,Perak,2619,341,2549,4,18,22,4,28,32,147,23,1596
19/1/2021,Perlis,508,57,495,4,0,4,8,0,8,7,18,320
19/1/2021,Pulau Pinang,1292,224,1249,0,23,23,0,30,30,155,0,808
19/1/2021,Sabah,2948,1244,2814,23,119,142,16,82,98,689,75,1115
19/1/2021,Sarawak,3054,866,2985,32,188,220,27,20,47,303,156,1350
19/1/2021,Selangor,2756,794,2604,49,155,204,7,135,142,538,83,958
19/1/2021,Terengganu,1307,268,1284,11,14,25,11,8,19,120,38,16
19/1/2021,W.P. Kuala Lumpur,3154,595,3087,6,28,34,1,51,52,330,27,1201
19/1/2021,W.P. Labuan,122,25,112,0,3,3,0,1,1,9,1,72
20/1/2021,Johor,4550,673,4440,25,143,168,9,51,60,595,112,99
20/1/2021,Kedah,1924,273,1863,6,22,28,1,41,42,240,14,1377
20/1/2021,Kelantan,1529,358,1456,4,41,45,3,55,58,263,5,768
20/1/2021,Melaka,1091,243,1039,12,29,41,5,11,16,107,22,725
20/1/2021,Negeri Sembilan,1331,633,1309,3,66,69,3,64,67,452,5,635
20/1/2021,Pahang,2170,701,2113,3,22,25,0,26,26,167,10,1094
20/1/2021,Perak,2619,341,2549,3,35,38,0,20,20,166,18,1645
20/1/2021,Perlis,508,57,493,5,2,7,7,0,7,7,12,310
20/1/2021,Pulau Pinang,1292,224,1249,0,19,19,0,27,27,129,0,810
20/1/2021,Sabah,2948,1244,2817,31,106,137,14,86,100,724,86,1171
20/1/2021,Sarawak,3054,866,2985,35,24,59,31,8,39,265,129,1184
20/1/2021,Selangor,4727,1081,4521,83,174,257,56,127,183,602,309,1968
20/1/2021,Terengganu,1307,268,1284,8,15,23,18,11,29,126,31,825
20/1/2021,W.P. Kuala Lumpur,3154,595,3087,5,54,59,1,53,54,344,25,1219
20/1/2021,W.P. Labuan,122,25,112,1,0,1,0,0,0,8,2,67
21/1/2021,Johor,4550,691,4440,9,102,111,13,61,74,606,105,93
21/1/2021,Kedah,1924,273,1863,5,32,37,0,35,35,237,10,1239
21/1/2021,Kelantan,1529,358,1456,0,52,52,2,47,49,272,2,768
21/1/2021,Melaka,1101,248,1049,2,25,27,0,17,17,115,20,757
21/1/2021,Negeri Sembilan,1331,633,1309,5,72,77,4,55,59,454,2,645
21/1/2021,Pahang,2170,701,2113,3,29,32,4,41,45,153,9,1094
21/1/2021,Perak,2619,359,2549,1,45,46,2,24,26,181,16,1625
21/1/2021,Perlis,508,57,493,14,2,16,7,1,8,8,11,305
21/1/2021,Pulau Pinang,1292,224,1249,0,23,23,0,37,37,146,1,746
21/1/2021,Sabah,2948,1329,2817,29,138,167,18,58,76,757,93,1227
21/1/2021,Sarawak,3054,866,2985,48,114,162,59,96,155,264,154,1403
21/1/2021,Selangor,5136,1248,4914,273,169,442,44,170,214,612,406,2194
21/1/2021,Terengganu,1307,268,1284,6,34,40,4,25,29,136,30,766
21/1/2021,W.P. Kuala Lumpur,3154,615,3087,5,47,52,0,68,68,349,31,1181
21/1/2021,W.P. Labuan,122,25,112,3,2,5,0,0,0,10,5,58
22/1/2021,Johor,4550,691,4440,18,120,138,20,43,63,651,84,83
22/1/2021,Kedah,1924,273,1863,8,50,58,0,44,44,245,12,1109
22/1/2021,Kelantan,1529,358,1456,4,45,49,3,48,51,261,5,744
22/1/2021,Melaka,1101,248,1049,6,44,50,2,8,10,151,24,685
22/1/2021,Negeri Sembilan,1331,633,1284,2,81,83,2,54,56,464,2,606
22/1/2021,Pahang,2170,701,2113,2,36,38,3,41,44,147,8,1036
22/1/2021,Perak,2728,359,2658,4,42,46,2,19,21,182,20,1565
22/1/2021,Perlis,508,57,493,5,1,6,2,1,3,8,12,304
22/1/2021,Pulau Pinang,1292,224,1249,3,31,34,0,27,27,164,4,750
22/1/2021,Sabah,2948,1301,2817,19,107,126,21,65,86,781,90,1233
22/1/2021,Sarawak,3054,866,2985,33,134,167,48,140,188,260,138,1320
22/1/2021,Selangor,5136,1272,4914,158,149,307,144,179,323,620,416,2261
22/1/2021,Terengganu,1307,268,1284,4,22,26,12,17,29,141,22,753
22/1/2021,W.P. Kuala Lumpur,3154,619,3087,3,55,58,3,38,41,402,20,1138
22/1/2021,W.P. Labuan,122,25,112,0,1,1,0,0,0,11,2,66
23/1/2021,Johor,4550,706,4440,23,141,164,2,47,49,669,101,89
23/1/2021,Kedah,1924,273,1863,10,67,77,4,33,37,327,10,1079
23/1/2021,Kelantan,1619,382,1546,3,65,68,3,60,63,266,4,773
23/1/2021,Melaka,1101,248,1049,15,45,60,10,44,54,146,31,624
23/1/2021,Negeri Sembilan,1331,633,1284,0,72,72,0,61,61,459,2,540
23/1/2021,Pahang,2170,701,2113,4,42,46,5,32,37,157,7,979
23/1/2021,Perak,2728,359,2658,10,35,45,2,16,18,192,22,1471
23/1/2021,Perlis,508,57,493,7,3,10,3,0,3,14,15,308
23/1/2021,Pulau Pinang,1292,224,1249,3,21,24,3,18,21,163,4,695
23/1/2021,Sabah,2948,1301,2817,11,123,134,12,119,131,847,64,782
23/1/2021,Sarawak,3054,866,2985,40,123,163,30,134,164,259,148,1432
23/1/2021,Selangor,5136,1272,4914,138,161,299,118,195,313,624,400,2313
23/1/2021,Terengganu,1307,268,1284,13,43,56,9,20,29,166,25,11
23/1/2021,W.P. Kuala Lumpur,3154,624,3087,2,53,55,1,47,48,400,20,1072
23/1/2021,W.P. Labuan,122,25,112,0,0,0,0,3,3,8,2,69
24/1/2021,Johor,4550,706,4440,25,142,167,4,48,52,690,100,83
24/1/2021,Kedah,1924,273,1863,4,45,49,0,25,25,302,5,1196
24/1/2021,Kelantan,1619,382,1546,1,31,32,3,49,52,247,2,830
24/1/2021,Melaka,1101,231,1048,3,16,19,5,37,42,108,32,645
24/1/2021,Negeri Sembilan,1331,633,1284,10,77,87,1,54,55,470,11,349
24/1/2021,Pahang,2170,701,2113,2,30,32,5,31,36,155,4,950
